SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2297.0,2317.0,2304.0,1773.0,1104.0,814.0,759.0,711.0,783.0,555.0
Bin Replacement,283.0,37.0,33.0,39.0,70.0,40.0,79.0,40.0,46.0,32.0
Bridge/Culvert Defects,20.0,52.0,112.0,114.0,106.0,117.0,177.0,200.0,210.0,237.0
Bus Stops Damage,157.0,137.0,143.0,104.0,88.0,69.0,71.0,72.0,83.0,86.0
Dangerous Building/Structure,2.0,,1.0,3.0,7.0,14.0,21.0,38.0,27.0,3.0
Dog Fouling,701.0,335.0,366.0,256.0,254.0,249.0,278.0,230.0,282.0,282.0
Drainage,1528.0,1447.0,2016.0,1937.0,2310.0,2306.0,2700.0,3553.0,3437.0,3100.0
Environmental Health,318.0,297.0,356.0,213.0,179.0,119.0,107.0,73.0,105.0,138.0
Fences,,6.0,29.0,22.0,13.0,16.0,8.0,5.0,5.0,4.0
Gritting,2.0,8.0,18.0,24.0,38.0,33.0,43.0,23.0,54.0,60.0
Grounds Maintenance,259.0,121.0,232.0,202.0,355.0,247.0,365.0,318.0,281.0,84.0
Highways Enquiries,2129.0,1940.0,1682.0,1549.0,1441.0,1485.0,1649.0,1653.0,1430.0,1511.0
Incivilities,5616.0,2355.0,1247.0,533.0,338.0,291.0,312.0,278.0,365.0,264.0
Open Spaces/Parks,799.0,1378.0,1461.0,1163.0,558.0,454.0,347.0,339.0,361.0,301.0
Other,3172.0,3067.0,2768.0,2354.0,2240.0,1984.0,2146.0,2039.0,1792.0,1754.0
Overgrown/Fallen Veg/Trees,1867.0,2850.0,3537.0,2744.0,2972.0,2668.0,3441.0,3641.0,3974.0,3779.0
Parking,1356.0,1330.0,1359.0,993.0,834.0,911.0,817.0,716.0,713.0,582.0
Pavement /Footway Defects,2196.0,1836.0,1725.0,1697.0,1515.0,1648.0,1757.0,1819.0,1572.0,1159.0
Property Damage,,,,1.0,,,2.0,,,
Public Toilets,11.0,13.0,13.0,8.0,7.0,22.0,17.0,12.0,2.0,8.0
Retaining Wall,,3.0,15.0,19.0,12.0,12.0,10.0,3.0,,3.0
Right of Way,1023.0,1760.0,2793.0,2831.0,1601.0,1320.0,1087.0,1190.0,1139.0,1469.0
Road Safety,2564.0,1541.0,1947.0,1749.0,2005.0,1846.0,2196.0,2430.0,2357.0,2504.0
Road Surface Defects,3489.0,6943.0,10578.0,9656.0,9295.0,9621.0,11582.0,13888.0,13913.0,14606.0
Rubbish,44403.0,23520.0,9905.0,6296.0,5746.0,5755.0,5597.0,5504.0,6149.0,5752.0
Street Furniture,1422.0,4489.0,4731.0,3163.0,934.0,675.0,611.0,684.0,595.0,280.0
Street Lights,3331.0,3508.0,4468.0,3980.0,3876.0,3373.0,4488.0,4721.0,4150.0,3216.0
Utility Works,44.0,51.0,116.0,136.0,140.0,133.0,184.0,110.0,64.0,5.0
