SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,733.0,1518.0,1607.0,1765.0,1524.0,1401.0,1251.0,1388.0,1396.0,1183.0
Accumulated Litter,26.0,62.0,37.0,179.0,51.0,343.0,87.0,214.0,264.0,378.0
Barriers/Bollards on RoW,2.0,13.0,10.0,44.0,18.0,67.0,9.0,35.0,45.0,63.0
Benches/Bicycle Racks,1.0,2.0,3.0,4.0,5.0,8.0,12.0,1.0,3.0,2.0
Bin Collection,,,,,,3.0,7.0,4.0,,8.0
Bin Repair/Replacement,21.0,48.0,93.0,108.0,65.0,49.0,59.0,61.0,31.0,23.0
Blocked Drains,294.0,443.0,654.0,867.0,790.0,1418.0,1651.0,2095.0,1958.0,2637.0
Bridge/Culvert Defects,28.0,54.0,70.0,140.0,118.0,170.0,202.0,212.0,189.0,162.0
Broken Kerbs,13.0,39.0,46.0,68.0,63.0,96.0,108.0,151.0,132.0,280.0
Bus Stops Damage,106.0,115.0,130.0,115.0,101.0,107.0,101.0,98.0,110.0,102.0
Countryside RoW,,,,,,,,,1.0,
Dead Animals,21.0,114.0,177.0,282.0,301.0,206.0,236.0,176.0,213.0,113.0
Debris/Spillage,15.0,31.0,54.0,98.0,97.0,122.0,100.0,111.0,59.0,55.0
Demo,,4.0,5.0,,1.0,8.0,,1.0,,
Discarded Syringes,,1.0,1.0,10.0,,3.0,1.0,,,
Dog Fouling,233.0,418.0,440.0,518.0,396.0,433.0,301.0,403.0,234.0,267.0
Dog Litter Bin,7.0,7.0,7.0,34.0,20.0,9.0,25.0,12.0,10.0,10.0
Environmental Health,4.0,12.0,3.0,5.0,5.0,13.0,,11.0,7.0,5.0
Fallen/Dangerous Trees,428.0,733.0,861.0,1231.0,1299.0,1482.0,1680.0,1772.0,1603.0,2147.0
Fences,1.0,9.0,16.0,19.0,23.0,10.0,12.0,6.0,10.0,2.0
Flooding,131.0,206.0,270.0,451.0,342.0,525.0,643.0,720.0,519.0,427.0
Fly-tipping,8679.0,10244.0,12507.0,14824.0,12550.0,11372.0,7086.0,6774.0,4941.0,3858.0
Flyposting,92.0,100.0,94.0,93.0,104.0,103.0,105.0,93.0,108.0,113.0
Garden Waste,5.0,26.0,59.0,49.0,61.0,18.0,25.0,25.0,6.0,2.0
Gates/Stiles RoW,,1.0,5.0,2.0,1.0,22.0,75.0,69.0,56.0,19.0
General Highways Enquiries,57.0,114.0,163.0,212.0,179.0,158.0,186.0,159.0,144.0,92.0
Graffiti,311.0,771.0,1019.0,1313.0,1278.0,1295.0,1086.0,1528.0,1340.0,719.0
Grass/Weed Control,21.0,147.0,200.0,339.0,370.0,481.0,571.0,564.0,734.0,891.0
Grids and Drains,11.0,23.0,13.0,7.0,24.0,14.0,5.0,29.0,32.0,6.0
Grit Bins,7.0,8.0,19.0,39.0,10.0,20.0,24.0,23.0,17.0,26.0
Gritting,3.0,2.0,,,2.0,1.0,2.0,,,
Grounds Maintenance,,,,,,1.0,,,2.0,2.0
Gullies,151.0,261.0,216.0,297.0,278.0,306.0,493.0,426.0,440.0,579.0
