SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2297.0,2317.0,2304.0,1773.0,1104.0,814.0,759.0,711.0,783.0,555.0
Accumulated Litter,66.0,86.0,50.0,4.0,38.0,122.0,107.0,195.0,391.0,582.0
Barriers/Bollards on RoW,49.0,37.0,2.0,1.0,4.0,35.0,9.0,24.0,60.0,85.0
Benches/Bicycle Racks,2.0,8.0,8.0,3.0,,1.0,4.0,7.0,3.0,5.0
Bin Collection,,,2.0,,3.0,,1.0,4.0,6.0,6.0
Bin Repair/Replacement,282.0,31.0,16.0,27.0,39.0,29.0,51.0,26.0,34.0,23.0
Blocked Drains,690.0,834.0,987.0,828.0,1098.0,1037.0,1257.0,1867.0,1944.0,2265.0
Bridge/Culvert Defects,20.0,52.0,112.0,114.0,106.0,117.0,177.0,200.0,210.0,237.0
Broken Kerbs,10.0,14.0,23.0,39.0,60.0,105.0,151.0,229.0,228.0,137.0
Bus Stops Damage,157.0,137.0,143.0,104.0,88.0,69.0,71.0,72.0,83.0,86.0
Countryside RoW,,,,,,,1.0,,,
Dead Animals,318.0,296.0,355.0,211.0,179.0,119.0,100.0,60.0,85.0,116.0
Debris/Spillage,153.0,126.0,44.0,36.0,61.0,58.0,51.0,32.0,58.0,123.0
Demo,18.0,1.0,,,,,,,,
Discarded Syringes,,,10.0,6.0,,,,,,
Dog Fouling,701.0,335.0,366.0,256.0,254.0,249.0,278.0,230.0,282.0,282.0
Dog Litter Bin,1.0,6.0,17.0,12.0,31.0,11.0,28.0,14.0,12.0,9.0
Environmental Health,,,1.0,2.0,,,7.0,13.0,20.0,22.0
Fallen/Dangerous Trees,1127.0,1298.0,1365.0,1051.0,1412.0,1136.0,1469.0,1470.0,1408.0,1038.0
Fences,,6.0,29.0,22.0,13.0,16.0,8.0,5.0,5.0,4.0
Flooding,272.0,172.0,352.0,354.0,445.0,445.0,474.0,692.0,580.0,448.0
Fly-tipping,36430.0,19535.0,7332.0,4359.0,4016.0,4020.0,3781.0,3671.0,3727.0,3234.0
Flyposting,193.0,169.0,121.0,86.0,66.0,72.0,64.0,64.0,74.0,47.0
Garden Waste,90.0,52.0,64.0,56.0,11.0,3.0,,,,
Gates/Stiles RoW,,,,,1.0,2.0,3.0,32.0,36.0,176.0
General Highways Enquiries,315.0,331.0,231.0,190.0,101.0,108.0,103.0,55.0,14.0,16.0
Graffiti,5236.0,2155.0,1134.0,449.0,275.0,219.0,250.0,214.0,290.0,214.0
Grass/Weed Control,306.0,370.0,393.0,310.0,444.0,406.0,606.0,561.0,516.0,406.0
Grids and Drains,87.0,4.0,2.0,6.0,13.0,12.0,30.0,9.0,1.0,
Grit Bins,,3.0,7.0,22.0,28.0,26.0,23.0,12.0,36.0,36.0
Gritting,,2.0,4.0,,2.0,,2.0,,,
Grounds Maintenance,,2.0,2.0,1.0,,,,,,
Gullies,21.0,106.0,305.0,422.0,382.0,470.0,494.0,587.0,516.0,144.0
Gully/Manhole Defects,74.0,68.0,38.0,67.0,95.0,96.0,80.0,85.0,46.0,10.0
Highway Condition,1818.0,1611.0,1459.0,1373.0,1378.0,1388.0,1559.0,1611.0,1417.0,1495.0
Highway Drainage,,,,,6.0,2.0,6.0,12.0,14.0,14.0
Ice & Snow,2.0,3.0,7.0,2.0,7.0,6.0,13.0,6.0,14.0,20.0
Leafing,252.0,119.0,,,,,,,,
Lewisham Homes,153.0,29.0,,,,,,,,
Litter/Litter Bin,3447.0,352.0,178.0,158.0,174.0,213.0,299.0,224.0,599.0,749.0
Manhole Covers,341.0,221.0,332.0,260.0,271.0,244.0,359.0,301.0,334.0,213.0
Manhole Defects,43.0,42.0,,,,,,,2.0,6.0
Missed Bin Collection,382.0,139.0,,,,,,,,
Noise,1.0,2.0,,,,,,,2.0,3.0
Obstruction,452.0,616.0,815.0,964.0,726.0,597.0,600.0,627.0,597.0,658.0
Open Spaces/Parks,799.0,1378.0,1461.0,1163.0,558.0,454.0,347.0,339.0,361.0,301.0
Other,2975.0,3008.0,2745.0,2315.0,2180.0,1879.0,1995.0,1808.0,1564.0,1617.0
Overgrown Vegetation,446.0,1209.0,1816.0,1437.0,1162.0,1172.0,1402.0,1648.0,2081.0,2357.0
Parking,1356.0,1330.0,1359.0,993.0,834.0,911.0,817.0,716.0,713.0,582.0
Pavement /Footway Defects,2754.0,2842.0,3524.0,3315.0,2560.0,2399.0,2613.0,2946.0,2820.0,2253.0
Pest Control,,1.0,,,,,,,,
Phoenix HA,16.0,15.0,,,,,,,,
Potholes,3133.0,4575.0,6085.0,6171.0,6835.0,7192.0,9249.0,10789.0,10533.0,11625.0
Property Damage,,,,1.0,,,2.0,,,
Protected Trees,,,,,,,,2.0,,
Public Toilets,11.0,13.0,13.0,8.0,7.0,22.0,17.0,12.0,2.0,8.0
Recycling,1.0,10.0,19.0,32.0,22.0,22.0,16.0,,1.0,
Retaining Wall,,3.0,15.0,19.0,12.0,12.0,10.0,3.0,,3.0
Right of Way,119.0,279.0,442.0,406.0,269.0,249.0,106.0,103.0,231.0,287.0
Road Markings,123.0,143.0,363.0,349.0,599.0,436.0,658.0,832.0,886.0,825.0
Road Safety,1.0,4.0,12.0,14.0,21.0,16.0,14.0,26.0,35.0,24.0
Road Surface Defects,217.0,2112.0,3936.0,3011.0,1770.0,1829.0,1525.0,2103.0,2287.0,2172.0
Road Works,257.0,118.0,226.0,187.0,325.0,242.0,353.0,309.0,281.0,84.0
Road/Pavement Defects,1.0,49.0,129.0,104.0,60.0,80.0,106.0,135.0,77.0,13.0
Rubbish,1977.0,1653.0,1100.0,835.0,677.0,644.0,596.0,584.0,565.0,452.0
Salt Bins,,,,,1.0,1.0,5.0,5.0,4.0,4.0
