SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,493.0,799.0,1144.0,1259.0,1434.0,1463.0,1435.0,1520.0,1572.0,2298.0
Accumulated Litter,16.0,97.0,59.0,18.0,111.0,136.0,120.0,308.0,286.0,490.0
Barriers/Bollards on RoW,1.0,16.0,14.0,7.0,19.0,52.0,18.0,57.0,44.0,78.0
Benches/Bicycle Racks,1.0,3.0,4.0,3.0,6.0,7.0,3.0,5.0,7.0,2.0
Bin Collection,,,,,,1.0,,4.0,7.0,10.0
Bin Repair/Replacement,2.0,26.0,43.0,71.0,63.0,106.0,57.0,66.0,25.0,99.0
Blocked Drains,229.0,435.0,501.0,546.0,794.0,952.0,1213.0,1546.0,2286.0,4305.0
Bridge/Culvert Defects,34.0,56.0,55.0,82.0,93.0,126.0,156.0,174.0,245.0,324.0
Broken Kerbs,23.0,25.0,73.0,40.0,60.0,61.0,90.0,124.0,161.0,339.0
Bus Stops Damage,93.0,115.0,99.0,83.0,79.0,92.0,106.0,114.0,93.0,136.0
Countryside RoW,,,,,,,,,,1.0
Dead Animals,4.0,54.0,85.0,129.0,175.0,320.0,307.0,244.0,276.0,245.0
Debris/Spillage,6.0,22.0,46.0,28.0,79.0,104.0,102.0,130.0,114.0,111.0
Demo,,,5.0,4.0,1.0,7.0,,1.0,1.0,
Discarded Syringes,,1.0,1.0,2.0,3.0,7.0,1.0,,1.0,
Dog Fouling,182.0,230.0,365.0,358.0,393.0,440.0,292.0,338.0,267.0,368.0
Dog Litter Bin,,14.0,6.0,9.0,20.0,41.0,16.0,13.0,4.0,18.0
Environmental Health,3.0,11.0,7.0,1.0,6.0,8.0,7.0,11.0,5.0,6.0
Fallen/Dangerous Trees,313.0,608.0,669.0,892.0,1025.0,1408.0,1368.0,1533.0,1816.0,3142.0
Fences,,5.0,9.0,7.0,13.0,31.0,17.0,5.0,14.0,7.0
Flooding,124.0,204.0,328.0,227.0,374.0,454.0,554.0,702.0,638.0,629.0
Fly-tipping,5106.0,5610.0,7691.0,8269.0,9943.0,12398.0,10401.0,12306.0,7270.0,11111.0
Flyposting,59.0,59.0,85.0,85.0,75.0,114.0,50.0,119.0,105.0,205.0
Garden Waste,2.0,8.0,18.0,34.0,41.0,45.0,53.0,41.0,27.0,7.0
Gates/Stiles RoW,1.0,1.0,,,13.0,7.0,25.0,20.0,81.0,102.0
General Highways Enquiries,59.0,99.0,102.0,74.0,130.0,165.0,196.0,193.0,205.0,241.0
Graffiti,265.0,301.0,524.0,857.0,895.0,1033.0,1074.0,1109.0,1313.0,3065.0
Grass/Weed Control,60.0,78.0,128.0,254.0,264.0,380.0,415.0,677.0,825.0,1237.0
Grids and Drains,24.0,8.0,15.0,11.0,27.0,17.0,5.0,9.0,7.0,41.0
Grit Bins,6.0,8.0,12.0,28.0,17.0,27.0,28.0,30.0,16.0,21.0
Gritting,4.0,1.0,2.0,,1.0,,1.0,,,1.0
Grounds Maintenance,,,,,,,,1.0,2.0,2.0
Gullies,160.0,263.0,336.0,238.0,290.0,313.0,418.0,525.0,443.0,461.0
Gully/Manhole Defects,4.0,17.0,36.0,46.0,33.0,85.0,99.0,135.0,120.0,84.0
Highway Condition,792.0,852.0,1175.0,1374.0,1260.0,1471.0,1559.0,1674.0,2049.0,2903.0
Highway Drainage,,,,,,3.0,11.0,4.0,16.0,20.0
Ice & Snow,,5.0,1.0,1.0,6.0,6.0,7.0,12.0,9.0,33.0
Leafing,,3.0,11.0,14.0,28.0,58.0,77.0,88.0,72.0,20.0
Lewisham Homes,,2.0,4.0,48.0,93.0,15.0,7.0,9.0,4.0,
Litter/Litter Bin,20.0,119.0,218.0,265.0,667.0,622.0,675.0,1035.0,685.0,2087.0
Manhole Covers,64.0,83.0,198.0,202.0,316.0,412.0,270.0,369.0,401.0,561.0
Manhole Defects,,,6.0,3.0,15.0,26.0,16.0,11.0,11.0,5.0
Missed Bin Collection,1.0,8.0,56.0,110.0,87.0,105.0,64.0,56.0,33.0,1.0
Noise,3.0,2.0,1.0,,2.0,,,,,
Obstruction,341.0,513.0,542.0,545.0,697.0,867.0,833.0,962.0,794.0,558.0
Open Spaces/Parks,286.0,422.0,678.0,557.0,673.0,617.0,618.0,790.0,944.0,1576.0
Other,1261.0,1838.0,1876.0,1820.0,2148.0,2216.0,2629.0,2618.0,2461.0,3219.0
Overgrown Vegetation,412.0,733.0,791.0,925.0,1323.0,1673.0,1669.0,2050.0,2185.0,2969.0
Parking,684.0,918.0,1059.0,1010.0,1009.0,905.0,960.0,1000.0,812.0,1254.0
Pavement /Footway Defects,1231.0,1735.0,2237.0,1973.0,2448.0,2963.0,2959.0,3168.0,3978.0,5334.0
Pest Control,,,,,,1.0,,,,
Phoenix HA,,3.0,10.0,11.0,6.0,1.0,,,,
Potholes,2534.0,3675.0,4147.0,4572.0,5919.0,6991.0,7869.0,10164.0,13002.0,17314.0
Property Damage,,,,,,,1.0,,1.0,1.0
Protected Trees,,,,,,,1.0,,,1.0
Public Toilets,2.0,5.0,12.0,11.0,26.0,10.0,9.0,3.0,18.0,17.0
Recycling,5.0,20.0,11.0,13.0,23.0,10.0,21.0,10.0,10.0,
Retaining Wall,7.0,14.0,4.0,10.0,6.0,9.0,5.0,12.0,5.0,5.0
Right of Way,73.0,156.0,187.0,117.0,230.0,323.0,320.0,308.0,350.0,427.0
Road Markings,146.0,198.0,278.0,299.0,499.0,540.0,561.0,624.0,808.0,1261.0
Road Safety,5.0,2.0,5.0,14.0,27.0,23.0,28.0,23.0,19.0,21.0
Road Surface Defects,448.0,584.0,814.0,869.0,1390.0,1537.0,1779.0,2858.0,3356.0,7327.0
Road Works,42.0,145.0,231.0,240.0,258.0,395.0,260.0,308.0,218.0,285.0
Road/Pavement Defects,8.0,32.0,79.0,50.0,52.0,106.0,86.0,157.0,133.0,51.0
Rubbish,913.0,1019.0,1190.0,974.0,915.0,873.0,801.0,637.0,647.0,1114.0
Salt Bins,,,,,,2.0,1.0,1.0,6.0,10.0
Shopping Trolley,10.0,18.0,19.0,69.0,50.0,39.0,5.0,8.0,3.0,
Skips,,,,2.0,,1.0,1.0,1.0,3.0,
Spillage on Road,7.0,24.0,24.0,24.0,42.0,68.0,57.0,60.0,36.0,45.0
Street Cleaning,656.0,760.0,1255.0,1408.0,1805.0,1781.0,2434.0,2559.0,3259.0,4816.0
Street Furniture,60.0,127.0,176.0,153.0,175.0,269.0,227.0,226.0,163.0,110.0
Street Lights,1875.0,2066.0,2640.0,2766.0,3495.0,3669.0,3519.0,5053.0,5740.0,8288.0
Street Name Plates,98.0,112.0,161.0,124.0,166.0,176.0,198.0,196.0,204.0,298.0
Street Signs,410.0,623.0,737.0,812.0,925.0,1245.0,1286.0,1464.0,1901.0,2981.0
Trade Waste,,1.0,7.0,8.0,23.0,23.0,6.0,3.0,4.0,2.0
Traffic Lights,194.0,229.0,295.0,284.0,369.0,295.0,264.0,337.0,524.0,533.0
Trees and Hedges RoW,4.0,31.0,59.0,69.0,88.0,120.0,172.0,189.0,233.0,138.0
Trees on RoW,,6.0,1.0,29.0,23.0,22.0,45.0,13.0,39.0,60.0
Trip Hazard,113.0,51.0,101.0,96.0,169.0,148.0,124.0,218.0,101.0,36.0
Utility Works,20.0,93.0,155.0,104.0,136.0,181.0,113.0,90.0,53.0,38.0
Vehicle Access,2.0,3.0,1.0,2.0,2.0,5.0,,2.0,,2.0
Zebra Crossing,6.0,4.0,4.0,1.0,4.0,,8.0,5.0,7.0,2.0
