SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,1937.0,2039.0,1542.0,1480.0,1181.0,1247.0,1222.0,1140.0,1243.0,744.0
Accumulated Litter,90.0,312.0,121.0,292.0,107.0,165.0,113.0,151.0,116.0,174.0
Barriers/Bollards on RoW,32.0,48.0,21.0,39.0,13.0,21.0,43.0,29.0,23.0,37.0
Benches/Bicycle Racks,,4.0,12.0,2.0,4.0,,3.0,4.0,3.0,9.0
Bin Collection,,,2.0,,,1.0,,,11.0,8.0
Bin Repair/Replacement,204.0,67.0,43.0,30.0,29.0,23.0,30.0,27.0,83.0,22.0
Blocked Drains,357.0,669.0,646.0,775.0,707.0,906.0,1077.0,1288.0,2584.0,3802.0
Bridge/Culvert Defects,9.0,26.0,32.0,42.0,50.0,57.0,79.0,113.0,286.0,651.0
Broken Kerbs,8.0,24.0,41.0,44.0,111.0,81.0,135.0,138.0,194.0,220.0
Bus Stops Damage,102.0,117.0,112.0,136.0,124.0,119.0,102.0,117.0,116.0,40.0
Countryside RoW,,,,,,1.0,,,,
Dead Animals,211.0,251.0,227.0,174.0,139.0,128.0,149.0,97.0,224.0,239.0
Debris/Spillage,51.0,83.0,69.0,45.0,44.0,45.0,34.0,62.0,122.0,187.0
Demo,7.0,3.0,2.0,6.0,,,1.0,,,
Discarded Syringes,,1.0,7.0,5.0,2.0,1.0,,,,
Dog Fouling,456.0,422.0,449.0,339.0,390.0,399.0,311.0,377.0,335.0,174.0
Dog Litter Bin,,2.0,8.0,10.0,12.0,11.0,12.0,25.0,44.0,17.0
Environmental Health,2.0,10.0,,26.0,3.0,8.0,1.0,6.0,6.0,3.0
Fallen/Dangerous Trees,571.0,1055.0,967.0,1088.0,1150.0,1066.0,1313.0,1342.0,2357.0,2333.0
Fences,,9.0,11.0,17.0,10.0,8.0,6.0,14.0,22.0,11.0
Flooding,184.0,196.0,170.0,197.0,281.0,256.0,364.0,407.0,686.0,1493.0
Fly-tipping,25030.0,18384.0,8762.0,6102.0,4715.0,4305.0,4369.0,4442.0,6820.0,9965.0
Flyposting,120.0,121.0,89.0,79.0,85.0,65.0,74.0,97.0,143.0,132.0
Garden Waste,86.0,74.0,41.0,19.0,22.0,16.0,13.0,5.0,,
Gates/Stiles RoW,,,1.0,1.0,2.0,,,9.0,42.0,195.0
General Highways Enquiries,195.0,311.0,203.0,181.0,131.0,135.0,113.0,74.0,79.0,42.0
Graffiti,2703.0,2105.0,1305.0,893.0,1027.0,863.0,742.0,603.0,325.0,98.0
Grass/Weed Control,69.0,302.0,342.0,412.0,368.0,336.0,383.0,427.0,790.0,889.0
Grids and Drains,57.0,17.0,27.0,6.0,10.0,24.0,12.0,10.0,1.0,
Grit Bins,1.0,14.0,8.0,13.0,19.0,13.0,15.0,16.0,23.0,71.0
Gritting,1.0,,3.0,,2.0,1.0,1.0,,1.0,1.0
Grounds Maintenance,,,,1.0,,,,,2.0,2.0
Gullies,262.0,332.0,198.0,285.0,274.0,379.0,351.0,296.0,355.0,715.0
Gully/Manhole Defects,35.0,45.0,43.0,48.0,38.0,42.0,63.0,64.0,110.0,171.0
Highway Condition,1182.0,1354.0,1214.0,1228.0,1450.0,1361.0,1599.0,1893.0,2406.0,3490.0
Highway Drainage,,,,,3.0,,4.0,5.0,11.0,31.0
Ice & Snow,,4.0,4.0,5.0,1.0,4.0,4.0,7.0,21.0,30.0
Leafing,80.0,145.0,70.0,29.0,7.0,20.0,12.0,6.0,2.0,
Lewisham Homes,76.0,80.0,8.0,13.0,1.0,1.0,3.0,,,
Litter/Litter Bin,2171.0,533.0,491.0,399.0,446.0,511.0,367.0,765.0,467.0,243.0
Manhole Covers,117.0,137.0,263.0,223.0,206.0,275.0,311.0,258.0,472.0,614.0
Manhole Defects,21.0,24.0,21.0,7.0,4.0,2.0,7.0,2.0,2.0,3.0
Missed Bin Collection,204.0,191.0,67.0,24.0,2.0,14.0,13.0,6.0,,
Noise,1.0,1.0,1.0,1.0,,3.0,,1.0,,
Obstruction,660.0,876.0,669.0,601.0,505.0,568.0,487.0,475.0,596.0,1215.0
Open Spaces/Parks,382.0,831.0,711.0,1138.0,802.0,1037.0,846.0,785.0,743.0,267.0
Other,2357.0,2300.0,2200.0,2073.0,2111.0,2239.0,2088.0,2185.0,2768.0,3157.0
Overgrown Vegetation,299.0,980.0,882.0,1390.0,1275.0,1648.0,1515.0,1714.0,2285.0,2742.0
Parking,1138.0,1229.0,1080.0,1049.0,1049.0,1171.0,1119.0,1066.0,883.0,528.0
Pavement /Footway Defects,2284.0,2990.0,2962.0,3192.0,2898.0,2747.0,3177.0,3085.0,3592.0,2644.0
Pest Control,,,,,,,1.0,,,
Phoenix HA,4.0,13.0,6.0,2.0,,4.0,2.0,,,
