SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,818.0,1155.0,1357.0,1582.0,1453.0,1426.0,1343.0,1436.0,1587.0,1260.0
Bridge/Culvert Defects,55.0,63.0,92.0,123.0,119.0,170.0,181.0,173.0,217.0,152.0
Bus Stops Damage,92.0,102.0,88.0,100.0,83.0,112.0,90.0,92.0,124.0,127.0
Dangerous Building/Structure,8.0,9.0,11.0,2.0,4.0,5.0,11.0,14.0,28.0,24.0
Dog Fouling,190.0,248.0,389.0,335.0,410.0,280.0,332.0,332.0,443.0,274.0
Environmental Health,42.0,81.0,154.0,223.0,303.0,290.0,326.0,168.0,165.0,153.0
Fences,4.0,7.0,22.0,11.0,31.0,13.0,14.0,4.0,2.0,
Gritting,17.0,11.0,21.0,27.0,37.0,38.0,47.0,29.0,33.0,43.0
Grounds Maintenance,129.0,222.0,303.0,318.0,211.0,186.0,273.0,249.0,317.0,256.0
Open Spaces/Parks,375.0,631.0,531.0,772.0,707.0,750.0,758.0,846.0,1074.0,717.0
Other,1596.0,1774.0,2467.0,2353.0,2418.0,2059.0,2868.0,2637.0,2719.0,2425.0
Parking,797.0,959.0,958.0,934.0,929.0,905.0,958.0,1161.0,1067.0,943.0
Pavement /Footway Defects,1144.0,1304.0,1342.0,1443.0,1528.0,1482.0,1821.0,1986.0,2424.0,2450.0
Property Damage,,,,,,1.0,1.0,1.0,,
Public Toilets,4.0,10.0,9.0,6.0,23.0,10.0,12.0,10.0,11.0,18.0
Retaining Wall,7.0,9.0,5.0,7.0,15.0,2.0,4.0,10.0,8.0,10.0
Right of Way,913.0,975.0,1643.0,2194.0,2033.0,1955.0,1904.0,1470.0,1793.0,1333.0
Road Safety,1016.0,1268.0,1568.0,1968.0,1722.0,2164.0,2446.0,2685.0,3541.0,2761.0
Road Surface Defects,4526.0,6225.0,7473.0,8456.0,8179.0,10304.0,12654.0,14523.0,16925.0,14306.0
Rubbish,8566.0,7954.0,10352.0,10103.0,9409.0,12166.0,16782.0,15073.0,16289.0,11933.0
Street Furniture,266.0,1225.0,1305.0,1541.0,1672.0,1381.0,1763.0,2919.0,3099.0,2413.0
Street Lights,2942.0,2790.0,2954.0,3692.0,3531.0,4146.0,4352.0,4092.0,5175.0,5437.0
Utility Works,58.0,92.0,188.0,195.0,106.0,89.0,106.0,81.0,39.0,29.0
