SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,759.0,1098.0,1552.0,1670.0,1417.0,1407.0,1163.0,1365.0,1256.0,1730.0
Accumulated Litter,26.0,75.0,90.0,51.0,110.0,136.0,119.0,237.0,219.0,578.0
Barriers/Bollards on RoW,2.0,17.0,11.0,22.0,18.0,22.0,27.0,57.0,34.0,96.0
Benches/Bicycle Racks,1.0,1.0,3.0,5.0,2.0,,8.0,4.0,4.0,13.0
Bin Collection,,,,1.0,2.0,1.0,1.0,6.0,11.0,
Bin Repair/Replacement,1.0,22.0,26.0,63.0,48.0,75.0,64.0,48.0,56.0,155.0
Blocked Drains,352.0,526.0,683.0,798.0,969.0,1195.0,1518.0,2148.0,2357.0,2261.0
Bridge/Culvert Defects,36.0,77.0,96.0,102.0,107.0,173.0,184.0,202.0,246.0,122.0
Broken Kerbs,26.0,42.0,69.0,69.0,52.0,85.0,110.0,157.0,212.0,174.0
Bus Stops Damage,83.0,99.0,111.0,96.0,82.0,92.0,103.0,81.0,99.0,164.0
Countryside RoW,,,,,,,1.0,,,
Dead Animals,5.0,78.0,210.0,305.0,310.0,286.0,180.0,167.0,77.0,221.0
Debris/Spillage,6.0,31.0,41.0,80.0,73.0,83.0,120.0,113.0,87.0,108.0
Demo,,,2.0,,1.0,1.0,3.0,8.0,2.0,2.0
Discarded Syringes,,1.0,8.0,3.0,3.0,,1.0,,,
Dog Fouling,158.0,268.0,271.0,331.0,423.0,377.0,287.0,342.0,327.0,449.0
Dog Litter Bin,,8.0,15.0,22.0,19.0,28.0,31.0,5.0,6.0,7.0
Environmental Health,4.0,13.0,6.0,3.0,1.0,5.0,8.0,3.0,5.0,17.0
Fallen/Dangerous Trees,487.0,671.0,860.0,1088.0,1221.0,1478.0,1427.0,1677.0,1839.0,2026.0
Fences,,9.0,19.0,22.0,24.0,17.0,10.0,6.0,1.0,
Flooding,168.0,213.0,320.0,313.0,311.0,457.0,496.0,684.0,719.0,553.0
Fly-tipping,6973.0,6295.0,8468.0,7913.0,7145.0,11001.0,7570.0,11010.0,10664.0,13066.0
Flyposting,83.0,59.0,104.0,60.0,82.0,91.0,105.0,110.0,125.0,137.0
Garden Waste,,23.0,50.0,31.0,51.0,38.0,12.0,26.0,22.0,23.0
