SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,855.0,1551.0,1617.0,1789.0,1579.0,1289.0,1169.0,1196.0,1138.0,1234.0
Accumulated Litter,10.0,86.0,102.0,98.0,210.0,222.0,200.0,179.0,244.0,290.0
Barriers/Bollards on RoW,2.0,19.0,21.0,24.0,44.0,37.0,40.0,46.0,33.0,40.0
Benches/Bicycle Racks,1.0,3.0,3.0,4.0,2.0,8.0,4.0,4.0,2.0,10.0
Bin Collection,,,,,,4.0,3.0,,9.0,6.0
Bin Repair/Replacement,33.0,74.0,93.0,74.0,39.0,68.0,80.0,26.0,26.0,45.0
Blocked Drains,268.0,391.0,727.0,865.0,958.0,1247.0,1619.0,1855.0,2253.0,2624.0
Bridge/Culvert Defects,19.0,32.0,80.0,119.0,81.0,181.0,220.0,178.0,229.0,206.0
Broken Kerbs,16.0,33.0,54.0,77.0,94.0,72.0,113.0,109.0,157.0,271.0
Bus Stops Damage,87.0,117.0,128.0,105.0,98.0,124.0,101.0,84.0,72.0,94.0
Countryside RoW,,,,,,,,,1.0,
Dead Animals,31.0,155.0,204.0,191.0,265.0,271.0,241.0,164.0,191.0,126.0
Debris/Spillage,11.0,43.0,67.0,76.0,73.0,108.0,103.0,118.0,90.0,53.0
Demo,,3.0,5.0,2.0,1.0,7.0,,,1.0,
Discarded Syringes,,1.0,1.0,10.0,2.0,1.0,,1.0,,
Dog Fouling,209.0,376.0,405.0,511.0,312.0,361.0,304.0,325.0,198.0,232.0
Dog Litter Bin,4.0,11.0,13.0,24.0,12.0,28.0,23.0,8.0,7.0,11.0
Environmental Health,2.0,14.0,3.0,4.0,9.0,12.0,3.0,8.0,6.0,4.0
Fallen/Dangerous Trees,368.0,778.0,912.0,1103.0,1353.0,1361.0,1546.0,1491.0,1713.0,2149.0
Fences,,15.0,13.0,19.0,19.0,14.0,8.0,9.0,7.0,4.0
Flooding,111.0,174.0,295.0,339.0,321.0,522.0,520.0,676.0,712.0,564.0
Fly-tipping,8609.0,12008.0,11165.0,13873.0,11571.0,8005.0,7408.0,5990.0,5474.0,6002.0
Flyposting,88.0,104.0,72.0,90.0,105.0,89.0,75.0,96.0,114.0,123.0
Garden Waste,5.0,49.0,64.0,47.0,49.0,32.0,11.0,9.0,7.0,3.0
Gates/Stiles RoW,,1.0,1.0,6.0,3.0,16.0,21.0,61.0,115.0,26.0
General Highways Enquiries,38.0,121.0,207.0,193.0,178.0,185.0,142.0,131.0,141.0,128.0
Graffiti,403.0,792.0,1236.0,1265.0,1137.0,875.0,1116.0,1119.0,699.0,1794.0
Grass/Weed Control,23.0,168.0,242.0,346.0,347.0,435.0,526.0,636.0,827.0,768.0
Grids and Drains,20.0,18.0,12.0,12.0,9.0,10.0,12.0,21.0,28.0,22.0
Grit Bins,6.0,5.0,10.0,31.0,22.0,26.0,26.0,25.0,24.0,18.0
Gritting,2.0,2.0,1.0,,1.0,3.0,,1.0,,
Grounds Maintenance,,,,,,,1.0,,2.0,2.0
Gullies,135.0,167.0,267.0,276.0,215.0,259.0,368.0,509.0,557.0,694.0
Gully/Manhole Defects,9.0,20.0,26.0,61.0,58.0,69.0,62.0,121.0,130.0,103.0
Highway Condition,804.0,1008.0,1074.0,1422.0,1406.0,1693.0,1634.0,1867.0,2110.0,2091.0
Highway Drainage,,,,2.0,10.0,2.0,8.0,4.0,19.0,9.0
Ice & Snow,,2.0,3.0,4.0,5.0,7.0,7.0,12.0,12.0,28.0
Leafing,2.0,19.0,26.0,62.0,57.0,61.0,86.0,47.0,5.0,6.0
Lewisham Homes,5.0,98.0,24.0,37.0,3.0,7.0,,5.0,3.0,
Litter/Litter Bin,191.0,478.0,556.0,717.0,535.0,641.0,723.0,602.0,415.0,1535.0
Manhole Covers,64.0,153.0,315.0,292.0,306.0,331.0,422.0,307.0,371.0,315.0
Manhole Defects,,9.0,14.0,16.0,19.0,18.0,9.0,7.0,,1.0
Missed Bin Collection,11.0,100.0,103.0,128.0,69.0,61.0,24.0,14.0,11.0,
Noise,1.0,2.0,1.0,1.0,1.0,,,,,2.0
Obstruction,326.0,498.0,704.0,805.0,848.0,724.0,803.0,680.0,714.0,550.0
Open Spaces/Parks,508.0,809.0,705.0,872.0,568.0,727.0,565.0,764.0,851.0,792.0
Other,1636.0,1908.0,2139.0,2291.0,2383.0,2580.0,2169.0,2393.0,2349.0,2238.0
Overgrown Vegetation,388.0,801.0,1147.0,1238.0,1209.0,1544.0,2027.0,2218.0,2068.0,2090.0
Parking,862.0,975.0,1111.0,1144.0,951.0,906.0,911.0,1062.0,817.0,872.0
Pavement /Footway Defects,1228.0,2106.0,2980.0,2699.0,2771.0,2802.0,3015.0,2941.0,3260.0,4224.0
Pest Control,,,,,,,,,1.0,
Phoenix HA,9.0,13.0,8.0,1.0,,,,,,
Potholes,2103.0,3137.0,5173.0,5739.0,6087.0,8365.0,9756.0,11369.0,12589.0,11869.0
