SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,843.0,994.0,1571.0,1540.0,1546.0,1649.0,1577.0,1417.0,1285.0,995.0
Accumulated Litter,141.0,300.0,135.0,130.0,211.0,219.0,162.0,194.0,98.0,51.0
Barriers/Bollards on RoW,27.0,27.0,35.0,21.0,56.0,30.0,49.0,28.0,19.0,14.0
Benches/Bicycle Racks,9.0,9.0,6.0,4.0,7.0,,1.0,2.0,2.0,1.0
Bin Collection,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,1.0
Bin Repair/Replacement,73.0,84.0,86.0,85.0,67.0,81.0,51.0,13.0,11.0,7.0
Blocked Drains,1418.0,1695.0,1501.0,1037.0,1139.0,1143.0,1298.0,1359.0,1171.0,1046.0
Bridge/Culvert Defects,206.0,257.0,147.0,130.0,91.0,94.0,116.0,92.0,120.0,92.0
Broken Kerbs,91.0,101.0,95.0,67.0,62.0,82.0,91.0,114.0,167.0,126.0
Bus Stops Damage,80.0,98.0,90.0,131.0,113.0,92.0,133.0,109.0,91.0,73.0
Countryside RoW,,,,,,,,,1.0,
Dead Animals,241.0,115.0,228.0,205.0,264.0,319.0,213.0,152.0,72.0,30.0
Debris/Spillage,105.0,89.0,90.0,93.0,112.0,87.0,64.0,42.0,36.0,24.0
Demo,1.0,3.0,1.0,1.0,11.0,,1.0,,1.0,
Discarded Syringes,,,,,2.0,,3.0,4.0,1.0,6.0
Dog Fouling,344.0,318.0,409.0,385.0,318.0,337.0,363.0,254.0,216.0,289.0
Dog Litter Bin,18.0,27.0,17.0,18.0,13.0,23.0,5.0,5.0,5.0,10.0
Environmental Health,14.0,6.0,8.0,2.0,12.0,5.0,6.0,6.0,5.0,1.0
Fallen/Dangerous Trees,1071.0,1045.0,1224.0,1180.0,1155.0,1277.0,1315.0,1347.0,1480.0,1680.0
Fences,11.0,15.0,10.0,25.0,12.0,20.0,7.0,3.0,4.0,1.0
Flooding,608.0,715.0,604.0,403.0,390.0,372.0,336.0,311.0,238.0,257.0
Fly-tipping,8010.0,10058.0,13390.0,12226.0,12783.0,9973.0,9296.0,5568.0,5037.0,3764.0
Flyposting,79.0,129.0,109.0,122.0,84.0,75.0,91.0,75.0,98.0,94.0
Garden Waste,8.0,22.0,74.0,37.0,54.0,32.0,26.0,10.0,13.0,
Gates/Stiles RoW,67.0,48.0,52.0,25.0,18.0,14.0,11.0,3.0,5.0,7.0
General Highways Enquiries,28.0,130.0,178.0,200.0,218.0,291.0,184.0,142.0,74.0,19.0
Graffiti,742.0,824.0,1831.0,1751.0,1312.0,1363.0,1030.0,625.0,672.0,286.0
Grass/Weed Control,325.0,367.0,354.0,290.0,442.0,429.0,549.0,474.0,607.0,481.0
Grids and Drains,13.0,19.0,28.0,34.0,11.0,18.0,8.0,8.0,5.0,20.0
Grit Bins,40.0,30.0,11.0,10.0,19.0,17.0,26.0,16.0,11.0,13.0
Gritting,2.0,1.0,2.0,3.0,,,1.0,1.0,,
