SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,1087.0,1590.0,1570.0,1728.0,1713.0,1417.0,1360.0,1334.0,936.0,682.0
Accumulated Litter,19.0,76.0,253.0,198.0,195.0,290.0,211.0,176.0,115.0,108.0
Barriers/Bollards on RoW,12.0,10.0,55.0,36.0,28.0,44.0,64.0,26.0,8.0,23.0
Benches/Bicycle Racks,3.0,1.0,5.0,9.0,3.0,1.0,4.0,3.0,4.0,8.0
Bin Collection,,1.0,1.0,,,1.0,2.0,8.0,4.0,5.0
Bin Repair/Replacement,40.0,59.0,60.0,65.0,81.0,71.0,77.0,59.0,21.0,25.0
Blocked Drains,396.0,609.0,744.0,755.0,1046.0,1104.0,1416.0,1904.0,1982.0,2851.0
Bridge/Culvert Defects,44.0,54.0,42.0,73.0,74.0,98.0,109.0,176.0,243.0,432.0
Broken Kerbs,19.0,46.0,48.0,47.0,71.0,81.0,84.0,153.0,185.0,262.0
Bus Stops Damage,110.0,132.0,123.0,126.0,117.0,88.0,103.0,105.0,46.0,60.0
Countryside RoW,,,,,,1.0,,,,
Dead Animals,76.0,159.0,251.0,212.0,190.0,157.0,249.0,270.0,179.0,96.0
Debris/Spillage,34.0,47.0,94.0,112.0,75.0,51.0,132.0,69.0,73.0,55.0
Demo,2.0,,13.0,1.0,2.0,1.0,,,,
Discarded Syringes,1.0,4.0,5.0,1.0,2.0,3.0,,,,
Dog Fouling,262.0,376.0,452.0,373.0,367.0,356.0,329.0,257.0,247.0,214.0
Dog Litter Bin,2.0,6.0,9.0,7.0,21.0,17.0,25.0,31.0,11.0,12.0
Environmental Health,3.0,13.0,11.0,9.0,8.0,10.0,7.0,3.0,,1.0
Fallen/Dangerous Trees,544.0,844.0,1092.0,1073.0,1286.0,1282.0,1363.0,1733.0,1619.0,1938.0
Fences,2.0,7.0,11.0,15.0,7.0,14.0,17.0,17.0,13.0,5.0
Flooding,253.0,226.0,237.0,323.0,327.0,343.0,420.0,590.0,647.0,868.0
