SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,843.0,1159.0,1237.0,1458.0,1615.0,1403.0,1597.0,1351.0,1467.0,1287.0
Accumulated Litter,111.0,52.0,83.0,98.0,260.0,82.0,191.0,207.0,276.0,281.0
Barriers/Bollards on RoW,7.0,10.0,12.0,23.0,34.0,18.0,42.0,49.0,80.0,31.0
Benches/Bicycle Racks,3.0,3.0,4.0,8.0,2.0,1.0,4.0,3.0,9.0,4.0
Bin Collection,,,2.0,2.0,1.0,,4.0,3.0,6.0,4.0
Bin Repair/Replacement,19.0,56.0,64.0,57.0,62.0,61.0,87.0,65.0,54.0,33.0
Blocked Drains,543.0,824.0,907.0,1030.0,1185.0,1277.0,1698.0,1608.0,1971.0,1764.0
Bridge/Culvert Defects,64.0,92.0,99.0,125.0,140.0,143.0,195.0,162.0,172.0,153.0
Broken Kerbs,49.0,87.0,59.0,87.0,76.0,55.0,76.0,133.0,166.0,208.0
Bus Stops Damage,94.0,97.0,110.0,91.0,101.0,87.0,117.0,78.0,121.0,114.0
Countryside RoW,,,,1.0,,,,,,
Dead Animals,45.0,116.0,125.0,211.0,209.0,232.0,256.0,232.0,256.0,157.0
Debris/Spillage,20.0,44.0,51.0,66.0,84.0,79.0,110.0,100.0,119.0,69.0
Demo,,,2.0,1.0,4.0,1.0,2.0,2.0,6.0,1.0
Discarded Syringes,,4.0,10.0,1.0,1.0,,,,,
Dog Fouling,188.0,377.0,342.0,358.0,419.0,287.0,372.0,294.0,360.0,236.0
Dog Litter Bin,11.0,23.0,37.0,12.0,19.0,16.0,6.0,2.0,6.0,9.0
Environmental Health,17.0,6.0,5.0,4.0,9.0,4.0,4.0,7.0,6.0,3.0
Fallen/Dangerous Trees,775.0,1040.0,1079.0,1220.0,1293.0,1271.0,1367.0,1314.0,1591.0,1824.0
Fences,7.0,10.0,14.0,13.0,19.0,22.0,13.0,4.0,2.0,4.0
Flooding,239.0,292.0,288.0,340.0,380.0,382.0,568.0,544.0,671.0,530.0
Fly-tipping,5186.0,6177.0,7178.0,8572.0,9997.0,9848.0,12760.0,11317.0,11422.0,7648.0
Flyposting,45.0,95.0,82.0,110.0,109.0,100.0,99.0,98.0,104.0,114.0
Garden Waste,,16.0,17.0,50.0,55.0,38.0,35.0,34.0,24.0,7.0
Gates/Stiles RoW,,7.0,25.0,3.0,23.0,19.0,43.0,48.0,62.0,20.0
General Highways Enquiries,98.0,120.0,88.0,141.0,124.0,117.0,174.0,163.0,220.0,219.0
Graffiti,203.0,297.0,440.0,770.0,956.0,1046.0,1957.0,1373.0,1504.0,1890.0
Grass/Weed Control,217.0,335.0,376.0,405.0,388.0,330.0,641.0,599.0,589.0,438.0
Grids and Drains,4.0,12.0,7.0,13.0,8.0,42.0,24.0,25.0,16.0,13.0
Grit Bins,13.0,12.0,13.0,23.0,12.0,37.0,34.0,24.0,9.0,16.0
Gritting,3.0,,1.0,2.0,,,1.0,2.0,1.0,
Grounds Maintenance,,,,,,1.0,1.0,1.0,1.0,1.0
Gullies,320.0,317.0,232.0,311.0,205.0,215.0,317.0,451.0,516.0,563.0
Gully/Manhole Defects,15.0,23.0,33.0,31.0,68.0,52.0,115.0,63.0,103.0,156.0
Highway Condition,837.0,1013.0,1245.0,1452.0,1708.0,1825.0,1751.0,1840.0,1681.0,1757.0
Highway Drainage,,3.0,3.0,6.0,5.0,9.0,7.0,6.0,,15.0
Ice & Snow,3.0,4.0,5.0,9.0,2.0,11.0,16.0,4.0,10.0,16.0
Leafing,,2.0,2.0,16.0,25.0,4.0,74.0,69.0,111.0,68.0
Lewisham Homes,,13.0,13.0,13.0,27.0,26.0,11.0,26.0,46.0,7.0
Litter/Litter Bin,241.0,287.0,241.0,407.0,481.0,662.0,1441.0,1143.0,845.0,645.0
Manhole Covers,168.0,293.0,259.0,346.0,282.0,268.0,415.0,301.0,317.0,227.0
Manhole Defects,,,,4.0,18.0,8.0,24.0,12.0,19.0,8.0
Missed Bin Collection,,7.0,41.0,67.0,78.0,90.0,71.0,68.0,58.0,41.0
Noise,2.0,1.0,1.0,2.0,,,,2.0,,
Obstruction,657.0,641.0,549.0,778.0,526.0,600.0,875.0,656.0,817.0,553.0
Open Spaces/Parks,401.0,530.0,517.0,679.0,768.0,695.0,829.0,647.0,977.0,1118.0
Other,1694.0,2070.0,2154.0,2399.0,2300.0,2202.0,2619.0,2372.0,2245.0,2031.0
Overgrown Vegetation,1004.0,1137.0,1221.0,1244.0,1291.0,1163.0,1826.0,1553.0,2151.0,2140.0
Parking,819.0,925.0,917.0,1019.0,979.0,1035.0,1007.0,822.0,1008.0,1080.0
Pavement /Footway Defects,1804.0,2525.0,2356.0,2807.0,2809.0,2677.0,3260.0,3039.0,3322.0,3427.0
Pest Control,,,,,1.0,,,,,
Phoenix HA,,4.0,8.0,1.0,6.0,4.0,4.0,4.0,,
Potholes,4165.0,5415.0,5997.0,6451.0,7486.0,7827.0,9731.0,10089.0,10406.0,8620.0
Property Damage,,,,,2.0,1.0,,,,
Protected Trees,,,,1.0,,,,1.0,,
Public Toilets,7.0,9.0,5.0,13.0,12.0,25.0,4.0,12.0,9.0,17.0
Recycling,25.0,10.0,23.0,5.0,12.0,21.0,4.0,18.0,4.0,1.0
Retaining Wall,16.0,9.0,6.0,14.0,2.0,8.0,6.0,6.0,4.0,6.0
Right of Way,272.0,198.0,203.0,187.0,286.0,175.0,281.0,257.0,413.0,219.0
Road Markings,335.0,493.0,460.0,520.0,438.0,493.0,549.0,608.0,733.0,585.0
Road Safety,16.0,10.0,20.0,22.0,20.0,18.0,18.0,21.0,14.0,8.0
Road Surface Defects,910.0,1275.0,1153.0,1444.0,1737.0,1333.0,2365.0,2297.0,3809.0,4639.0
Road Works,157.0,335.0,266.0,256.0,243.0,212.0,250.0,225.0,240.0,198.0
