SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,15.0,37.0,30.0,25.0,22.0,19.0,18.0,16.0,21.0,18.0
Bus Stops Damage,1.0,7.0,8.0,5.0,4.0,3.0,1.0,10.0,5.0,4.0
Dog Fouling,31.0,51.0,17.0,32.0,23.0,15.0,16.0,11.0,13.0,20.0
Fallen/Dangerous Trees,15.0,10.0,9.0,17.0,13.0,19.0,16.0,15.0,16.0,17.0
Fly-tipping,147.0,176.0,106.0,112.0,205.0,91.0,103.0,115.0,131.0,81.0
Flyposting,,2.0,,1.0,1.0,,,,,
Graffiti,10.0,8.0,9.0,12.0,12.0,15.0,21.0,29.0,23.0,28.0
Highway Condition,85.0,75.0,53.0,65.0,81.0,93.0,144.0,142.0,125.0,173.0
Open Spaces/Parks,25.0,18.0,18.0,27.0,24.0,18.0,8.0,22.0,14.0,23.0
Other,67.0,61.0,48.0,63.0,66.0,56.0,70.0,90.0,66.0,103.0
Parking,31.0,50.0,34.0,36.0,26.0,22.0,30.0,24.0,34.0,20.0
Pavement /Footway Defects,59.0,78.0,59.0,70.0,70.0,59.0,85.0,99.0,72.0,82.0
Potholes,355.0,284.0,204.0,257.0,310.0,415.0,495.0,622.0,532.0,579.0
Public Toilets,,,,2.0,,1.0,1.0,,,3.0
Rubbish,55.0,65.0,53.0,55.0,77.0,43.0,52.0,77.0,38.0,46.0
Street Cleaning,29.0,29.0,21.0,30.0,36.0,15.0,24.0,19.0,15.0,35.0
Street Lights,126.0,123.0,93.0,98.0,109.0,105.0,102.0,152.0,124.0,142.0
Street Name Plates,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0
Street Signs,11.0,12.0,9.0,8.0,8.0,15.0,20.0,24.0,20.0,29.0
Traffic Lights,23.0,11.0,13.0,30.0,16.0,18.0,26.0,40.0,18.0,29.0
