SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,818.0,1155.0,1357.0,1582.0,1453.0,1426.0,1343.0,1436.0,1587.0,1260.0
Accumulated Litter,93.0,42.0,48.0,88.0,159.0,112.0,175.0,220.0,279.0,425.0
Barriers/Bollards on RoW,5.0,7.0,15.0,18.0,23.0,26.0,41.0,35.0,58.0,78.0
Benches/Bicycle Racks,1.0,4.0,,8.0,2.0,4.0,5.0,3.0,4.0,10.0
Bin Collection,,,,1.0,2.0,2.0,1.0,4.0,10.0,2.0
Bin Repair/Replacement,14.0,18.0,54.0,75.0,58.0,74.0,53.0,47.0,97.0,68.0
Blocked Drains,517.0,526.0,717.0,1040.0,966.0,1255.0,1629.0,1702.0,2215.0,2240.0
Bridge/Culvert Defects,55.0,63.0,92.0,123.0,119.0,170.0,181.0,173.0,217.0,152.0
Broken Kerbs,36.0,63.0,61.0,82.0,60.0,71.0,98.0,118.0,184.0,223.0
Bus Stops Damage,92.0,102.0,88.0,100.0,83.0,112.0,90.0,92.0,124.0,127.0
Countryside RoW,,,,,1.0,,,,,
Dead Animals,27.0,77.0,147.0,222.0,299.0,284.0,315.0,167.0,154.0,147.0
Debris/Spillage,12.0,31.0,61.0,62.0,69.0,79.0,104.0,135.0,106.0,83.0
Demo,,,2.0,,,6.0,2.0,1.0,7.0,1.0
Discarded Syringes,,1.0,11.0,3.0,,1.0,,,,
Dog Fouling,190.0,248.0,389.0,335.0,410.0,280.0,332.0,332.0,443.0,274.0
Dog Litter Bin,7.0,12.0,24.0,27.0,20.0,14.0,16.0,8.0,5.0,8.0
Environmental Health,15.0,4.0,7.0,1.0,4.0,6.0,10.0,1.0,11.0,6.0
Fallen/Dangerous Trees,609.0,798.0,987.0,1174.0,1267.0,1228.0,1496.0,1505.0,1638.0,2072.0
Fences,4.0,7.0,22.0,11.0,31.0,13.0,14.0,4.0,2.0,
Flooding,203.0,230.0,279.0,365.0,366.0,339.0,513.0,554.0,859.0,526.0
Fly-tipping,6467.0,5872.0,8112.0,7591.0,6938.0,9393.0,13531.0,11881.0,12034.0,8286.0
Flyposting,73.0,68.0,95.0,81.0,81.0,102.0,108.0,111.0,124.0,113.0
Garden Waste,,11.0,33.0,50.0,37.0,55.0,49.0,17.0,18.0,6.0
Gates/Stiles RoW,,6.0,4.0,18.0,10.0,11.0,51.0,43.0,89.0,18.0
General Highways Enquiries,79.0,52.0,124.0,189.0,158.0,87.0,191.0,166.0,184.0,234.0
Graffiti,185.0,271.0,386.0,570.0,725.0,912.0,1034.0,1370.0,2748.0,2235.0
Grass/Weed Control,133.0,236.0,331.0,362.0,399.0,415.0,594.0,664.0,578.0,606.0
Grids and Drains,13.0,5.0,4.0,9.0,9.0,36.0,25.0,10.0,29.0,24.0
Grit Bins,11.0,9.0,14.0,21.0,27.0,29.0,29.0,16.0,21.0,16.0
Gritting,3.0,,,2.0,1.0,,2.0,1.0,1.0,
Grounds Maintenance,,,,,,,1.0,2.0,,2.0
