SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,13.0,17.0,29.0,16.0,12.0,12.0,9.0,6.0,9.0,5.0
Bus Stops Damage,5.0,5.0,4.0,2.0,2.0,3.0,1.0,2.0,,3.0
Dog Fouling,17.0,22.0,27.0,20.0,12.0,15.0,29.0,8.0,13.0,18.0
Fallen/Dangerous Trees,6.0,23.0,30.0,28.0,30.0,40.0,33.0,42.0,41.0,42.0
Fly-tipping,317.0,250.0,148.0,148.0,95.0,67.0,150.0,104.0,100.0,84.0
Flyposting,3.0,1.0,14.0,2.0,3.0,12.0,,4.0,2.0,4.0
Graffiti,6.0,14.0,2.0,5.0,1.0,6.0,5.0,4.0,2.0,11.0
Highway Condition,32.0,82.0,111.0,64.0,96.0,84.0,119.0,156.0,147.0,92.0
Open Spaces/Parks,5.0,21.0,19.0,20.0,14.0,25.0,15.0,19.0,20.0,24.0
Other,57.0,80.0,96.0,58.0,53.0,72.0,69.0,75.0,57.0,67.0
Parking,26.0,50.0,37.0,49.0,42.0,38.0,48.0,33.0,31.0,32.0
Pavement /Footway Defects,38.0,84.0,107.0,66.0,87.0,88.0,67.0,89.0,82.0,87.0
Potholes,98.0,189.0,162.0,176.0,167.0,191.0,191.0,271.0,357.0,324.0
Public Toilets,,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,
Rubbish,63.0,49.0,70.0,34.0,45.0,17.0,33.0,20.0,40.0,33.0
Street Cleaning,31.0,49.0,47.0,22.0,22.0,25.0,16.0,25.0,26.0,31.0
Street Lights,64.0,83.0,169.0,108.0,84.0,128.0,72.0,110.0,86.0,113.0
Street Name Plates,1.0,9.0,4.0,,1.0,2.0,6.0,5.0,2.0,2.0
Street Signs,5.0,10.0,15.0,11.0,9.0,18.0,12.0,25.0,16.0,22.0
Traffic Lights,2.0,11.0,10.0,2.0,8.0,8.0,9.0,4.0,1.0,6.0
