SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,14.0,31.0,48.0,18.0,23.0,22.0,17.0,15.0,13.0,20.0
Bus Stops Damage,1.0,8.0,7.0,4.0,5.0,1.0,4.0,7.0,8.0,3.0
Dog Fouling,29.0,54.0,31.0,25.0,15.0,16.0,16.0,14.0,14.0,15.0
Open Spaces/Parks,24.0,13.0,24.0,29.0,18.0,10.0,23.0,16.0,26.0,14.0
Other,62.0,71.0,51.0,57.0,56.0,75.0,79.0,85.0,71.0,83.0
Parking,34.0,45.0,39.0,33.0,23.0,31.0,33.0,22.0,17.0,30.0
Pavement /Footway Defects,61.0,81.0,73.0,66.0,50.0,69.0,102.0,73.0,68.0,89.0
Public Toilets,,,,2.0,,1.0,,,3.0,1.0
Road Safety,32.0,27.0,37.0,22.0,27.0,39.0,51.0,66.0,34.0,45.0
Road Surface Defects,339.0,276.0,236.0,288.0,362.0,541.0,584.0,568.0,419.0,440.0
Rubbish,217.0,303.0,232.0,319.0,133.0,173.0,231.0,149.0,208.0,116.0
Street Furniture,2.0,2.0,,4.0,2.0,3.0,4.0,3.0,2.0,5.0
Street Lights,139.0,113.0,102.0,110.0,87.0,110.0,116.0,120.0,138.0,138.0
