SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,708.0,1529.0,1621.0,1771.0,1519.0,1423.0,1263.0,1425.0,1378.0,1138.0
Accumulated Litter,17.0,71.0,37.0,179.0,51.0,344.0,86.0,232.0,260.0,364.0
Barriers/Bollards on RoW,2.0,13.0,10.0,44.0,18.0,70.0,6.0,37.0,45.0,61.0
Benches/Bicycle Racks,1.0,2.0,3.0,4.0,5.0,8.0,12.0,1.0,3.0,2.0
Bin Collection,,,,,,3.0,7.0,4.0,,8.0
Bin Repair/Replacement,21.0,48.0,93.0,108.0,65.0,49.0,59.0,65.0,27.0,23.0
Blocked Drains,282.0,441.0,669.0,871.0,789.0,1428.0,1677.0,2103.0,1969.0,2582.0
Bridge/Culvert Defects,28.0,53.0,71.0,140.0,118.0,170.0,203.0,216.0,186.0,160.0
Broken Kerbs,13.0,39.0,46.0,68.0,63.0,96.0,111.0,153.0,127.0,280.0
Bus Stops Damage,103.0,117.0,131.0,116.0,100.0,109.0,101.0,97.0,114.0,97.0
Countryside RoW,,,,,,,,,1.0,
Dead Animals,19.0,116.0,177.0,282.0,299.0,212.0,232.0,181.0,208.0,113.0
Debris/Spillage,15.0,31.0,54.0,99.0,96.0,123.0,100.0,112.0,57.0,55.0
Demo,,4.0,5.0,,1.0,8.0,1.0,,,
Discarded Syringes,,1.0,1.0,10.0,,3.0,1.0,,,
Dog Fouling,233.0,417.0,443.0,521.0,399.0,435.0,301.0,414.0,233.0,256.0
Dog Litter Bin,7.0,7.0,7.0,34.0,20.0,9.0,25.0,12.0,10.0,10.0
Environmental Health,4.0,12.0,3.0,5.0,5.0,13.0,,11.0,7.0,5.0
Fallen/Dangerous Trees,422.0,723.0,873.0,1250.0,1289.0,1504.0,1672.0,1803.0,1597.0,2109.0
Fences,1.0,9.0,16.0,19.0,23.0,10.0,12.0,6.0,10.0,2.0
Flooding,130.0,206.0,271.0,454.0,339.0,525.0,666.0,707.0,514.0,422.0
Fly-tipping,8462.0,10442.0,12564.0,14893.0,12486.0,11544.0,7038.0,6844.0,4854.0,3767.0
Flyposting,89.0,103.0,94.0,93.0,104.0,107.0,103.0,91.0,111.0,110.0
Garden Waste,5.0,26.0,59.0,49.0,61.0,18.0,25.0,25.0,6.0,2.0
Gates/Stiles RoW,,1.0,5.0,2.0,1.0,22.0,79.0,67.0,54.0,19.0
General Highways Enquiries,51.0,119.0,164.0,218.0,173.0,162.0,185.0,156.0,148.0,88.0
Graffiti,309.0,772.0,1018.0,1330.0,1267.0,1311.0,1085.0,1577.0,1309.0,686.0
Grass/Weed Control,18.0,149.0,201.0,345.0,364.0,485.0,569.0,575.0,750.0,862.0
Grids and Drains,11.0,23.0,13.0,7.0,24.0,14.0,5.0,30.0,31.0,6.0
Grit Bins,7.0,8.0,19.0,39.0,10.0,20.0,24.0,23.0,17.0,26.0
Gritting,3.0,2.0,,,2.0,1.0,2.0,,,
Grounds Maintenance,,,,,,1.0,,,2.0,2.0
Gullies,147.0,260.0,221.0,300.0,275.0,306.0,523.0,405.0,435.0,575.0
Gully/Manhole Defects,9.0,18.0,29.0,67.0,45.0,104.0,116.0,118.0,95.0,58.0
Highway Condition,929.0,1240.0,1298.0,1589.0,1859.0,2073.0,2032.0,1993.0,2079.0,2085.0
Highway Drainage,,,,,8.0,4.0,13.0,2.0,14.0,13.0
Ice & Snow,,4.0,1.0,5.0,7.0,6.0,12.0,16.0,18.0,11.0
Leafing,2.0,11.0,20.0,51.0,68.0,83.0,64.0,60.0,6.0,6.0
Lewisham Homes,2.0,38.0,84.0,34.0,8.0,4.0,11.0,1.0,,
Litter/Litter Bin,70.0,368.0,497.0,724.0,751.0,1184.0,488.0,1023.0,616.0,672.0
Manhole Covers,72.0,149.0,281.0,329.0,271.0,315.0,434.0,377.0,335.0,313.0
Manhole Defects,,8.0,8.0,21.0,17.0,16.0,13.0,8.0,1.0,1.0
Missed Bin Collection,8.0,77.0,131.0,122.0,52.0,81.0,28.0,21.0,1.0,
Noise,2.0,2.0,1.0,1.0,,,,,2.0,
Obstruction,375.0,534.0,741.0,807.0,729.0,780.0,767.0,786.0,678.0,455.0
Open Spaces/Parks,439.0,871.0,711.0,846.0,680.0,537.0,883.0,771.0,1041.0,763.0
Other,1823.0,2060.0,2146.0,2589.0,2546.0,2651.0,2672.0,2524.0,2437.0,2030.0
Overgrown Vegetation,421.0,808.0,1032.0,1346.0,1099.0,1538.0,1896.0,2107.0,2208.0,2275.0
Parking,901.0,1131.0,1185.0,1077.0,1050.0,958.0,945.0,1211.0,970.0,884.0
Pavement /Footway Defects,1458.0,2093.0,2747.0,3070.0,2876.0,2888.0,3097.0,3662.0,3453.0,4227.0
Pest Control,,,,,,,,1.0,,
Phoenix HA,2.0,18.0,10.0,1.0,,,,,,
Potholes,2900.0,4046.0,5590.0,6543.0,7247.0,9923.0,11760.0,12097.0,11578.0,10750.0
Property Damage,,,,,1.0,,1.0,,1.0,
Protected Trees,,,,,1.0,,,,1.0,
Public Toilets,5.0,9.0,11.0,11.0,22.0,7.0,27.0,17.0,9.0,11.0
Recycling,5.0,12.0,16.0,17.0,10.0,20.0,25.0,15.0,3.0,
Retaining Wall,10.0,10.0,7.0,8.0,3.0,7.0,13.0,5.0,12.0,2.0
Right of Way,122.0,221.0,203.0,224.0,319.0,308.0,370.0,343.0,212.0,169.0
Road Markings,129.0,197.0,376.0,576.0,398.0,658.0,580.0,770.0,697.0,833.0
Road Safety,2.0,10.0,18.0,24.0,13.0,21.0,23.0,20.0,29.0,7.0
Road Surface Defects,417.0,835.0,1252.0,1720.0,1522.0,2011.0,2561.0,3191.0,3634.0,3819.0
Road Works,45.0,192.0,214.0,404.0,252.0,284.0,332.0,259.0,227.0,173.0
Road/Pavement Defects,9.0,40.0,80.0,80.0,79.0,67.0,101.0,108.0,83.0,107.0
Rubbish,1353.0,1379.0,1271.0,1130.0,884.0,875.0,784.0,940.0,723.0,724.0
Salt Bins,,,,2.0,,2.0,5.0,3.0,4.0,4.0
Shopping Trolley,20.0,33.0,58.0,75.0,20.0,10.0,2.0,3.0,,
Skips,,,,,2.0,,1.0,3.0,1.0,1.0
Spillage on Road,11.0,25.0,31.0,67.0,59.0,56.0,42.0,47.0,27.0,22.0
Street Cleaning,981.0,1969.0,2100.0,2344.0,2423.0,1830.0,2294.0,2884.0,2698.0,1770.0
Street Furniture,83.0,128.0,195.0,262.0,208.0,169.0,196.0,178.0,129.0,138.0
Street Lights,2035.0,2818.0,3124.0,3510.0,3728.0,3892.0,4770.0,5169.0,5577.0,6775.0
Street Name Plates,89.0,146.0,143.0,169.0,152.0,185.0,216.0,229.0,206.0,260.0
Street Signs,401.0,762.0,968.0,1154.0,1159.0,1484.0,1736.0,1887.0,1586.0,1553.0
Trade Waste,1.0,12.0,17.0,18.0,6.0,15.0,6.0,,,2.0
Traffic Lights,226.0,275.0,251.0,359.0,337.0,328.0,390.0,462.0,520.0,463.0
Trees and Hedges RoW,7.0,30.0,49.0,54.0,102.0,110.0,192.0,229.0,184.0,146.0
Trees on RoW,,6.0,16.0,30.0,27.0,45.0,24.0,21.0,32.0,37.0
Trip Hazard,97.0,79.0,79.0,141.0,93.0,128.0,163.0,134.0,158.0,85.0
Utility Works,42.0,100.0,163.0,164.0,154.0,117.0,118.0,51.0,43.0,31.0
Vehicle Access,1.0,1.0,3.0,1.0,2.0,8.0,1.0,,1.0,1.0
Zebra Crossing,,7.0,6.0,2.0,,,12.0,,7.0,7.0
