SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,12.0,12.0,15.0,12.0,11.0,15.0,13.0,12.0,16.0,10.0
Bus Stops Damage,2.0,5.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0
Dog Fouling,22.0,11.0,20.0,15.0,24.0,39.0,14.0,17.0,11.0,8.0
Highways Enquiries,99.0,74.0,104.0,89.0,88.0,157.0,136.0,89.0,77.0,70.0
Incivilities,15.0,21.0,19.0,8.0,10.0,9.0,10.0,3.0,5.0,2.0
Open Spaces/Parks,37.0,22.0,28.0,11.0,20.0,15.0,19.0,13.0,5.0,12.0
Other,93.0,77.0,82.0,66.0,76.0,61.0,98.0,62.0,40.0,30.0
Overgrown/Fallen Veg/Trees,30.0,30.0,49.0,17.0,30.0,39.0,39.0,27.0,17.0,37.0
Parking,50.0,42.0,46.0,28.0,45.0,36.0,39.0,27.0,31.0,42.0
Pavement /Footway Defects,88.0,78.0,95.0,69.0,80.0,98.0,94.0,81.0,61.0,51.0
Public Toilets,1.0,,2.0,,1.0,,,2.0,1.0,2.0
Road Safety,26.0,21.0,30.0,16.0,16.0,23.0,21.0,13.0,21.0,17.0
Road Surface Defects,192.0,173.0,196.0,167.0,216.0,281.0,356.0,203.0,171.0,171.0
Rubbish,380.0,272.0,282.0,154.0,267.0,190.0,313.0,107.0,128.0,68.0
Street Furniture,4.0,,6.0,5.0,1.0,1.0,6.0,3.0,1.0,5.0
Street Lights,72.0,72.0,135.0,109.0,76.0,156.0,157.0,95.0,102.0,43.0
