SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,699.0,1459.0,1607.0,1719.0,1562.0,1404.0,1240.0,1297.0,1326.0,1104.0
Accumulated Litter,26.0,62.0,60.0,159.0,86.0,322.0,107.0,200.0,255.0,364.0
Barriers/Bollards on RoW,2.0,13.0,16.0,38.0,31.0,57.0,17.0,27.0,45.0,60.0
Benches/Bicycle Racks,1.0,2.0,3.0,4.0,5.0,9.0,11.0,1.0,3.0,2.0
Bin Collection,,,,,,3.0,7.0,4.0,,8.0
Bin Repair/Replacement,21.0,49.0,93.0,109.0,68.0,51.0,59.0,58.0,31.0,19.0
Blocked Drains,294.0,453.0,672.0,865.0,850.0,1541.0,1654.0,2015.0,1941.0,2522.0
Bridge/Culvert Defects,28.0,55.0,73.0,139.0,118.0,184.0,199.0,207.0,190.0,152.0
Broken Kerbs,13.0,39.0,48.0,66.0,66.0,102.0,107.0,155.0,125.0,275.0
Bus Stops Damage,98.0,105.0,121.0,108.0,104.0,102.0,94.0,88.0,96.0,94.0
Countryside RoW,,,,,,,,,1.0,
Dead Animals,21.0,114.0,191.0,295.0,304.0,204.0,234.0,160.0,205.0,111.0
Debris/Spillage,15.0,31.0,59.0,101.0,104.0,113.0,122.0,89.0,55.0,53.0
Demo,,4.0,5.0,,1.0,8.0,1.0,,,
Discarded Syringes,,1.0,1.0,10.0,,3.0,1.0,,,
Dog Fouling,182.0,339.0,403.0,468.0,394.0,372.0,265.0,360.0,216.0,234.0
Dog Litter Bin,7.0,7.0,7.0,34.0,23.0,6.0,25.0,14.0,8.0,10.0
Environmental Health,4.0,12.0,5.0,4.0,11.0,6.0,,11.0,7.0,5.0
Fallen/Dangerous Trees,406.0,687.0,872.0,1201.0,1281.0,1437.0,1666.0,1684.0,1498.0,2042.0
Fences,1.0,9.0,16.0,22.0,23.0,8.0,11.0,6.0,10.0,2.0
Flooding,131.0,206.0,284.0,451.0,355.0,548.0,652.0,706.0,481.0,420.0
Fly-tipping,8147.0,9882.0,12950.0,14133.0,12482.0,11214.0,7267.0,6084.0,4374.0,3572.0
Flyposting,89.0,86.0,89.0,91.0,103.0,98.0,101.0,86.0,104.0,109.0
Garden Waste,5.0,26.0,59.0,49.0,63.0,27.0,19.0,20.0,6.0,2.0
