SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,14.0,26.0,14.0,17.0,14.0,11.0,8.0,7.0,13.0,4.0
Bus Stops Damage,4.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0
Dog Fouling,13.0,20.0,22.0,14.0,22.0,21.0,19.0,13.0,21.0,16.0
Fallen/Dangerous Trees,6.0,19.0,23.0,31.0,29.0,33.0,33.0,31.0,62.0,48.0
Fly-tipping,285.0,250.0,143.0,152.0,117.0,97.0,99.0,107.0,95.0,118.0
Flyposting,3.0,9.0,1.0,5.0,8.0,3.0,3.0,3.0,7.0,3.0
Graffiti,4.0,9.0,7.0,6.0,3.0,5.0,9.0,3.0,7.0,4.0
Highway Condition,38.0,65.0,65.0,104.0,82.0,94.0,137.0,122.0,145.0,130.0
Open Spaces/Parks,4.0,16.0,26.0,11.0,15.0,13.0,28.0,17.0,21.0,29.0
Other,53.0,68.0,69.0,74.0,66.0,71.0,88.0,54.0,73.0,67.0
Parking,25.0,39.0,48.0,37.0,36.0,41.0,46.0,36.0,40.0,38.0
Pavement /Footway Defects,37.0,64.0,83.0,83.0,91.0,71.0,121.0,63.0,83.0,99.0
Potholes,84.0,160.0,172.0,198.0,217.0,177.0,236.0,228.0,295.0,354.0
Public Toilets,,1.0,,1.0,1.0,2.0,2.0,,,2.0
Rubbish,60.0,66.0,45.0,37.0,45.0,24.0,31.0,21.0,34.0,41.0
Street Cleaning,33.0,33.0,35.0,35.0,31.0,17.0,26.0,15.0,34.0,35.0
Street Lights,71.0,73.0,88.0,110.0,93.0,107.0,158.0,74.0,131.0,111.0
Street Name Plates,2.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0,2.0,2.0
Street Signs,3.0,13.0,9.0,15.0,9.0,7.0,20.0,20.0,24.0,23.0
Traffic Lights,7.0,9.0,3.0,4.0,11.0,7.0,8.0,1.0,6.0,5.0
