SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,37.0,37.0,25.0,18.0,31.0,15.0,18.0,14.0,12.0,14.0
Bus Stops Damage,7.0,5.0,7.0,7.0,2.0,6.0,5.0,4.0,1.0,4.0
Dog Fouling,76.0,26.0,24.0,22.0,23.0,6.0,6.0,11.0,22.0,13.0
Open Spaces/Parks,36.0,28.0,15.0,22.0,9.0,21.0,11.0,18.0,20.0,17.0
Other,117.0,74.0,54.0,63.0,36.0,62.0,85.0,78.0,71.0,50.0
Parking,73.0,39.0,31.0,44.0,17.0,31.0,22.0,15.0,15.0,20.0
Pavement /Footway Defects,145.0,81.0,52.0,70.0,49.0,47.0,74.0,73.0,67.0,75.0
Public Toilets,,2.0,1.0,,,1.0,2.0,,1.0,
Road Safety,89.0,32.0,35.0,24.0,26.0,23.0,54.0,38.0,34.0,25.0
Road Surface Defects,470.0,351.0,334.0,265.0,245.0,370.0,620.0,563.0,433.0,402.0
Rubbish,641.0,252.0,152.0,243.0,157.0,74.0,107.0,293.0,99.0,63.0
Street Furniture,1.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0
Street Lights,235.0,135.0,120.0,110.0,80.0,93.0,98.0,118.0,94.0,91.0
