SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,14.0,31.0,48.0,18.0,23.0,22.0,17.0,15.0,13.0,20.0
Bus Stops Damage,1.0,8.0,7.0,4.0,5.0,1.0,4.0,7.0,8.0,3.0
Dog Fouling,29.0,54.0,31.0,25.0,15.0,16.0,16.0,14.0,14.0,15.0
Fallen/Dangerous Trees,12.0,16.0,8.0,14.0,16.0,11.0,24.0,18.0,9.0,19.0
Fly-tipping,141.0,193.0,119.0,233.0,86.0,126.0,129.0,81.0,116.0,43.0
Flyposting,,2.0,1.0,1.0,,,,,,
Graffiti,8.0,10.0,11.0,17.0,10.0,10.0,27.0,8.0,40.0,26.0
Highway Condition,94.0,65.0,67.0,77.0,83.0,106.0,139.0,151.0,112.0,142.0
Open Spaces/Parks,24.0,13.0,24.0,29.0,18.0,10.0,23.0,16.0,26.0,14.0
Other,62.0,71.0,51.0,57.0,56.0,75.0,79.0,85.0,71.0,83.0
Parking,34.0,45.0,39.0,33.0,23.0,31.0,33.0,22.0,17.0,30.0
Pavement /Footway Defects,61.0,81.0,73.0,66.0,50.0,69.0,102.0,73.0,68.0,89.0
Potholes,339.0,276.0,236.0,288.0,362.0,541.0,584.0,568.0,419.0,440.0
Public Toilets,,,,2.0,,1.0,,,3.0,1.0
Rubbish,52.0,73.0,72.0,54.0,36.0,28.0,84.0,48.0,72.0,42.0
Street Cleaning,24.0,37.0,41.0,32.0,11.0,19.0,18.0,20.0,20.0,31.0
Street Lights,139.0,113.0,102.0,110.0,87.0,110.0,116.0,120.0,138.0,138.0
Street Name Plates,2.0,2.0,,4.0,2.0,3.0,4.0,3.0,2.0,5.0
Street Signs,9.0,13.0,9.0,12.0,11.0,12.0,20.0,27.0,24.0,19.0
Traffic Lights,23.0,14.0,28.0,10.0,16.0,27.0,31.0,39.0,10.0,26.0
