SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,20.0,22.0,41.0,30.0,19.0,22.0,13.0,17.0,24.0,13.0
Bus Stops Damage,1.0,12.0,3.0,4.0,5.0,3.0,8.0,5.0,1.0,6.0
Dog Fouling,32.0,66.0,16.0,19.0,19.0,15.0,7.0,21.0,13.0,21.0
Highways Enquiries,111.0,62.0,44.0,72.0,77.0,98.0,120.0,135.0,148.0,169.0
Incivilities,9.0,13.0,16.0,10.0,12.0,10.0,18.0,21.0,33.0,29.0
Open Spaces/Parks,31.0,12.0,29.0,25.0,15.0,20.0,11.0,19.0,15.0,20.0
Other,69.0,63.0,64.0,54.0,60.0,67.0,73.0,72.0,79.0,89.0
Overgrown/Fallen Veg/Trees,15.0,9.0,11.0,16.0,16.0,12.0,13.0,15.0,23.0,17.0
Parking,34.0,49.0,32.0,37.0,22.0,31.0,23.0,26.0,37.0,16.0
Pavement /Footway Defects,71.0,76.0,56.0,73.0,66.0,76.0,71.0,66.0,106.0,72.0
Public Toilets,,,,2.0,,1.0,,3.0,1.0,
Road Safety,32.0,32.0,35.0,23.0,21.0,27.0,74.0,35.0,42.0,59.0
Road Surface Defects,389.0,309.0,213.0,285.0,250.0,357.0,508.0,500.0,552.0,689.0
Rubbish,302.0,238.0,174.0,317.0,183.0,160.0,137.0,258.0,145.0,167.0
Street Furniture,1.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,4.0,3.0
Street Lights,151.0,106.0,90.0,114.0,103.0,104.0,104.0,141.0,109.0,152.0
