SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,714.0,1515.0,1535.0,1667.0,1529.0,1430.0,1297.0,1422.0,1452.0,1214.0
Accumulated Litter,17.0,71.0,26.0,190.0,47.0,256.0,152.0,221.0,271.0,390.0
Barriers/Bollards on RoW,2.0,13.0,9.0,44.0,16.0,59.0,19.0,35.0,44.0,65.0
Benches/Bicycle Racks,1.0,2.0,3.0,4.0,5.0,8.0,11.0,2.0,3.0,2.0
Bin Collection,,,,,,3.0,7.0,4.0,,8.0
Bin Repair/Replacement,21.0,48.0,87.0,99.0,76.0,49.0,58.0,65.0,32.0,23.0
Blocked Drains,289.0,429.0,587.0,898.0,753.0,1312.0,1672.0,2129.0,2090.0,2652.0
Bridge/Culvert Defects,28.0,52.0,68.0,113.0,131.0,178.0,180.0,236.0,196.0,163.0
Broken Kerbs,13.0,39.0,40.0,70.0,65.0,96.0,94.0,156.0,143.0,280.0
Bus Stops Damage,105.0,115.0,126.0,113.0,92.0,108.0,110.0,100.0,112.0,104.0
Countryside RoW,,,,,,,,,1.0,
Dead Animals,19.0,116.0,167.0,275.0,284.0,201.0,264.0,178.0,216.0,119.0
Debris/Spillage,15.0,31.0,51.0,93.0,94.0,111.0,119.0,111.0,59.0,58.0
Demo,,4.0,5.0,,1.0,8.0,,1.0,,
Discarded Syringes,,1.0,1.0,10.0,,3.0,,1.0,,
Dog Fouling,233.0,408.0,420.0,494.0,427.0,406.0,304.0,442.0,241.0,277.0
Dog Litter Bin,7.0,7.0,7.0,32.0,22.0,9.0,21.0,16.0,9.0,11.0
Environmental Health,4.0,12.0,3.0,5.0,5.0,13.0,,9.0,9.0,5.0
Fallen/Dangerous Trees,426.0,711.0,822.0,1165.0,1305.0,1447.0,1658.0,1842.0,1686.0,2180.0
Fences,1.0,9.0,16.0,16.0,25.0,11.0,12.0,5.0,11.0,2.0
Flooding,131.0,199.0,255.0,436.0,335.0,525.0,594.0,778.0,534.0,447.0
Fly-tipping,8591.0,10283.0,12126.0,13161.0,13506.0,10813.0,8297.0,7047.0,5142.0,3928.0
Flyposting,90.0,101.0,91.0,82.0,104.0,110.0,96.0,107.0,109.0,115.0
Garden Waste,5.0,26.0,58.0,45.0,59.0,23.0,27.0,25.0,6.0,2.0
