SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,997.0,1115.0,1204.0,1185.0,1385.0,1558.0,1199.0,1647.0,1393.0,1734.0
Bridge/Culvert Defects,605.0,190.0,94.0,111.0,88.0,79.0,50.0,69.0,41.0,18.0
Bus Stops Damage,56.0,71.0,105.0,99.0,110.0,116.0,138.0,126.0,96.0,93.0
Dangerous Building/Structure,36.0,11.0,17.0,16.0,11.0,8.0,4.0,2.0,8.0,3.0
Dog Fouling,194.0,294.0,260.0,223.0,276.0,296.0,369.0,378.0,390.0,553.0
Environmental Health,212.0,157.0,168.0,122.0,189.0,259.0,205.0,215.0,161.0,217.0
Fences,9.0,16.0,15.0,6.0,11.0,22.0,11.0,11.0,5.0,2.0
Gritting,110.0,40.0,29.0,19.0,22.0,21.0,14.0,19.0,20.0,9.0
Grounds Maintenance,550.0,356.0,181.0,178.0,206.0,244.0,175.0,192.0,195.0,187.0
Open Spaces/Parks,472.0,649.0,786.0,910.0,820.0,770.0,767.0,832.0,598.0,557.0
Other,3431.0,2566.0,2285.0,1922.0,2196.0,2354.0,2036.0,2134.0,2038.0,2354.0
Parking,645.0,856.0,839.0,909.0,976.0,1095.0,987.0,1059.0,1082.0,1163.0
Pavement /Footway Defects,1841.0,1787.0,1626.0,1502.0,1835.0,1571.0,1493.0,1663.0,1756.0,1850.0
Property Damage,,2.0,,,1.0,,,,,
Public Toilets,10.0,4.0,7.0,6.0,15.0,9.0,21.0,11.0,17.0,13.0
Retaining Wall,2.0,1.0,10.0,8.0,12.0,6.0,7.0,6.0,14.0,11.0
Right of Way,2754.0,1529.0,1368.0,1246.0,1728.0,1992.0,1592.0,1514.0,1312.0,1178.0
Road Safety,4575.0,2408.0,1875.0,1860.0,1717.0,1860.0,1605.0,1773.0,1694.0,1772.0
Road Surface Defects,30540.0,13418.0,9844.0,9358.0,8351.0,8731.0,7317.0,6966.0,5043.0,4003.0
Rubbish,12051.0,7262.0,7339.0,7759.0,9371.0,9992.0,11160.0,14705.0,19176.0,19812.0
Street Furniture,1474.0,1486.0,1681.0,1803.0,1784.0,1979.0,2296.0,2173.0,1193.0,1715.0
Street Lights,4428.0,4579.0,4352.0,4190.0,4254.0,4502.0,3684.0,3715.0,2603.0,2804.0
Utility Works,113.0,93.0,78.0,42.0,110.0,109.0,125.0,133.0,96.0,84.0
