SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2029.0,2258.0,1971.0,1760.0,1516.0,1074.0,991.0,709.0,659.0,450.0
Accumulated Litter,115.0,123.0,105.0,81.0,140.0,91.0,394.0,242.0,262.0,88.0
Barriers/Bollards on RoW,47.0,29.0,27.0,34.0,12.0,16.0,53.0,35.0,40.0,13.0
Benches/Bicycle Racks,5.0,1.0,13.0,8.0,4.0,4.0,,1.0,2.0,3.0
Bin Collection,7.0,2.0,6.0,4.0,2.0,,1.0,,,
Bin Repair/Replacement,54.0,58.0,82.0,90.0,69.0,58.0,57.0,43.0,38.0,9.0
Blocked Drains,2314.0,1466.0,1555.0,1319.0,1228.0,1085.0,1126.0,970.0,1127.0,617.0
Bridge/Culvert Defects,406.0,175.0,163.0,123.0,97.0,79.0,68.0,97.0,94.0,43.0
Broken Kerbs,141.0,107.0,92.0,95.0,90.0,94.0,92.0,87.0,109.0,89.0
Bus Stops Damage,109.0,137.0,148.0,118.0,92.0,90.0,89.0,70.0,91.0,66.0
Countryside RoW,,,1.0,,,,,,,
Dead Animals,287.0,247.0,236.0,297.0,223.0,151.0,163.0,98.0,102.0,35.0
Debris/Spillage,197.0,131.0,117.0,70.0,38.0,37.0,42.0,45.0,45.0,20.0
Demo,2.0,8.0,7.0,2.0,,,,,,
Discarded Syringes,,1.0,7.0,2.0,1.0,3.0,2.0,,,
Dog Fouling,246.0,354.0,395.0,399.0,254.0,346.0,328.0,353.0,271.0,287.0
Dog Litter Bin,3.0,24.0,14.0,11.0,6.0,16.0,22.0,25.0,10.0,10.0
Environmental Health,1.0,2.0,4.0,6.0,2.0,2.0,21.0,17.0,3.0,7.0
Fallen/Dangerous Trees,1981.0,1685.0,1657.0,1601.0,1178.0,1101.0,1085.0,978.0,888.0,620.0
Fences,11.0,24.0,8.0,11.0,14.0,10.0,15.0,12.0,2.0,1.0
Flooding,945.0,573.0,429.0,403.0,360.0,340.0,290.0,373.0,293.0,228.0
Fly-tipping,25555.0,19299.0,14384.0,10237.0,6109.0,4108.0,3907.0,2517.0,2232.0,1757.0
Flyposting,197.0,152.0,146.0,108.0,67.0,72.0,60.0,76.0,49.0,29.0
Garden Waste,70.0,78.0,40.0,35.0,35.0,8.0,10.0,,,
Gates/Stiles RoW,102.0,38.0,23.0,7.0,10.0,20.0,17.0,2.0,10.0,21.0
General Highways Enquiries,281.0,331.0,217.0,219.0,137.0,102.0,66.0,67.0,28.0,16.0
Graffiti,1169.0,1546.0,1865.0,1694.0,1397.0,1164.0,857.0,275.0,303.0,166.0
Grass/Weed Control,770.0,546.0,453.0,461.0,445.0,394.0,342.0,413.0,315.0,179.0
Grids and Drains,,2.0,18.0,31.0,24.0,24.0,13.0,13.0,7.0,32.0
Grit Bins,31.0,33.0,22.0,21.0,16.0,15.0,18.0,11.0,11.0,15.0
Gritting,,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,
Grounds Maintenance,1.0,,1.0,,,,,1.0,2.0,
Gullies,482.0,469.0,337.0,347.0,352.0,301.0,234.0,373.0,310.0,242.0
Gully/Manhole Defects,147.0,97.0,76.0,57.0,31.0,75.0,69.0,41.0,46.0,20.0
Highway Condition,2440.0,2243.0,1639.0,1571.0,1276.0,1201.0,1256.0,1165.0,1152.0,1166.0
Highway Drainage,10.0,15.0,10.0,5.0,4.0,1.0,6.0,2.0,,1.0
Ice & Snow,24.0,10.0,7.0,10.0,6.0,7.0,3.0,5.0,6.0,2.0
Leafing,88.0,62.0,107.0,100.0,7.0,6.0,,1.0,,
Lewisham Homes,106.0,55.0,12.0,9.0,,,,,,
Litter/Litter Bin,329.0,385.0,904.0,1054.0,944.0,600.0,1074.0,352.0,547.0,204.0
Manhole Covers,395.0,312.0,363.0,322.0,251.0,360.0,221.0,240.0,224.0,188.0
Manhole Defects,32.0,20.0,18.0,15.0,3.0,2.0,2.0,,,1.0
Missed Bin Collection,160.0,186.0,120.0,46.0,8.0,1.0,,,,
Noise,,,,,2.0,1.0,4.0,1.0,,
Obstruction,1207.0,875.0,923.0,908.0,738.0,531.0,494.0,395.0,322.0,259.0
Open Spaces/Parks,1171.0,1393.0,1131.0,800.0,678.0,645.0,551.0,288.0,293.0,211.0
Other,3772.0,3131.0,2926.0,2703.0,1964.0,1926.0,1690.0,1531.0,1369.0,1074.0
Overgrown Vegetation,1991.0,1810.0,1844.0,1598.0,1466.0,1316.0,1304.0,1213.0,1335.0,853.0
Parking,1084.0,1339.0,1223.0,1161.0,888.0,810.0,802.0,752.0,782.0,770.0
Pavement /Footway Defects,2943.0,3825.0,3391.0,3305.0,2983.0,2715.0,2763.0,2457.0,2165.0,1479.0
Pest Control,,,,,,,1.0,,,
Phoenix HA,20.0,11.0,,,,,,,,
Potholes,16571.0,9980.0,8261.0,7180.0,6072.0,6213.0,5831.0,5730.0,5499.0,4850.0
Property Damage,,1.0,1.0,,,1.0,,,,
Protected Trees,,,,1.0,1.0,,,,,
Public Toilets,10.0,9.0,10.0,9.0,15.0,10.0,7.0,10.0,8.0,25.0
Recycling,8.0,21.0,11.0,26.0,37.0,12.0,7.0,1.0,,
Retaining Wall,4.0,4.0,26.0,13.0,7.0,7.0,2.0,11.0,2.0,1.0
Right of Way,723.0,398.0,347.0,290.0,215.0,176.0,144.0,93.0,90.0,15.0
Road Markings,915.0,501.0,644.0,595.0,418.0,501.0,520.0,456.0,425.0,239.0
Road Safety,43.0,23.0,23.0,15.0,16.0,11.0,13.0,6.0,11.0,6.0
Road Surface Defects,3660.0,2917.0,3101.0,2709.0,2152.0,1790.0,1685.0,995.0,1341.0,612.0
Road Works,325.0,307.0,272.0,244.0,181.0,254.0,215.0,262.0,191.0,131.0
Road/Pavement Defects,91.0,87.0,56.0,83.0,106.0,54.0,83.0,92.0,75.0,27.0
Rubbish,1384.0,1718.0,1299.0,1089.0,815.0,715.0,632.0,529.0,495.0,407.0
Salt Bins,7.0,,2.0,4.0,5.0,,,1.0,1.0,
Shopping Trolley,74.0,67.0,57.0,13.0,6.0,3.0,1.0,,,
Skips,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0
Spillage on Road,90.0,61.0,50.0,27.0,28.0,25.0,36.0,25.0,27.0,18.0
Street Cleaning,3266.0,4096.0,3883.0,2970.0,2459.0,1555.0,1062.0,522.0,523.0,397.0
Street Furniture,232.0,232.0,234.0,178.0,147.0,169.0,130.0,164.0,125.0,75.0
Street Lights,3606.0,4012.0,4918.0,5534.0,4631.0,4457.0,3227.0,3330.0,3078.0,2318.0
Street Name Plates,222.0,205.0,204.0,212.0,152.0,174.0,156.0,139.0,143.0,126.0
Street Signs,1894.0,1564.0,1577.0,1688.0,1309.0,1310.0,855.0,837.0,802.0,548.0
Trade Waste,21.0,21.0,19.0,12.0,4.0,,,,,
Traffic Lights,336.0,414.0,521.0,334.0,286.0,312.0,336.0,326.0,213.0,246.0
Trees and Hedges RoW,170.0,177.0,120.0,86.0,78.0,116.0,104.0,117.0,105.0,30.0
Trees on RoW,26.0,55.0,35.0,24.0,33.0,17.0,28.0,9.0,6.0,5.0
Trip Hazard,134.0,118.0,102.0,102.0,130.0,113.0,92.0,88.0,124.0,154.0
Utility Works,99.0,139.0,132.0,95.0,54.0,95.0,120.0,143.0,59.0,47.0
Vehicle Access,1.0,4.0,1.0,1.0,1.0,2.0,6.0,1.0,,2.0
Verge Damage,81.0,49.0,76.0,68.0,47.0,51.0,49.0,41.0,30.0,50.0
Zebra Crossing,2.0,4.0,3.0,2.0,2.0,7.0,6.0,3.0,9.0,3.0
