SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,493.0,799.0,1144.0,1259.0,1434.0,1463.0,1435.0,1520.0,1572.0,2298.0
Bridge/Culvert Defects,34.0,56.0,55.0,82.0,93.0,126.0,156.0,174.0,245.0,324.0
Bus Stops Damage,93.0,115.0,99.0,83.0,79.0,92.0,106.0,114.0,93.0,136.0
Dangerous Building/Structure,9.0,6.0,18.0,6.0,4.0,10.0,12.0,18.0,14.0,19.0
Dog Fouling,182.0,230.0,365.0,358.0,393.0,440.0,292.0,338.0,267.0,368.0
Environmental Health,7.0,65.0,92.0,130.0,181.0,329.0,314.0,255.0,281.0,251.0
Fences,,5.0,9.0,7.0,13.0,31.0,17.0,5.0,14.0,7.0
Gritting,10.0,14.0,15.0,29.0,24.0,35.0,37.0,43.0,31.0,65.0
Grounds Maintenance,74.0,164.0,244.0,247.0,264.0,395.0,260.0,309.0,220.0,287.0
Open Spaces/Parks,286.0,422.0,678.0,557.0,673.0,617.0,618.0,790.0,944.0,1576.0
Other,1284.0,1868.0,1968.0,1923.0,2308.0,2300.0,2727.0,2752.0,2627.0,3559.0
Parking,684.0,918.0,1059.0,1010.0,1009.0,905.0,960.0,1000.0,812.0,1254.0
Pavement /Footway Defects,1056.0,1166.0,1609.0,1437.0,1539.0,1647.0,1611.0,1737.0,2053.0,3069.0
Property Damage,,,,,,,1.0,,1.0,1.0
Public Toilets,2.0,5.0,12.0,11.0,26.0,10.0,9.0,3.0,18.0,17.0
Retaining Wall,7.0,14.0,4.0,10.0,6.0,9.0,5.0,12.0,5.0,5.0
Right of Way,495.0,891.0,1040.0,998.0,1555.0,2068.0,2280.0,2339.0,2585.0,1962.0
Road Safety,783.0,1071.0,1307.0,1433.0,1829.0,2121.0,2154.0,2379.0,3194.0,4868.0
Road Surface Defects,3085.0,4679.0,5405.0,5790.0,7785.0,9230.0,10181.0,13744.0,17341.0,26331.0
Rubbish,6839.0,7638.0,10295.0,10551.0,12878.0,15430.0,13203.0,15638.0,10136.0,16019.0
Street Furniture,168.0,386.0,795.0,1032.0,1469.0,1524.0,2269.0,2506.0,3048.0,4387.0
Street Lights,1875.0,2066.0,2640.0,2766.0,3495.0,3669.0,3519.0,5053.0,5740.0,8288.0
Utility Works,20.0,93.0,155.0,104.0,136.0,181.0,113.0,90.0,53.0,38.0
