SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2958.0,2873.0,1941.0,1345.0,1032.0,824.0,735.0,770.0,622.0,317.0
Accumulated Litter,106.0,62.0,30.0,275.0,235.0,295.0,128.0,265.0,173.0,72.0
Barriers/Bollards on RoW,53.0,30.0,2.0,40.0,33.0,23.0,19.0,45.0,50.0,11.0
Benches/Bicycle Racks,,15.0,5.0,2.0,1.0,3.0,5.0,2.0,4.0,4.0
Bin Collection,,,1.0,2.0,3.0,3.0,3.0,10.0,,
Bin Repair/Replacement,136.0,148.0,42.0,36.0,41.0,37.0,47.0,45.0,25.0,1.0
Blocked Drains,563.0,916.0,791.0,931.0,1319.0,1594.0,1583.0,1968.0,2128.0,1014.0
Bridge/Culvert Defects,32.0,53.0,42.0,69.0,124.0,140.0,177.0,198.0,340.0,170.0
Broken Kerbs,2.0,39.0,56.0,77.0,99.0,143.0,133.0,154.0,136.0,157.0
Bus Stops Damage,181.0,170.0,121.0,102.0,82.0,99.0,80.0,74.0,57.0,44.0
Countryside RoW,,,,,,,,1.0,,
Dead Animals,325.0,423.0,210.0,161.0,132.0,117.0,107.0,214.0,121.0,29.0
Debris/Spillage,150.0,115.0,23.0,29.0,36.0,69.0,67.0,96.0,86.0,71.0
Demo,12.0,7.0,,,,,,,,
Discarded Syringes,,1.0,12.0,3.0,,,,,,
Dog Fouling,511.0,498.0,293.0,377.0,237.0,324.0,218.0,271.0,220.0,284.0
Dog Litter Bin,2.0,4.0,5.0,13.0,18.0,27.0,20.0,27.0,17.0,8.0
Environmental Health,,,6.0,19.0,16.0,7.0,10.0,5.0,2.0,
Fallen/Dangerous Trees,1080.0,1320.0,1093.0,1246.0,1382.0,1473.0,1510.0,1589.0,1393.0,688.0
Fences,7.0,23.0,16.0,16.0,7.0,11.0,5.0,17.0,4.0,2.0
Flooding,179.0,388.0,281.0,228.0,218.0,323.0,395.0,484.0,844.0,894.0
Fly-tipping,40066.0,17358.0,6072.0,4477.0,3655.0,3962.0,3653.0,4200.0,4206.0,2456.0
Flyposting,218.0,109.0,89.0,97.0,87.0,58.0,83.0,82.0,83.0,50.0
Garden Waste,131.0,102.0,33.0,6.0,3.0,1.0,,,,
Gates/Stiles RoW,,1.0,,3.0,8.0,8.0,5.0,35.0,78.0,112.0
General Highways Enquiries,436.0,487.0,225.0,99.0,69.0,40.0,24.0,33.0,34.0,17.0
Graffiti,3083.0,3639.0,1545.0,621.0,524.0,341.0,185.0,206.0,174.0,118.0
Grass/Weed Control,299.0,308.0,245.0,328.0,414.0,479.0,528.0,585.0,686.0,446.0
Grids and Drains,22.0,46.0,19.0,13.0,9.0,14.0,9.0,,12.0,20.0
Grit Bins,6.0,15.0,13.0,10.0,10.0,9.0,12.0,26.0,64.0,28.0
Gritting,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,
Grounds Maintenance,,,,,,,2.0,1.0,2.0,
Gullies,202.0,485.0,333.0,185.0,130.0,203.0,252.0,266.0,487.0,904.0
Gully/Manhole Defects,64.0,61.0,46.0,59.0,76.0,59.0,106.0,96.0,71.0,21.0
Highway Condition,1829.0,1343.0,1148.0,1168.0,1208.0,1538.0,1626.0,1819.0,1875.0,1555.0
Highway Drainage,,,,,3.0,2.0,8.0,10.0,30.0,1.0
Ice & Snow,1.0,9.0,,2.0,5.0,21.0,13.0,17.0,9.0,3.0
Leafing,163.0,199.0,8.0,,1.0,,,,,
Lewisham Homes,166.0,12.0,4.0,,,,,,,
Litter/Litter Bin,1143.0,1705.0,1080.0,295.0,464.0,429.0,384.0,456.0,294.0,143.0
Manhole Covers,211.0,365.0,226.0,192.0,297.0,266.0,330.0,388.0,367.0,234.0
Manhole Defects,55.0,27.0,3.0,,,1.0,1.0,3.0,2.0,1.0
Missed Bin Collection,419.0,100.0,2.0,,,,,,,
Noise,,,3.0,,3.0,,,,,2.0
Obstruction,932.0,1466.0,774.0,526.0,399.0,379.0,306.0,489.0,862.0,519.0
Open Spaces/Parks,1391.0,1630.0,1299.0,887.0,515.0,318.0,274.0,331.0,312.0,204.0
Other,3481.0,3637.0,2203.0,1969.0,1789.0,1851.0,1918.0,1928.0,1903.0,1407.0
Overgrown Vegetation,722.0,1508.0,1439.0,1224.0,1280.0,1340.0,1262.0,1670.0,2097.0,2188.0
Parking,1647.0,1404.0,1260.0,906.0,848.0,772.0,728.0,731.0,631.0,684.0
Pavement /Footway Defects,3195.0,4788.0,3116.0,2828.0,2489.0,2480.0,2431.0,2444.0,2228.0,2027.0
Pest Control,,,,,,1.0,,,,
Phoenix HA,31.0,,,,,,,,,
Potholes,2637.0,4316.0,4698.0,5190.0,6523.0,8270.0,9369.0,10226.0,13810.0,11148.0
Property Damage,,,,,2.0,,,1.0,,
Protected Trees,,,1.0,,1.0,,,,,
Public Toilets,8.0,20.0,12.0,9.0,10.0,10.0,3.0,9.0,21.0,11.0
Recycling,13.0,86.0,10.0,4.0,8.0,1.0,1.0,,,
Retaining Wall,11.0,24.0,12.0,12.0,6.0,4.0,4.0,4.0,,
Right of Way,227.0,363.0,296.0,223.0,269.0,286.0,294.0,274.0,188.0,71.0
Road Markings,54.0,398.0,417.0,493.0,597.0,676.0,571.0,672.0,891.0,445.0
Road Safety,,,3.0,4.0,10.0,10.0,19.0,22.0,64.0,35.0
Road Surface Defects,1121.0,3540.0,3409.0,2165.0,1633.0,1636.0,1434.0,1928.0,2471.0,1625.0
Road Works,122.0,212.0,145.0,231.0,232.0,248.0,259.0,328.0,290.0,315.0
Road/Pavement Defects,38.0,83.0,84.0,78.0,62.0,48.0,61.0,53.0,63.0,184.0
Rubbish,2571.0,1564.0,1066.0,673.0,568.0,667.0,513.0,511.0,523.0,427.0
Salt Bins,,,4.0,,2.0,5.0,2.0,7.0,,
Shopping Trolley,191.0,20.0,8.0,,2.0,,,,,
Skips,,,,3.0,,,2.0,2.0,,1.0
Spillage on Road,56.0,52.0,19.0,26.0,26.0,42.0,34.0,70.0,38.0,24.0
Street Cleaning,5048.0,6111.0,3886.0,2048.0,1060.0,683.0,581.0,459.0,476.0,381.0
Street Furniture,269.0,285.0,171.0,166.0,138.0,113.0,111.0,141.0,116.0,176.0
Street Lights,2762.0,6042.0,4763.0,3568.0,3807.0,3640.0,3386.0,3480.0,4363.0,3300.0
Street Name Plates,160.0,177.0,137.0,148.0,167.0,182.0,179.0,195.0,186.0,202.0
Street Signs,1163.0,2091.0,1071.0,812.0,878.0,1065.0,1178.0,1311.0,1548.0,1267.0
Trade Waste,63.0,12.0,,,,,2.0,,,
Traffic Lights,178.0,400.0,376.0,322.0,394.0,406.0,353.0,413.0,252.0,230.0
Trees and Hedges RoW,30.0,40.0,67.0,134.0,139.0,140.0,224.0,165.0,116.0,48.0
Trees on RoW,2.0,14.0,59.0,63.0,37.0,22.0,17.0,18.0,5.0,1.0
Trip Hazard,,39.0,81.0,49.0,104.0,99.0,117.0,145.0,323.0,200.0
Utility Works,110.0,131.0,95.0,152.0,119.0,96.0,116.0,107.0,52.0,5.0
Vehicle Access,,,,2.0,1.0,8.0,1.0,4.0,,3.0
Verge Damage,3.0,24.0,52.0,57.0,71.0,59.0,38.0,51.0,100.0,87.0
Zebra Crossing,,,,,,8.0,11.0,6.0,4.0,12.0
