SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,708.0,1529.0,1621.0,1771.0,1519.0,1423.0,1263.0,1425.0,1378.0,1138.0
Bridge/Culvert Defects,28.0,53.0,71.0,140.0,118.0,170.0,203.0,216.0,186.0,160.0
Bus Stops Damage,103.0,117.0,131.0,116.0,100.0,109.0,101.0,97.0,114.0,97.0
Dangerous Building/Structure,4.0,7.0,14.0,6.0,7.0,11.0,21.0,10.0,13.0,23.0
Dog Fouling,233.0,417.0,443.0,521.0,399.0,435.0,301.0,414.0,233.0,256.0
Environmental Health,23.0,128.0,180.0,287.0,304.0,225.0,232.0,193.0,215.0,118.0
Fences,1.0,9.0,16.0,19.0,23.0,10.0,12.0,6.0,10.0,2.0
Gritting,10.0,14.0,20.0,46.0,19.0,29.0,43.0,42.0,39.0,41.0
Grounds Maintenance,71.0,211.0,218.0,409.0,256.0,295.0,333.0,262.0,234.0,175.0
Open Spaces/Parks,439.0,871.0,711.0,846.0,680.0,537.0,883.0,771.0,1041.0,763.0
Other,1840.0,2159.0,2291.0,2692.0,2619.0,2759.0,2795.0,2678.0,2565.0,2310.0
Parking,901.0,1131.0,1185.0,1077.0,1050.0,958.0,945.0,1211.0,970.0,884.0
Pavement /Footway Defects,1234.0,1488.0,1605.0,1725.0,1745.0,1829.0,1942.0,2278.0,2112.0,2511.0
Property Damage,,,,,1.0,,1.0,,1.0,
Public Toilets,5.0,9.0,11.0,11.0,22.0,7.0,27.0,17.0,9.0,11.0
Retaining Wall,10.0,10.0,7.0,8.0,3.0,7.0,13.0,5.0,12.0,2.0
Right of Way,595.0,1095.0,1705.0,1935.0,1842.0,1778.0,2048.0,2112.0,1851.0,1252.0
Road Safety,777.0,1268.0,1634.0,2170.0,1873.0,2530.0,2703.0,3136.0,2856.0,2785.0
Road Surface Defects,3463.0,5227.0,7367.0,8876.0,9325.0,12536.0,14952.0,16123.0,15964.0,15985.0
Rubbish,10964.0,13433.0,15820.0,18351.0,15357.0,15261.0,9587.0,10215.0,7495.0,6473.0
Street Furniture,237.0,1368.0,1450.0,1956.0,2161.0,1554.0,2173.0,2717.0,2396.0,1634.0
Street Lights,2035.0,2818.0,3124.0,3510.0,3728.0,3892.0,4770.0,5169.0,5577.0,6775.0
Utility Works,42.0,100.0,163.0,164.0,154.0,117.0,118.0,51.0,43.0,31.0
