SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,36.0,37.0,31.0,26.0,31.0,18.0,7.0,19.0,9.0,7.0
Bus Stops Damage,7.0,10.0,7.0,6.0,6.0,8.0,1.0,2.0,1.0,
Dog Fouling,50.0,68.0,19.0,20.0,5.0,7.0,16.0,15.0,11.0,18.0
Open Spaces/Parks,22.0,32.0,22.0,17.0,18.0,23.0,20.0,22.0,17.0,4.0
Other,109.0,74.0,77.0,56.0,73.0,58.0,67.0,71.0,59.0,46.0
Parking,54.0,47.0,42.0,30.0,33.0,34.0,21.0,20.0,19.0,7.0
Pavement /Footway Defects,102.0,101.0,86.0,57.0,73.0,72.0,63.0,70.0,62.0,47.0
Public Toilets,,,,2.0,1.0,1.0,3.0,,,
Road Safety,108.0,31.0,38.0,28.0,36.0,40.0,29.0,24.0,30.0,16.0
Road Surface Defects,552.0,401.0,273.0,313.0,241.0,495.0,384.0,584.0,475.0,335.0
Rubbish,349.0,454.0,421.0,180.0,197.0,148.0,126.0,89.0,78.0,39.0
Street Furniture,2.0,1.0,2.0,1.0,7.0,3.0,2.0,4.0,4.0,1.0
Street Lights,164.0,178.0,134.0,102.0,105.0,137.0,97.0,108.0,85.0,64.0
