SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,697.0,1280.0,1500.0,1608.0,1558.0,1381.0,1267.0,1150.0,1453.0,1523.0
Accumulated Litter,16.0,74.0,57.0,245.0,128.0,186.0,164.0,207.0,205.0,359.0
Barriers/Bollards on RoW,2.0,7.0,17.0,52.0,29.0,21.0,40.0,35.0,53.0,50.0
Benches/Bicycle Racks,1.0,3.0,4.0,1.0,5.0,3.0,4.0,9.0,1.0,10.0
Bin Collection,,,,,,2.0,2.0,3.0,7.0,8.0
Bin Repair/Replacement,29.0,61.0,93.0,90.0,62.0,66.0,41.0,28.0,15.0,73.0
Blocked Drains,310.0,485.0,678.0,868.0,935.0,1079.0,1242.0,1757.0,2272.0,3181.0
Bridge/Culvert Defects,29.0,63.0,90.0,91.0,98.0,195.0,135.0,161.0,223.0,260.0
Broken Kerbs,17.0,39.0,67.0,72.0,59.0,91.0,90.0,143.0,149.0,269.0
Bus Stops Damage,98.0,96.0,115.0,103.0,101.0,94.0,94.0,111.0,87.0,111.0
Countryside RoW,,,,,,,,,,1.0
Dead Animals,46.0,105.0,194.0,229.0,248.0,234.0,226.0,170.0,236.0,151.0
Debris/Spillage,17.0,21.0,72.0,62.0,69.0,92.0,120.0,113.0,87.0,89.0
Demo,,2.0,3.0,4.0,,7.0,1.0,1.0,,1.0
Discarded Syringes,,1.0,6.0,5.0,2.0,1.0,,1.0,,
Dog Fouling,235.0,338.0,344.0,470.0,365.0,426.0,297.0,224.0,233.0,301.0
Dog Litter Bin,8.0,15.0,15.0,28.0,17.0,22.0,17.0,3.0,3.0,13.0
Environmental Health,4.0,12.0,4.0,8.0,8.0,7.0,6.0,6.0,1.0,9.0
Fallen/Dangerous Trees,429.0,655.0,977.0,1175.0,1149.0,1284.0,1351.0,1553.0,1841.0,2360.0
Fences,2.0,13.0,18.0,22.0,13.0,11.0,10.0,6.0,10.0,3.0
Flooding,144.0,210.0,319.0,357.0,350.0,436.0,533.0,640.0,626.0,619.0
Fly-tipping,7247.0,7660.0,10073.0,11865.0,10080.0,10304.0,9622.0,7647.0,6866.0,8741.0
Flyposting,77.0,76.0,67.0,97.0,96.0,80.0,103.0,83.0,130.0,147.0
Garden Waste,4.0,22.0,60.0,40.0,39.0,39.0,36.0,19.0,16.0,1.0
Gates/Stiles RoW,,1.0,7.0,1.0,8.0,11.0,23.0,31.0,86.0,82.0
General Highways Enquiries,47.0,82.0,141.0,148.0,196.0,154.0,158.0,168.0,177.0,193.0
Graffiti,408.0,547.0,968.0,1058.0,1184.0,755.0,1159.0,1001.0,926.0,2430.0
Grass/Weed Control,46.0,119.0,248.0,294.0,311.0,397.0,437.0,679.0,839.0,948.0
Grids and Drains,19.0,16.0,14.0,12.0,8.0,19.0,10.0,26.0,2.0,38.0
Grit Bins,6.0,7.0,28.0,24.0,25.0,20.0,15.0,29.0,20.0,19.0
Gritting,2.0,1.0,2.0,,2.0,1.0,,2.0,,
Grounds Maintenance,,,,,,,,2.0,1.0,2.0
Gullies,146.0,181.0,288.0,318.0,175.0,250.0,379.0,485.0,567.0,658.0
Gully/Manhole Defects,7.0,17.0,31.0,44.0,40.0,71.0,70.0,123.0,129.0,127.0
Highway Condition,800.0,814.0,1158.0,1357.0,1437.0,1609.0,1609.0,1752.0,2158.0,2415.0
Highway Drainage,,,,2.0,2.0,2.0,9.0,5.0,18.0,16.0
Ice & Snow,,5.0,1.0,2.0,6.0,5.0,4.0,17.0,8.0,32.0
Leafing,2.0,,21.0,45.0,43.0,38.0,48.0,93.0,66.0,15.0
Lewisham Homes,2.0,30.0,72.0,33.0,26.0,4.0,6.0,1.0,5.0,3.0
Litter/Litter Bin,193.0,378.0,546.0,624.0,571.0,704.0,601.0,467.0,442.0,1867.0
Manhole Covers,112.0,159.0,320.0,294.0,271.0,302.0,316.0,332.0,380.0,390.0
Manhole Defects,,2.0,11.0,8.0,15.0,22.0,15.0,12.0,5.0,3.0
Missed Bin Collection,7.0,27.0,117.0,107.0,74.0,80.0,43.0,38.0,15.0,13.0
Noise,2.0,1.0,1.0,,1.0,1.0,2.0,,,
Obstruction,372.0,447.0,630.0,760.0,819.0,720.0,768.0,727.0,771.0,638.0
Open Spaces/Parks,398.0,657.0,757.0,688.0,809.0,642.0,658.0,640.0,896.0,1016.0
Other,1613.0,1754.0,1981.0,2172.0,2205.0,2293.0,2267.0,2545.0,2643.0,2613.0
Overgrown Vegetation,463.0,867.0,1159.0,1318.0,1294.0,1589.0,1723.0,1843.0,2149.0,2325.0
Parking,787.0,915.0,1050.0,1059.0,1003.0,1008.0,1033.0,860.0,895.0,1001.0
Pavement /Footway Defects,1285.0,1978.0,2432.0,2854.0,2833.0,2547.0,2791.0,3117.0,3619.0,4570.0
Pest Control,,,,,,,,,,1.0
Phoenix HA,2.0,13.0,15.0,,1.0,,,,,
Potholes,2601.0,3609.0,5231.0,5494.0,6408.0,7543.0,8444.0,10758.0,12320.0,13779.0
Property Damage,,,,1.0,,1.0,,,1.0,
Protected Trees,,,,1.0,,,,,1.0,
Public Toilets,4.0,7.0,24.0,10.0,9.0,10.0,12.0,10.0,8.0,19.0
Recycling,5.0,2.0,11.0,17.0,28.0,14.0,12.0,13.0,12.0,9.0
Retaining Wall,9.0,7.0,8.0,7.0,10.0,2.0,6.0,6.0,8.0,14.0
Right of Way,115.0,125.0,137.0,254.0,341.0,244.0,344.0,289.0,355.0,287.0
Road Markings,148.0,219.0,398.0,452.0,547.0,601.0,590.0,672.0,699.0,888.0
Road Safety,5.0,13.0,17.0,14.0,25.0,26.0,28.0,24.0,13.0,2.0
Road Surface Defects,456.0,781.0,1305.0,1617.0,1864.0,1662.0,2301.0,2555.0,3534.0,4887.0
Road Works,91.0,192.0,248.0,339.0,223.0,325.0,253.0,257.0,212.0,242.0
Road/Pavement Defects,13.0,55.0,93.0,77.0,67.0,73.0,71.0,122.0,110.0,73.0
Rubbish,1057.0,1032.0,1028.0,1020.0,900.0,756.0,748.0,757.0,749.0,1036.0
Salt Bins,,,1.0,1.0,,,,4.0,3.0,11.0
Shopping Trolley,9.0,23.0,57.0,72.0,22.0,17.0,14.0,3.0,3.0,1.0
Skips,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0
Spillage on Road,20.0,20.0,33.0,54.0,36.0,52.0,48.0,44.0,40.0,40.0
Street Cleaning,809.0,1777.0,1817.0,1926.0,2781.0,1771.0,2077.0,2252.0,2827.0,2696.0
Street Furniture,93.0,134.0,198.0,212.0,192.0,173.0,177.0,185.0,172.0,150.0
Street Lights,2043.0,2285.0,3072.0,3318.0,3774.0,4030.0,3674.0,5047.0,4777.0,7091.0
Street Name Plates,110.0,105.0,150.0,143.0,163.0,173.0,207.0,227.0,198.0,257.0
Street Signs,471.0,619.0,965.0,919.0,945.0,1173.0,1348.0,1499.0,1802.0,2643.0
Trade Waste,1.0,1.0,19.0,17.0,8.0,13.0,12.0,,,6.0
Traffic Lights,172.0,280.0,255.0,306.0,231.0,326.0,327.0,432.0,372.0,623.0
Trees and Hedges RoW,9.0,26.0,66.0,59.0,55.0,99.0,165.0,177.0,219.0,228.0
Trees on RoW,,7.0,31.0,26.0,27.0,25.0,24.0,23.0,26.0,49.0
Trip Hazard,127.0,87.0,115.0,123.0,155.0,150.0,155.0,168.0,63.0,14.0
Utility Works,51.0,153.0,128.0,179.0,74.0,153.0,82.0,54.0,65.0,44.0
Vehicle Access,1.0,3.0,,5.0,2.0,3.0,,3.0,,2.0
Zebra Crossing,1.0,3.0,8.0,1.0,,7.0,1.0,12.0,3.0,5.0
