SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,13.0,11.0,11.0,6.0,25.0,22.0,53.0,26.0,33.0,45.0
Bus Stops Damage,9.0,6.0,5.0,5.0,3.0,9.0,13.0,3.0,11.0,12.0
Dog Fouling,11.0,88.0,13.0,11.0,19.0,17.0,24.0,16.0,156.0,26.0
Fallen/Dangerous Trees,18.0,11.0,9.0,14.0,9.0,12.0,18.0,15.0,9.0,17.0
Fly-tipping,101.0,77.0,33.0,28.0,41.0,61.0,81.0,67.0,82.0,113.0
Flyposting,1.0,1.0,2.0,2.0,1.0,,,2.0,1.0,4.0
Graffiti,1.0,3.0,2.0,5.0,2.0,11.0,8.0,10.0,18.0,17.0
Highway Condition,156.0,122.0,80.0,79.0,75.0,68.0,82.0,75.0,102.0,90.0
Open Spaces/Parks,11.0,19.0,9.0,17.0,15.0,20.0,21.0,18.0,16.0,24.0
Other,71.0,60.0,40.0,40.0,50.0,68.0,44.0,63.0,63.0,84.0
Parking,9.0,25.0,22.0,26.0,21.0,34.0,41.0,54.0,60.0,52.0
Pavement /Footway Defects,39.0,74.0,46.0,46.0,47.0,68.0,74.0,59.0,85.0,81.0
Potholes,794.0,538.0,243.0,212.0,241.0,197.0,303.0,191.0,236.0,236.0
Public Toilets,4.0,,,,,1.0,1.0,,,1.0
Rubbish,18.0,18.0,16.0,24.0,45.0,48.0,69.0,65.0,99.0,211.0
Street Cleaning,16.0,12.0,14.0,16.0,17.0,18.0,26.0,30.0,26.0,31.0
Street Lights,57.0,91.0,75.0,99.0,78.0,98.0,125.0,159.0,111.0,117.0
Street Name Plates,1.0,5.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0
Street Signs,33.0,15.0,24.0,20.0,20.0,21.0,30.0,38.0,16.0,31.0
Traffic Lights,4.0,15.0,20.0,18.0,21.0,21.0,21.0,24.0,26.0,31.0
