SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,38.0,18.0,49.0,33.0,23.0,23.0,16.0,14.0,15.0,16.0
Bus Stops Damage,6.0,9.0,8.0,6.0,12.0,2.0,6.0,7.0,12.0,8.0
Dog Fouling,55.0,70.0,19.0,18.0,70.0,40.0,34.0,21.0,36.0,18.0
Fallen/Dangerous Trees,13.0,7.0,11.0,8.0,10.0,20.0,8.0,16.0,13.0,26.0
Fly-tipping,72.0,60.0,54.0,74.0,53.0,76.0,89.0,85.0,62.0,59.0
Flyposting,1.0,1.0,,,1.0,1.0,4.0,3.0,1.0,2.0
Graffiti,6.0,3.0,4.0,5.0,6.0,12.0,8.0,8.0,9.0,16.0
Highway Condition,70.0,52.0,58.0,84.0,79.0,84.0,131.0,131.0,92.0,148.0
Open Spaces/Parks,28.0,18.0,14.0,14.0,17.0,9.0,20.0,14.0,22.0,14.0
Other,65.0,50.0,58.0,56.0,49.0,46.0,68.0,63.0,62.0,66.0
Parking,56.0,41.0,35.0,33.0,26.0,33.0,44.0,30.0,31.0,15.0
Pavement /Footway Defects,64.0,46.0,58.0,47.0,55.0,53.0,101.0,67.0,56.0,72.0
Potholes,210.0,222.0,171.0,261.0,204.0,281.0,480.0,419.0,393.0,550.0
Public Toilets,,,,2.0,,1.0,3.0,1.0,,
Rubbish,83.0,40.0,55.0,67.0,117.0,43.0,60.0,87.0,39.0,23.0
Street Cleaning,27.0,17.0,22.0,26.0,14.0,13.0,23.0,25.0,15.0,24.0
Street Lights,95.0,111.0,100.0,96.0,84.0,100.0,116.0,95.0,97.0,116.0
Street Name Plates,3.0,1.0,2.0,1.0,3.0,10.0,4.0,2.0,2.0,
Street Signs,13.0,10.0,11.0,17.0,19.0,36.0,35.0,47.0,42.0,18.0
Traffic Lights,23.0,19.0,9.0,20.0,20.0,25.0,29.0,16.0,19.0,21.0
