SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,31.0,27.0,33.0,44.0,27.0,20.0,13.0,13.0,19.0,18.0
Bus Stops Damage,7.0,6.0,4.0,12.0,10.0,5.0,2.0,3.0,15.0,12.0
Dog Fouling,57.0,58.0,21.0,17.0,71.0,25.0,10.0,63.0,13.0,46.0
Highways Enquiries,72.0,66.0,55.0,78.0,86.0,72.0,112.0,93.0,115.0,180.0
Incivilities,5.0,4.0,5.0,8.0,5.0,9.0,7.0,13.0,14.0,21.0
Open Spaces/Parks,24.0,24.0,18.0,14.0,10.0,19.0,12.0,14.0,16.0,19.0
Other,60.0,69.0,38.0,67.0,42.0,58.0,49.0,55.0,79.0,66.0
Overgrown/Fallen Veg/Trees,13.0,12.0,3.0,12.0,17.0,9.0,10.0,18.0,15.0,23.0
Parking,62.0,43.0,25.0,33.0,30.0,26.0,31.0,35.0,25.0,34.0
Pavement /Footway Defects,60.0,64.0,44.0,52.0,47.0,59.0,61.0,76.0,79.0,77.0
Public Toilets,,,,1.0,1.0,,1.0,2.0,2.0,
Road Safety,50.0,19.0,28.0,42.0,31.0,59.0,45.0,52.0,63.0,60.0
Road Surface Defects,256.0,228.0,193.0,218.0,190.0,290.0,383.0,369.0,416.0,647.0
Rubbish,167.0,129.0,131.0,159.0,166.0,135.0,139.0,149.0,175.0,154.0
Street Furniture,3.0,2.0,,3.0,4.0,8.0,3.0,2.0,2.0,1.0
Street Lights,111.0,95.0,91.0,103.0,81.0,104.0,93.0,106.0,102.0,124.0
