SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,10.0,11.0,16.0,10.0,15.0,8.0,9.0,10.0,9.0,13.0
Bus Stops Damage,3.0,4.0,9.0,3.0,4.0,9.0,5.0,9.0,6.0,5.0
Dog Fouling,9.0,24.0,15.0,22.0,20.0,10.0,26.0,36.0,19.0,14.0
Fallen/Dangerous Trees,22.0,15.0,19.0,12.0,24.0,34.0,18.0,32.0,33.0,39.0
Fly-tipping,267.0,150.0,80.0,270.0,161.0,88.0,115.0,191.0,119.0,95.0
Flyposting,10.0,6.0,2.0,1.0,2.0,2.0,2.0,7.0,7.0,3.0
Graffiti,7.0,3.0,3.0,4.0,6.0,3.0,2.0,5.0,4.0,2.0
Highway Condition,78.0,55.0,65.0,64.0,64.0,72.0,57.0,85.0,112.0,110.0
Open Spaces/Parks,12.0,26.0,11.0,19.0,13.0,11.0,20.0,18.0,23.0,22.0
Other,56.0,61.0,55.0,43.0,51.0,55.0,31.0,58.0,54.0,65.0
Parking,41.0,28.0,26.0,38.0,32.0,30.0,28.0,35.0,34.0,23.0
Pavement /Footway Defects,49.0,42.0,43.0,40.0,68.0,51.0,50.0,74.0,77.0,103.0
Potholes,147.0,175.0,138.0,89.0,123.0,132.0,144.0,187.0,202.0,188.0
Public Toilets,1.0,1.0,,1.0,1.0,,,,,5.0
Rubbish,155.0,28.0,34.0,32.0,44.0,40.0,33.0,19.0,30.0,30.0
Street Cleaning,58.0,37.0,15.0,25.0,30.0,29.0,42.0,22.0,31.0,26.0
Street Lights,54.0,117.0,69.0,83.0,107.0,107.0,84.0,151.0,146.0,183.0
Street Name Plates,1.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,7.0
Street Signs,17.0,10.0,6.0,13.0,14.0,11.0,18.0,17.0,23.0,17.0
Traffic Lights,10.0,9.0,7.0,7.0,6.0,10.0,3.0,7.0,8.0,11.0
