SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,515.0,976.0,1228.0,1394.0,1291.0,1180.0,1100.0,1273.0,1198.0,1450.0
Accumulated Litter,41.0,101.0,100.0,39.0,94.0,138.0,123.0,243.0,245.0,739.0
Barriers/Bollards on RoW,4.0,13.0,16.0,7.0,15.0,20.0,15.0,22.0,26.0,71.0
Benches/Bicycle Racks,3.0,3.0,7.0,17.0,,1.0,2.0,2.0,5.0,13.0
Bin Collection,1.0,1.0,1.0,1.0,3.0,2.0,2.0,13.0,5.0,1.0
Bin Repair/Replacement,7.0,6.0,16.0,27.0,18.0,47.0,32.0,38.0,48.0,99.0
Blocked Drains,334.0,509.0,601.0,705.0,766.0,1099.0,1274.0,1785.0,1771.0,1815.0
Bridge/Culvert Defects,36.0,53.0,63.0,68.0,50.0,91.0,75.0,152.0,145.0,79.0
Broken Fire Hydrant,,1.0,,,,,,,,
Broken Kerbs,30.0,33.0,45.0,41.0,42.0,64.0,81.0,107.0,148.0,107.0
Bus Stops Damage,58.0,94.0,79.0,80.0,230.0,89.0,79.0,100.0,128.0,188.0
C.C.T.V Faults,1.0,,,,,,,,,
Countryside RoW,,,,,,,1.0,,,
Dead Animals,8.0,66.0,133.0,155.0,193.0,125.0,72.0,135.0,55.0,193.0
Debris/Spillage,5.0,27.0,53.0,28.0,42.0,57.0,39.0,80.0,44.0,58.0
Demo,,,1.0,,1.0,1.0,,1.0,2.0,
Discarded Syringes,,5.0,5.0,5.0,2.0,,3.0,1.0,,
Dog Fouling,121.0,209.0,296.0,257.0,298.0,327.0,241.0,247.0,290.0,414.0
Dog Litter Bin,,,1.0,6.0,13.0,10.0,11.0,5.0,2.0,1.0
Environmental Health,4.0,10.0,7.0,3.0,2.0,3.0,7.0,1.0,14.0,26.0
Fallen/Dangerous Trees,270.0,434.0,495.0,522.0,747.0,857.0,882.0,1122.0,1383.0,1288.0
Fences,,3.0,3.0,4.0,9.0,5.0,6.0,1.0,,1.0
Flooding,118.0,276.0,311.0,288.0,315.0,537.0,344.0,462.0,340.0,294.0
Fly-tipping,4561.0,4843.0,6157.0,5739.0,5749.0,7728.0,5121.0,7059.0,7316.0,7873.0
Flyposting,83.0,86.0,157.0,122.0,119.0,96.0,138.0,131.0,211.0,151.0
