SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2612.0,2393.0,1944.0,1225.0,781.0,665.0,600.0,617.0,503.0,265.0
Accumulated Litter,159.0,114.0,34.0,361.0,258.0,328.0,134.0,277.0,158.0,40.0
Barriers/Bollards on RoW,48.0,27.0,2.0,22.0,24.0,16.0,12.0,22.0,27.0,9.0
Benches/Bicycle Racks,,12.0,6.0,2.0,5.0,1.0,11.0,4.0,7.0,5.0
Bin Collection,,3.0,4.0,4.0,4.0,3.0,3.0,6.0,3.0,
Bin Repair/Replacement,126.0,69.0,14.0,26.0,22.0,28.0,15.0,23.0,13.0,2.0
Blocked Drains,402.0,793.0,626.0,744.0,995.0,1282.0,1325.0,1575.0,1843.0,1074.0
Bridge/Culvert Defects,40.0,27.0,40.0,43.0,64.0,96.0,76.0,106.0,223.0,97.0
Broken Fire Hydrant,,,,1.0,,,,,,
Broken Kerbs,1.0,21.0,60.0,59.0,92.0,103.0,106.0,100.0,111.0,45.0
Bus Stops Damage,269.0,197.0,114.0,122.0,82.0,79.0,85.0,71.0,68.0,38.0
C.C.T.V Faults,,,1.0,,,,,,,
Countryside RoW,,,,,,,,1.0,,
Dead Animals,229.0,243.0,143.0,123.0,50.0,82.0,42.0,108.0,89.0,26.0
Debris/Spillage,116.0,43.0,13.0,24.0,30.0,49.0,26.0,54.0,62.0,16.0
Demo,5.0,1.0,,,,,,,,
Discarded Syringes,,4.0,8.0,7.0,2.0,,,,,
Dog Fouling,511.0,429.0,204.0,320.0,193.0,252.0,161.0,183.0,205.0,242.0
Dog Litter Bin,4.0,1.0,3.0,3.0,5.0,10.0,8.0,8.0,5.0,2.0
Environmental Health,,2.0,3.0,27.0,18.0,10.0,7.0,8.0,1.0,1.0
Fallen/Dangerous Trees,713.0,726.0,647.0,718.0,880.0,970.0,999.0,938.0,897.0,512.0
Fences,2.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,,
Flooding,95.0,255.0,233.0,128.0,208.0,238.0,318.0,439.0,856.0,515.0
Fly-tipping,28515.0,11740.0,4633.0,3572.0,2726.0,2470.0,2319.0,2466.0,2400.0,1305.0
Flyposting,179.0,128.0,108.0,120.0,133.0,128.0,150.0,133.0,138.0,77.0
Garden Waste,138.0,26.0,1.0,,,,,,,
Gates/Stiles RoW,,,,2.0,2.0,3.0,5.0,9.0,30.0,34.0
General Highways Enquiries,309.0,419.0,190.0,66.0,48.0,35.0,36.0,38.0,35.0,16.0
Graffiti,2140.0,2252.0,819.0,410.0,381.0,211.0,177.0,140.0,172.0,84.0
Grass/Weed Control,127.0,167.0,194.0,271.0,364.0,426.0,474.0,539.0,551.0,253.0
Grids and Drains,6.0,15.0,8.0,6.0,6.0,2.0,6.0,1.0,8.0,10.0
Grit Bins,5.0,32.0,21.0,29.0,18.0,42.0,24.0,45.0,83.0,36.0
Gritting,,2.0,1.0,,1.0,2.0,,1.0,,
Grounds Maintenance,,,,1.0,,,2.0,,2.0,
Gullies,238.0,420.0,232.0,144.0,75.0,88.0,49.0,81.0,69.0,11.0
Gully/Manhole Defects,32.0,58.0,67.0,59.0,104.0,49.0,67.0,75.0,46.0,12.0
Highway Condition,2028.0,1315.0,1040.0,1078.0,1123.0,1486.0,1663.0,1675.0,1776.0,1354.0
Highway Drainage,,,,,4.0,5.0,14.0,7.0,15.0,4.0
Ice & Snow,,11.0,11.0,6.0,10.0,7.0,8.0,16.0,5.0,4.0
Leafing,121.0,151.0,11.0,1.0,,,1.0,,,
Lewisham Homes,161.0,11.0,9.0,,,,,,,
Litter/Litter Bin,637.0,909.0,213.0,255.0,298.0,303.0,220.0,249.0,170.0,49.0
Manhole Covers,74.0,243.0,176.0,109.0,161.0,180.0,183.0,244.0,382.0,230.0
Manhole Defects,42.0,36.0,2.0,,,,,1.0,1.0,
Missed Bin Collection,564.0,67.0,4.0,,,,,,,
Noise,,1.0,4.0,,6.0,1.0,,,,
Obstruction,746.0,1203.0,726.0,490.0,347.0,409.0,317.0,519.0,789.0,496.0
Open Spaces/Parks,1202.0,1268.0,968.0,589.0,426.0,219.0,272.0,244.0,261.0,231.0
Other,1980.0,3795.0,2684.0,2196.0,2114.0,2076.0,1979.0,2084.0,2639.0,2210.0
Overgrown Vegetation,506.0,1172.0,1043.0,770.0,766.0,855.0,715.0,1059.0,1373.0,989.0
Parking,1220.0,1213.0,996.0,778.0,673.0,577.0,546.0,475.0,442.0,346.0
Pavement /Footway Defects,2664.0,2951.0,2209.0,2066.0,1889.0,1974.0,1741.0,1833.0,1692.0,1226.0
Pest Control,,,,2.0,1.0,,,1.0,,
Phoenix HA,30.0,,,,,,,,,
Potholes,2007.0,2790.0,3073.0,3592.0,4650.0,6077.0,7381.0,7804.0,10305.0,6568.0
Property Damage,,,3.0,2.0,3.0,,3.0,1.0,,
Public Toilets,9.0,19.0,13.0,11.0,14.0,16.0,16.0,12.0,5.0,3.0
Recycling,21.0,59.0,8.0,5.0,4.0,,1.0,,,
Retaining Wall,8.0,24.0,17.0,6.0,2.0,2.0,1.0,3.0,,
Right of Way,86.0,127.0,74.0,92.0,172.0,338.0,233.0,253.0,103.0,33.0
Road Markings,45.0,303.0,456.0,438.0,595.0,616.0,516.0,580.0,754.0,374.0
Road Safety,,4.0,3.0,7.0,8.0,21.0,13.0,41.0,105.0,71.0
Road Surface Defects,979.0,3063.0,3087.0,1877.0,1391.0,1223.0,1106.0,1464.0,1701.0,721.0
Road Works,54.0,59.0,37.0,69.0,80.0,50.0,154.0,131.0,155.0,57.0
Road/Pavement Defects,94.0,71.0,64.0,62.0,12.0,3.0,,,,
Rubbish,2344.0,1436.0,779.0,511.0,408.0,359.0,370.0,345.0,455.0,295.0
Salt Bins,,8.0,20.0,10.0,25.0,39.0,28.0,22.0,7.0,
Shopping Trolley,165.0,37.0,13.0,6.0,3.0,1.0,,,,
Skips,,1.0,,1.0,1.0,2.0,1.0,1.0,,
Spillage on Road,39.0,32.0,5.0,24.0,13.0,34.0,20.0,32.0,39.0,28.0
Street Cleaning,4734.0,5803.0,3485.0,1493.0,808.0,531.0,406.0,378.0,483.0,311.0
Street Furniture,174.0,195.0,89.0,64.0,52.0,37.0,31.0,39.0,21.0,15.0
Street Lights,2033.0,5480.0,4408.0,3369.0,3699.0,3354.0,3223.0,3280.0,4086.0,2562.0
Street Name Plates,106.0,112.0,120.0,89.0,109.0,102.0,96.0,127.0,159.0,118.0
Street Signs,975.0,1540.0,865.0,628.0,767.0,878.0,1021.0,1041.0,1143.0,690.0
Trade Waste,78.0,18.0,,,1.0,,,,,
Traffic Lights,326.0,547.0,423.0,378.0,341.0,344.0,306.0,289.0,194.0,139.0
Trees and Hedges RoW,1.0,19.0,50.0,127.0,144.0,135.0,192.0,149.0,93.0,34.0
Trees on RoW,,15.0,38.0,24.0,19.0,9.0,7.0,13.0,6.0,
Trip Hazard,,44.0,127.0,39.0,82.0,121.0,82.0,136.0,273.0,183.0
Utility Works,94.0,134.0,71.0,46.0,34.0,25.0,16.0,22.0,17.0,
Vehicle Access,,,1.0,,,1.0,,,,
Verge Damage,21.0,12.0,12.0,27.0,36.0,19.0,22.0,24.0,62.0,50.0
Zebra Crossing,,1.0,,,,,,,,
