SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,23.0,59.0,31.0,26.0,21.0,19.0,19.0,12.0,18.0,17.0
Bus Stops Damage,7.0,14.0,7.0,5.0,6.0,9.0,4.0,8.0,8.0,8.0
Dog Fouling,11.0,52.0,30.0,62.0,16.0,31.0,108.0,38.0,9.0,24.0
Open Spaces/Parks,21.0,23.0,18.0,18.0,14.0,10.0,16.0,16.0,13.0,21.0
Other,53.0,63.0,52.0,50.0,54.0,38.0,69.0,67.0,69.0,68.0
Parking,36.0,39.0,23.0,56.0,30.0,40.0,41.0,26.0,30.0,23.0
Pavement /Footway Defects,59.0,74.0,41.0,50.0,56.0,49.0,61.0,56.0,80.0,93.0
Public Toilets,,,,1.0,1.0,3.0,1.0,1.0,,
Road Safety,25.0,39.0,36.0,31.0,55.0,47.0,59.0,54.0,54.0,49.0
Road Surface Defects,179.0,217.0,183.0,202.0,208.0,337.0,381.0,476.0,551.0,456.0
Rubbish,121.0,163.0,156.0,184.0,112.0,131.0,132.0,142.0,128.0,234.0
Street Furniture,3.0,,,9.0,7.0,1.0,2.0,2.0,2.0,2.0
Street Lights,91.0,108.0,115.0,99.0,106.0,94.0,82.0,83.0,87.0,145.0
