SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,7.0,15.0,11.0,9.0,14.0,11.0,17.0,12.0,4.0,11.0
Bus Stops Damage,3.0,3.0,5.0,4.0,8.0,13.0,6.0,7.0,4.0,4.0
Dog Fouling,11.0,22.0,20.0,8.0,40.0,23.0,26.0,24.0,11.0,10.0
Fallen/Dangerous Trees,11.0,22.0,14.0,22.0,36.0,29.0,26.0,28.0,31.0,29.0
Fly-tipping,396.0,160.0,178.0,182.0,117.0,126.0,85.0,129.0,98.0,64.0
Flyposting,5.0,1.0,7.0,9.0,4.0,6.0,2.0,1.0,2.0,5.0
Graffiti,3.0,5.0,4.0,6.0,2.0,2.0,6.0,2.0,2.0,7.0
Highway Condition,31.0,50.0,59.0,59.0,72.0,86.0,61.0,103.0,126.0,115.0
Open Spaces/Parks,8.0,18.0,26.0,14.0,13.0,25.0,15.0,17.0,19.0,20.0
Other,36.0,85.0,44.0,41.0,51.0,62.0,36.0,62.0,59.0,53.0
Parking,23.0,48.0,36.0,22.0,44.0,33.0,20.0,17.0,34.0,38.0
Pavement /Footway Defects,35.0,83.0,64.0,44.0,62.0,61.0,57.0,54.0,72.0,65.0
Potholes,48.0,121.0,77.0,112.0,124.0,160.0,154.0,234.0,236.0,258.0
Public Toilets,,1.0,,1.0,,,1.0,,1.0,5.0
Rubbish,54.0,34.0,47.0,43.0,48.0,56.0,24.0,62.0,39.0,38.0
Street Cleaning,25.0,49.0,38.0,30.0,19.0,39.0,32.0,29.0,35.0,19.0
Street Lights,68.0,161.0,110.0,118.0,129.0,87.0,101.0,92.0,145.0,90.0
Street Name Plates,4.0,7.0,4.0,,1.0,4.0,1.0,4.0,4.0,3.0
Street Signs,6.0,11.0,15.0,7.0,25.0,14.0,16.0,19.0,15.0,18.0
Traffic Lights,7.0,5.0,11.0,2.0,6.0,12.0,9.0,9.0,5.0,12.0
