SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,940.0,1067.0,1397.0,1398.0,1503.0,1566.0,1435.0,907.0,855.0,537.0
Bridge/Culvert Defects,79.0,115.0,72.0,108.0,70.0,67.0,63.0,88.0,76.0,74.0
Bus Stops Damage,97.0,76.0,104.0,103.0,115.0,258.0,127.0,93.0,92.0,60.0
Dog Fouling,407.0,414.0,303.0,288.0,203.0,246.0,236.0,202.0,191.0,210.0
Environmental Health,67.0,147.0,198.0,212.0,133.0,162.0,138.0,63.0,56.0,40.0
Fences,2.0,,6.0,4.0,3.0,7.0,5.0,2.0,1.0,2.0
Gritting,41.0,44.0,40.0,56.0,45.0,51.0,57.0,71.0,64.0,110.0
Grounds Maintenance,93.0,126.0,122.0,125.0,70.0,99.0,74.0,87.0,54.0,77.0
Open Spaces/Parks,313.0,421.0,750.0,701.0,712.0,949.0,626.0,549.0,314.0,345.0
Other,2467.0,2609.0,2771.0,2359.0,2826.0,2252.0,2568.0,2417.0,2582.0,1823.0
Parking,688.0,828.0,875.0,806.0,826.0,808.0,728.0,722.0,536.0,449.0
Pavement /Footway Defects,1515.0,1716.0,1512.0,1501.0,1511.0,1448.0,1359.0,1324.0,1463.0,1107.0
Property Damage,,,1.0,1.0,,1.0,,3.0,4.0,2.0
Public Toilets,14.0,17.0,22.0,12.0,5.0,14.0,8.0,10.0,7.0,9.0
Retaining Wall,1.0,6.0,11.0,13.0,14.0,6.0,4.0,2.0,4.0,2.0
Right of Way,773.0,1148.0,1505.0,1218.0,1066.0,1402.0,1058.0,879.0,827.0,622.0
Road Safety,2098.0,1840.0,1993.0,1822.0,1833.0,1630.0,1690.0,1912.0,1880.0,1715.0
Road Surface Defects,6722.0,7189.0,6955.0,7289.0,7880.0,7608.0,8142.0,8334.0,7954.0,7355.0
Rubbish,14371.0,15434.0,15872.0,11529.0,6763.0,4862.0,5536.0,3668.0,3954.0,3095.0
Street Furniture,180.0,711.0,2493.0,2039.0,1977.0,2424.0,1703.0,924.0,337.0,107.0
Street Lights,2030.0,2578.0,2603.0,3011.0,3502.0,3336.0,3896.0,4324.0,4806.0,5408.0
Utility Works,23.0,93.0,65.0,79.0,59.0,47.0,30.0,41.0,16.0,6.0
