SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2612.0,2393.0,1944.0,1225.0,781.0,665.0,600.0,617.0,503.0,265.0
Bridge/Culvert Defects,40.0,27.0,40.0,43.0,64.0,96.0,76.0,106.0,223.0,97.0
Bus Stops Damage,269.0,197.0,114.0,122.0,82.0,79.0,85.0,71.0,68.0,38.0
Dog Fouling,511.0,429.0,204.0,320.0,193.0,252.0,161.0,183.0,205.0,242.0
Environmental Health,229.0,245.0,146.0,152.0,69.0,92.0,49.0,117.0,90.0,27.0
Fences,2.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,,
Gritting,5.0,53.0,53.0,45.0,54.0,90.0,60.0,84.0,95.0,40.0
Grounds Maintenance,54.0,61.0,46.0,82.0,95.0,73.0,164.0,134.0,160.0,58.0
Open Spaces/Parks,1202.0,1268.0,968.0,589.0,426.0,219.0,272.0,244.0,261.0,231.0
Other,2177.0,3828.0,2754.0,2256.0,2206.0,2179.0,2085.0,2184.0,2750.0,2255.0
Parking,1220.0,1213.0,996.0,778.0,673.0,577.0,546.0,475.0,442.0,346.0
Pavement /Footway Defects,2300.0,2234.0,1568.0,1233.0,1143.0,1303.0,1213.0,1239.0,1221.0,1002.0
Property Damage,,,3.0,2.0,3.0,,3.0,1.0,,
Public Toilets,9.0,19.0,13.0,11.0,14.0,16.0,16.0,12.0,5.0,3.0
Retaining Wall,8.0,24.0,17.0,6.0,2.0,2.0,1.0,3.0,,
Right of Way,1052.0,1717.0,1105.0,950.0,811.0,1025.0,871.0,1069.0,1189.0,709.0
Road Safety,1417.0,2444.0,1774.0,1505.0,1794.0,1913.0,1905.0,2012.0,2301.0,1348.0
Road Surface Defects,3225.0,6303.0,6670.0,6191.0,6706.0,7881.0,8936.0,9783.0,12328.0,7405.0
Rubbish,34685.0,16129.0,6712.0,5380.0,4283.0,4134.0,3560.0,3938.0,4038.0,2225.0
Street Furniture,3062.0,4637.0,2831.0,1070.0,498.0,188.0,146.0,162.0,176.0,125.0
Street Lights,2033.0,5480.0,4408.0,3369.0,3699.0,3354.0,3223.0,3280.0,4086.0,2562.0
Utility Works,94.0,134.0,71.0,46.0,34.0,25.0,16.0,22.0,17.0,
