SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,31.0,31.0,27.0,45.0,29.0,19.0,17.0,15.0,17.0,14.0
Bus Stops Damage,6.0,8.0,5.0,8.0,9.0,6.0,4.0,13.0,8.0,9.0
Dog Fouling,66.0,62.0,15.0,70.0,17.0,43.0,44.0,7.0,9.0,48.0
Fallen/Dangerous Trees,12.0,11.0,11.0,6.0,12.0,14.0,15.0,16.0,14.0,21.0
Fly-tipping,41.0,95.0,59.0,60.0,54.0,53.0,116.0,70.0,51.0,85.0
Flyposting,1.0,,,1.0,,3.0,2.0,2.0,2.0,3.0
Graffiti,5.0,6.0,4.0,4.0,7.0,10.0,5.0,6.0,12.0,18.0
Highway Condition,65.0,60.0,64.0,71.0,80.0,91.0,117.0,100.0,96.0,185.0
Open Spaces/Parks,25.0,21.0,17.0,14.0,15.0,8.0,16.0,20.0,19.0,15.0
Other,68.0,52.0,59.0,44.0,49.0,50.0,70.0,61.0,59.0,71.0
Parking,61.0,42.0,30.0,34.0,20.0,32.0,28.0,37.0,37.0,23.0
Pavement /Footway Defects,62.0,58.0,55.0,43.0,49.0,57.0,73.0,72.0,65.0,85.0
Potholes,220.0,217.0,182.0,232.0,224.0,302.0,377.0,433.0,387.0,617.0
Public Toilets,,,,2.0,,1.0,2.0,2.0,,
Rubbish,64.0,65.0,70.0,50.0,93.0,48.0,89.0,67.0,32.0,36.0
Street Cleaning,27.0,20.0,17.0,17.0,14.0,17.0,22.0,27.0,14.0,31.0
Street Lights,91.0,110.0,96.0,83.0,93.0,84.0,113.0,107.0,121.0,112.0
Street Name Plates,3.0,3.0,,3.0,3.0,2.0,10.0,2.0,1.0,1.0
Street Signs,14.0,14.0,13.0,19.0,10.0,22.0,47.0,32.0,48.0,29.0
Traffic Lights,28.0,12.0,18.0,10.0,19.0,34.0,28.0,13.0,16.0,23.0
