SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,1866.0,2144.0,2134.0,1509.0,880.0,768.0,628.0,505.0,577.0,594.0
Accumulated Litter,91.0,157.0,68.0,4.0,42.0,96.0,108.0,192.0,439.0,666.0
Barriers/Bollards on RoW,46.0,37.0,,,3.0,13.0,6.0,9.0,32.0,63.0
Benches/Bicycle Racks,2.0,8.0,5.0,3.0,4.0,2.0,4.0,4.0,15.0,6.0
Bin Collection,,,2.0,,3.0,2.0,,7.0,8.0,8.0
Bin Repair/Replacement,179.0,30.0,3.0,4.0,8.0,14.0,11.0,10.0,43.0,36.0
Blocked Drains,565.0,662.0,794.0,697.0,863.0,826.0,1082.0,1407.0,1766.0,1997.0
Bridge/Culvert Defects,4.0,35.0,87.0,77.0,81.0,54.0,100.0,112.0,122.0,140.0
Broken Fire Hydrant,,1.0,,,,,,,,
Broken Kerbs,4.0,6.0,33.0,46.0,57.0,55.0,89.0,146.0,162.0,100.0
Bus Stops Damage,116.0,146.0,285.0,112.0,60.0,70.0,74.0,73.0,80.0,109.0
C.C.T.V Faults,,,1.0,,,,,,,
Countryside RoW,,,,1.0,,,,,,
Dead Animals,179.0,218.0,191.0,115.0,89.0,67.0,39.0,45.0,58.0,134.0
Debris/Spillage,93.0,60.0,15.0,7.0,26.0,42.0,24.0,33.0,52.0,81.0
Demo,5.0,1.0,,,,,,,,
Discarded Syringes,2.0,,13.0,6.0,,,,,,
Dog Fouling,563.0,319.0,248.0,186.0,234.0,222.0,223.0,192.0,236.0,277.0
Dog Litter Bin,4.0,,6.0,4.0,11.0,1.0,4.0,6.0,1.0,12.0
Environmental Health,,,,,3.0,4.0,3.0,16.0,21.0,30.0
Fallen/Dangerous Trees,697.0,753.0,782.0,633.0,777.0,736.0,963.0,973.0,978.0,708.0
Fences,,3.0,2.0,2.0,11.0,5.0,3.0,3.0,3.0,
Flooding,151.0,130.0,239.0,336.0,442.0,331.0,423.0,497.0,448.0,288.0
Fly-tipping,24661.0,13872.0,5595.0,3700.0,2896.0,2601.0,2199.0,2120.0,2385.0,2117.0
Flyposting,151.0,166.0,228.0,161.0,112.0,84.0,112.0,120.0,92.0,68.0
Garden Waste,116.0,45.0,,4.0,,,,,,
Gates/Stiles RoW,,,,1.0,1.0,2.0,7.0,7.0,9.0,58.0
General Highways Enquiries,185.0,263.0,166.0,168.0,101.0,102.0,95.0,66.0,36.0,10.0
Graffiti,2557.0,1423.0,1036.0,488.0,237.0,238.0,213.0,189.0,224.0,181.0
Grass/Weed Control,152.0,235.0,283.0,265.0,300.0,386.0,505.0,422.0,452.0,366.0
Grids and Drains,28.0,1.0,,8.0,3.0,6.0,10.0,12.0,,
Grit Bins,,4.0,17.0,22.0,47.0,49.0,35.0,37.0,54.0,70.0
Gritting,2.0,2.0,,,1.0,,2.0,,,
Grounds Maintenance,,1.0,2.0,,2.0,,,,,
Gullies,18.0,78.0,208.0,278.0,287.0,210.0,187.0,85.0,37.0,19.0
Gully/Manhole Defects,50.0,43.0,46.0,57.0,60.0,92.0,77.0,71.0,47.0,26.0
Highway Condition,1940.0,1615.0,1411.0,1297.0,1279.0,1265.0,1460.0,1624.0,1378.0,1269.0
Highway Drainage,,,,,1.0,,6.0,21.0,20.0,1.0
Ice & Snow,3.0,6.0,8.0,3.0,3.0,7.0,11.0,11.0,14.0,12.0
Leafing,196.0,86.0,3.0,,,,,,,
Lewisham Homes,144.0,37.0,,,,,,,,
Litter/Litter Bin,1493.0,249.0,51.0,19.0,45.0,92.0,143.0,100.0,507.0,604.0
Manhole Covers,96.0,178.0,198.0,169.0,176.0,187.0,196.0,322.0,287.0,173.0
Manhole Defects,46.0,33.0,,,,,,,,3.0
Missed Bin Collection,447.0,188.0,,,,,,,,
Noise,8.0,4.0,,,,,,,,
Obstruction,210.0,376.0,872.0,837.0,705.0,577.0,642.0,625.0,603.0,595.0
Open Spaces/Parks,685.0,1029.0,1130.0,900.0,426.0,347.0,296.0,288.0,319.0,260.0
Other,2260.0,2377.0,2624.0,2361.0,2134.0,2112.0,2297.0,2315.0,2240.0,3037.0
Overgrown Vegetation,336.0,958.0,1262.0,881.0,596.0,624.0,691.0,822.0,1317.0,1761.0
Parking,833.0,1140.0,1071.0,854.0,717.0,699.0,578.0,536.0,466.0,372.0
Pavement /Footway Defects,2254.0,2141.0,2207.0,1953.0,1848.0,1864.0,2043.0,2094.0,2038.0,1803.0
Pest Control,,4.0,,,,,,,,
Phoenix HA,7.0,23.0,,,,,,,,
Potholes,2302.0,3290.0,4545.0,4494.0,5294.0,4759.0,6688.0,7458.0,7736.0,7681.0
Property Damage,,,,,3.0,2.0,2.0,3.0,2.0,
Public Toilets,18.0,11.0,9.0,11.0,10.0,9.0,11.0,16.0,13.0,10.0
Recycling,1.0,18.0,23.0,16.0,19.0,15.0,3.0,1.0,2.0,
Retaining Wall,,2.0,11.0,16.0,12.0,8.0,7.0,5.0,1.0,1.0
Right of Way,58.0,102.0,117.0,116.0,127.0,202.0,101.0,170.0,288.0,230.0
Road Markings,74.0,181.0,316.0,279.0,543.0,396.0,545.0,809.0,816.0,718.0
Road Safety,,7.0,28.0,19.0,35.0,20.0,29.0,41.0,56.0,38.0
