SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,584.0,856.0,1189.0,1271.0,1222.0,1286.0,1303.0,1269.0,1458.0,1167.0
Accumulated Litter,147.0,28.0,49.0,113.0,112.0,122.0,206.0,262.0,328.0,496.0
Barriers/Bollards on RoW,7.0,6.0,15.0,13.0,14.0,11.0,27.0,27.0,45.0,44.0
Benches/Bicycle Racks,6.0,1.0,16.0,8.0,1.0,2.0,2.0,3.0,5.0,9.0
Bin Collection,1.0,2.0,,3.0,4.0,2.0,1.0,8.0,8.0,1.0
Bin Repair/Replacement,11.0,8.0,18.0,26.0,38.0,33.0,75.0,29.0,59.0,41.0
Blocked Drains,464.0,475.0,666.0,855.0,747.0,1066.0,1457.0,1520.0,1725.0,1684.0
Bridge/Culvert Defects,42.0,44.0,74.0,87.0,65.0,87.0,94.0,114.0,121.0,84.0
Broken Fire Hydrant,,1.0,,,,,,,,
Broken Kerbs,43.0,25.0,35.0,64.0,33.0,66.0,64.0,91.0,133.0,144.0
Bus Stops Damage,83.0,67.0,92.0,92.0,221.0,91.0,101.0,97.0,139.0,142.0
C.C.T.V Faults,1.0,,,,,,,,,
Countryside RoW,,,,,,1.0,,,,
Dead Animals,15.0,39.0,102.0,140.0,152.0,170.0,162.0,97.0,115.0,143.0
Debris/Spillage,14.0,17.0,33.0,46.0,41.0,49.0,54.0,54.0,62.0,63.0
Demo,,,1.0,2.0,2.0,,,,1.0,
Discarded Syringes,,5.0,8.0,3.0,1.0,2.0,,2.0,,
Dog Fouling,142.0,240.0,283.0,285.0,353.0,267.0,285.0,277.0,309.0,259.0
Dog Litter Bin,,,11.0,8.0,3.0,5.0,9.0,5.0,6.0,2.0
Environmental Health,9.0,9.0,2.0,6.0,7.0,2.0,5.0,13.0,18.0,6.0
Fallen/Dangerous Trees,373.0,433.0,543.0,579.0,738.0,927.0,915.0,980.0,1127.0,1385.0
Fences,3.0,,8.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0
Flooding,165.0,229.0,281.0,384.0,275.0,389.0,451.0,393.0,460.0,258.0
Fly-tipping,4119.0,4584.0,6065.0,6386.0,5403.0,7099.0,8864.0,7756.0,7062.0,4808.0
Flyposting,75.0,112.0,139.0,108.0,133.0,136.0,125.0,142.0,171.0,153.0
Garden Waste,,,26.0,28.0,16.0,27.0,30.0,17.0,14.0,7.0
Gates/Stiles RoW,,3.0,,7.0,,12.0,14.0,10.0,32.0,7.0
General Highways Enquiries,103.0,52.0,84.0,131.0,100.0,54.0,113.0,111.0,168.0,276.0
Graffiti,242.0,306.0,345.0,519.0,563.0,637.0,768.0,916.0,1447.0,1043.0
Grass/Weed Control,106.0,165.0,177.0,244.0,274.0,333.0,463.0,523.0,583.0,498.0
Grids and Drains,5.0,6.0,2.0,7.0,5.0,14.0,5.0,1.0,15.0,8.0
Grit Bins,28.0,22.0,26.0,29.0,31.0,48.0,28.0,33.0,43.0,47.0
Gritting,,2.0,,1.0,1.0,,1.0,1.0,1.0,
Grounds Maintenance,,1.0,,,,,,1.0,3.0,
Gullies,167.0,98.0,97.0,192.0,114.0,86.0,133.0,95.0,125.0,300.0
Gully/Manhole Defects,34.0,32.0,47.0,57.0,20.0,31.0,56.0,67.0,128.0,97.0
Highway Condition,713.0,794.0,1081.0,1236.0,1406.0,1551.0,1904.0,2153.0,1974.0,1726.0
Highway Drainage,2.0,1.0,,2.0,,10.0,5.0,18.0,6.0,5.0
Ice & Snow,3.0,,9.0,3.0,3.0,5.0,7.0,13.0,18.0,17.0
Leafing,,,16.0,12.0,13.0,13.0,28.0,55.0,63.0,85.0
