SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,9.0,11.0,11.0,16.0,8.0,20.0,8.0,8.0,8.0,12.0
Bus Stops Damage,3.0,,8.0,6.0,6.0,8.0,8.0,7.0,5.0,6.0
Dog Fouling,12.0,18.0,20.0,38.0,20.0,17.0,27.0,17.0,17.0,9.0
Fallen/Dangerous Trees,19.0,20.0,21.0,18.0,25.0,42.0,16.0,24.0,27.0,36.0
Fly-tipping,169.0,315.0,139.0,285.0,172.0,128.0,110.0,59.0,68.0,91.0
Flyposting,5.0,2.0,4.0,9.0,9.0,4.0,2.0,1.0,3.0,3.0
Graffiti,6.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,1.0,7.0
Highway Condition,39.0,67.0,53.0,55.0,59.0,109.0,67.0,86.0,102.0,123.0
Open Spaces/Parks,13.0,14.0,28.0,16.0,11.0,30.0,15.0,10.0,15.0,23.0
Other,60.0,65.0,45.0,51.0,41.0,70.0,59.0,26.0,50.0,61.0
Parking,30.0,38.0,37.0,26.0,42.0,42.0,14.0,28.0,31.0,26.0
Pavement /Footway Defects,58.0,65.0,70.0,47.0,50.0,83.0,39.0,50.0,55.0,80.0
Potholes,76.0,119.0,111.0,98.0,94.0,181.0,158.0,174.0,251.0,259.0
Public Toilets,,2.0,,,,,,,2.0,5.0
Rubbish,66.0,39.0,56.0,50.0,72.0,32.0,48.0,25.0,22.0,35.0
Street Cleaning,46.0,26.0,40.0,38.0,26.0,40.0,29.0,20.0,25.0,24.0
Street Lights,106.0,133.0,133.0,114.0,79.0,154.0,94.0,93.0,94.0,101.0
Street Name Plates,6.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0
Street Signs,8.0,11.0,12.0,13.0,6.0,29.0,21.0,16.0,12.0,18.0
Traffic Lights,8.0,9.0,6.0,4.0,5.0,10.0,16.0,6.0,6.0,8.0
