SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,940.0,1067.0,1397.0,1398.0,1503.0,1566.0,1435.0,907.0,855.0,537.0
Accumulated Litter,16.0,203.0,235.0,230.0,175.0,164.0,278.0,172.0,206.0,184.0
Barriers/Bollards on RoW,9.0,27.0,44.0,29.0,27.0,12.0,12.0,12.0,18.0,19.0
Benches/Bicycle Racks,11.0,5.0,5.0,12.0,2.0,8.0,4.0,1.0,3.0,2.0
Bin Collection,,3.0,2.0,3.0,1.0,5.0,1.0,2.0,4.0,9.0
Bin Repair/Replacement,74.0,76.0,65.0,29.0,14.0,12.0,16.0,18.0,22.0,12.0
Blocked Drains,1013.0,986.0,989.0,1093.0,1037.0,959.0,936.0,1204.0,1356.0,1086.0
Bridge/Culvert Defects,79.0,115.0,72.0,108.0,70.0,67.0,63.0,88.0,76.0,74.0
Broken Fire Hydrant,,,,,,1.0,,,,
Broken Kerbs,26.0,34.0,37.0,52.0,51.0,48.0,72.0,107.0,124.0,147.0
Bus Stops Damage,97.0,76.0,104.0,103.0,115.0,258.0,127.0,93.0,92.0,60.0
C.C.T.V Faults,,,,1.0,,,,,,
Countryside RoW,,,,1.0,,,,,,
Dead Animals,65.0,122.0,179.0,209.0,128.0,157.0,131.0,55.0,54.0,35.0
Debris/Spillage,26.0,61.0,76.0,75.0,34.0,32.0,40.0,33.0,27.0,29.0
Demo,,,4.0,2.0,,,,,,
Discarded Syringes,,,2.0,,1.0,4.0,12.0,2.0,,
Dog Fouling,407.0,414.0,303.0,288.0,203.0,246.0,236.0,202.0,191.0,210.0
Dog Litter Bin,2.0,2.0,11.0,3.0,7.0,2.0,6.0,8.0,3.0,5.0
Environmental Health,1.0,25.0,17.0,3.0,4.0,5.0,7.0,8.0,2.0,5.0
Fallen/Dangerous Trees,569.0,614.0,778.0,772.0,720.0,717.0,769.0,949.0,1034.0,1078.0
Fences,2.0,,6.0,4.0,3.0,7.0,5.0,2.0,1.0,2.0
Flooding,404.0,567.0,345.0,401.0,269.0,306.0,315.0,229.0,192.0,257.0
Fly-tipping,10734.0,11890.0,12357.0,8938.0,4712.0,3085.0,3868.0,2398.0,2422.0,1742.0
Flyposting,135.0,163.0,127.0,133.0,120.0,132.0,171.0,75.0,121.0,117.0
Garden Waste,40.0,48.0,38.0,35.0,4.0,,,,,
Gates/Stiles RoW,5.0,8.0,14.0,12.0,11.0,10.0,7.0,3.0,10.0,5.0
General Highways Enquiries,61.0,140.0,188.0,196.0,226.0,135.0,85.0,73.0,68.0,20.0
Graffiti,1389.0,1129.0,1117.0,906.0,671.0,488.0,468.0,220.0,211.0,187.0
Grass/Weed Control,202.0,168.0,268.0,243.0,316.0,374.0,368.0,431.0,589.0,407.0
Grids and Drains,21.0,15.0,5.0,3.0,7.0,1.0,3.0,4.0,1.0,8.0
Grit Bins,27.0,34.0,27.0,35.0,21.0,30.0,34.0,50.0,32.0,45.0
Gritting,1.0,,,3.0,1.0,,,2.0,,
Grounds Maintenance,1.0,,,1.0,1.0,,,2.0,,
Gullies,82.0,207.0,244.0,244.0,179.0,128.0,115.0,100.0,90.0,18.0
Gully/Manhole Defects,46.0,60.0,95.0,82.0,46.0,85.0,59.0,33.0,36.0,27.0
Highway Condition,1758.0,1794.0,1731.0,1643.0,1383.0,1323.0,1360.0,1298.0,1308.0,940.0
Highway Drainage,6.0,6.0,12.0,4.0,1.0,2.0,1.0,1.0,6.0,10.0
Ice & Snow,6.0,5.0,5.0,4.0,13.0,13.0,4.0,6.0,9.0,13.0
Leafing,23.0,73.0,97.0,51.0,30.0,9.0,2.0,,,
Lewisham Homes,11.0,44.0,30.0,87.0,9.0,,,,,
Litter/Litter Bin,856.0,528.0,413.0,177.0,174.0,145.0,231.0,147.0,353.0,279.0
Manhole Covers,201.0,239.0,236.0,193.0,184.0,166.0,192.0,180.0,158.0,233.0
Manhole Defects,7.0,19.0,21.0,21.0,12.0,1.0,,,1.0,
