SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,865.0,1424.0,1482.0,1403.0,1452.0,1277.0,1269.0,1075.0,696.0,662.0
Bin Replacement,26.0,33.0,65.0,38.0,69.0,56.0,40.0,32.0,11.0,17.0
Bridge/Culvert Defects,37.0,21.0,21.0,52.0,46.0,54.0,61.0,84.0,149.0,287.0
Bus Stops Damage,95.0,100.0,122.0,136.0,256.0,75.0,119.0,77.0,73.0,72.0
Dog Fouling,244.0,336.0,393.0,278.0,357.0,265.0,271.0,173.0,171.0,212.0
Drainage,1011.0,1023.0,1148.0,1276.0,1358.0,1377.0,1716.0,2120.0,2568.0,4504.0
Environmental Health,55.0,122.0,181.0,151.0,141.0,114.0,174.0,151.0,69.0,58.0
Fences,,1.0,3.0,1.0,4.0,6.0,4.0,7.0,5.0,1.0
Gritting,38.0,22.0,36.0,25.0,49.0,34.0,78.0,76.0,82.0,139.0
Grounds Maintenance,60.0,50.0,60.0,74.0,87.0,59.0,92.0,151.0,99.0,195.0
Highways Enquiries,1217.0,1279.0,1560.0,1483.0,1629.0,1616.0,1448.0,1612.0,1755.0,2041.0
Incivilities,1155.0,1130.0,1201.0,983.0,1067.0,696.0,724.0,586.0,419.0,316.0
Open Spaces/Parks,610.0,762.0,665.0,650.0,668.0,576.0,545.0,461.0,373.0,370.0
Other,2652.0,2493.0,2658.0,2286.0,2369.0,2124.0,2599.0,2421.0,2621.0,2451.0
Overgrown/Fallen Veg/Trees,655.0,1154.0,1464.0,1548.0,1831.0,1963.0,2292.0,2598.0,2994.0,3879.0
Parking,857.0,863.0,835.0,819.0,823.0,676.0,816.0,608.0,542.0,427.0
Pavement /Footway Defects,1723.0,1564.0,1442.0,1437.0,1509.0,1370.0,1238.0,1390.0,1345.0,1438.0
Property Damage,1.0,1.0,,1.0,,1.0,4.0,1.0,3.0,
Public Toilets,8.0,10.0,11.0,16.0,15.0,14.0,12.0,10.0,11.0,11.0
Retaining Wall,15.0,7.0,20.0,10.0,3.0,3.0,1.0,3.0,1.0,
Right of Way,886.0,961.0,905.0,968.0,1053.0,804.0,997.0,1131.0,1177.0,1616.0
Road Safety,1339.0,1346.0,1412.0,1571.0,1710.0,1637.0,1941.0,2187.0,2239.0,3031.0
Road Surface Defects,3268.0,4136.0,4544.0,4938.0,5885.0,6565.0,7927.0,9775.0,11567.0,16823.0
Rubbish,10435.0,13687.0,14020.0,10907.0,11071.0,6989.0,6639.0,4448.0,3421.0,3467.0
Street Furniture,900.0,1938.0,1520.0,1791.0,1800.0,1171.0,1297.0,1189.0,750.0,539.0
Street Lights,2362.0,2691.0,2737.0,2921.0,3354.0,3161.0,3302.0,3929.0,4089.0,6948.0
Utility Works,105.0,78.0,57.0,54.0,46.0,24.0,38.0,32.0,19.0,6.0
