SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,552.0,1010.0,1279.0,1372.0,1335.0,1099.0,1204.0,1078.0,1361.0,1315.0
Accumulated Litter,29.0,113.0,60.0,261.0,142.0,194.0,159.0,236.0,285.0,384.0
Barriers/Bollards on RoW,3.0,4.0,11.0,27.0,25.0,27.0,18.0,23.0,30.0,41.0
Benches/Bicycle Racks,5.0,3.0,4.0,4.0,7.0,12.0,3.0,3.0,3.0,9.0
Bin Collection,,,2.0,1.0,,2.0,1.0,8.0,7.0,9.0
Bin Repair/Replacement,18.0,29.0,57.0,48.0,33.0,41.0,32.0,15.0,23.0,42.0
Blocked Drains,309.0,391.0,638.0,721.0,818.0,996.0,1127.0,1559.0,1799.0,2301.0
Bridge/Culvert Defects,36.0,28.0,60.0,50.0,80.0,109.0,86.0,125.0,115.0,123.0
Broken Fire Hydrant,,1.0,,,,,,,,
Broken Kerbs,16.0,29.0,32.0,45.0,60.0,77.0,60.0,79.0,98.0,202.0
Bus Stops Damage,48.0,89.0,112.0,104.0,213.0,91.0,92.0,105.0,132.0,139.0
C.C.T.V Faults,1.0,,,,,,,,,
Countryside RoW,,,,,,,1.0,,,
Dead Animals,17.0,83.0,93.0,109.0,153.0,108.0,141.0,122.0,170.0,139.0
Debris/Spillage,4.0,21.0,35.0,56.0,45.0,50.0,52.0,67.0,48.0,55.0
Demo,,1.0,2.0,,2.0,1.0,,,,
Discarded Syringes,,5.0,2.0,4.0,2.0,4.0,2.0,2.0,,
Dog Fouling,204.0,285.0,349.0,345.0,318.0,296.0,292.0,190.0,226.0,195.0
Dog Litter Bin,1.0,2.0,4.0,6.0,6.0,12.0,6.0,2.0,4.0,6.0
Environmental Health,1.0,5.0,4.0,23.0,18.0,6.0,7.0,2.0,4.0,7.0
Fallen/Dangerous Trees,235.0,362.0,567.0,584.0,704.0,752.0,791.0,1045.0,1293.0,1667.0
Fences,2.0,4.0,1.0,9.0,4.0,4.0,4.0,1.0,3.0,
Flooding,128.0,161.0,336.0,341.0,419.0,521.0,413.0,371.0,293.0,302.0
Fly-tipping,5024.0,6160.0,8324.0,8644.0,6786.0,7309.0,6195.0,4352.0,4111.0,5241.0
Flyposting,85.0,105.0,104.0,117.0,132.0,118.0,120.0,117.0,204.0,192.0
Garden Waste,6.0,20.0,50.0,24.0,13.0,24.0,21.0,5.0,2.0,
Gates/Stiles RoW,,,4.0,,,4.0,14.0,15.0,35.0,13.0
