SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,837.0,943.0,1076.0,1105.0,1218.0,1310.0,1149.0,1432.0,1086.0,1449.0
Accumulated Litter,128.0,144.0,176.0,165.0,222.0,225.0,242.0,290.0,121.0,150.0
Barriers/Bollards on RoW,12.0,20.0,21.0,19.0,23.0,28.0,29.0,22.0,17.0,18.0
Benches/Bicycle Racks,10.0,6.0,4.0,5.0,5.0,11.0,4.0,2.0,5.0,1.0
Bin Collection,6.0,2.0,9.0,4.0,1.0,4.0,,1.0,1.0,2.0
Bin Repair/Replacement,6.0,9.0,10.0,7.0,23.0,27.0,44.0,61.0,55.0,96.0
Blocked Drains,3036.0,1418.0,878.0,955.0,809.0,918.0,785.0,926.0,459.0,475.0
Bridge/Culvert Defects,353.0,108.0,57.0,58.0,44.0,38.0,53.0,65.0,20.0,16.0
Broken Fire Hydrant,,,,,,,1.0,,,
Broken Kerbs,173.0,94.0,90.0,86.0,66.0,58.0,38.0,44.0,25.0,24.0
Bus Stops Damage,63.0,78.0,102.0,103.0,231.0,107.0,123.0,135.0,99.0,84.0
C.C.T.V Faults,,,1.0,,,,,,,
Countryside RoW,1.0,,,,,,,,,
Dead Animals,130.0,89.0,114.0,75.0,134.0,137.0,94.0,131.0,115.0,116.0
Debris/Spillage,75.0,60.0,27.0,45.0,41.0,47.0,34.0,40.0,34.0,30.0
Demo,,,,,,3.0,2.0,,,1.0
Discarded Syringes,1.0,,3.0,6.0,1.0,4.0,1.0,3.0,1.0,1.0
Dog Fouling,154.0,215.0,236.0,186.0,251.0,279.0,332.0,270.0,363.0,414.0
Dog Litter Bin,5.0,3.0,2.0,6.0,8.0,5.0,4.0,10.0,3.0,3.0
Environmental Health,1.0,3.0,1.0,5.0,7.0,9.0,23.0,19.0,7.0,2.0
Fallen/Dangerous Trees,1576.0,1127.0,834.0,820.0,727.0,758.0,599.0,654.0,477.0,428.0
Fences,2.0,6.0,2.0,2.0,4.0,2.0,7.0,4.0,2.0,1.0
Flooding,1325.0,373.0,281.0,186.0,174.0,241.0,161.0,184.0,170.0,190.0
Fly-tipping,5546.0,3355.0,3166.0,3786.0,4726.0,4948.0,5985.0,8809.0,10285.0,11540.0
Flyposting,215.0,154.0,134.0,100.0,184.0,91.0,100.0,115.0,102.0,99.0
Garden Waste,,,,2.0,9.0,14.0,16.0,29.0,45.0,50.0
Gates/Stiles RoW,49.0,9.0,4.0,4.0,2.0,3.0,3.0,11.0,,
General Highways Enquiries,55.0,89.0,79.0,87.0,118.0,116.0,163.0,142.0,155.0,188.0
Graffiti,151.0,345.0,323.0,468.0,501.0,680.0,1062.0,753.0,1017.0,1486.0
Grass/Weed Control,951.0,474.0,364.0,325.0,315.0,326.0,215.0,248.0,89.0,59.0
Grids and Drains,1.0,1.0,,2.0,2.0,13.0,8.0,4.0,15.0,22.0
Grit Bins,84.0,36.0,38.0,36.0,32.0,32.0,16.0,27.0,22.0,12.0
Gritting,,1.0,,,1.0,4.0,,,,1.0
Grounds Maintenance,1.0,3.0,,,,1.0,,,,
Gullies,85.0,66.0,63.0,102.0,185.0,110.0,154.0,216.0,200.0,226.0
Gully/Manhole Defects,116.0,67.0,59.0,40.0,27.0,48.0,54.0,48.0,67.0,43.0
Highway Condition,2914.0,1700.0,1346.0,1167.0,1335.0,1269.0,1291.0,1195.0,1155.0,1166.0
Highway Drainage,18.0,10.0,8.0,3.0,4.0,6.0,,,,
Ice & Snow,22.0,11.0,8.0,11.0,7.0,5.0,5.0,6.0,2.0,1.0
Leafing,,6.0,15.0,13.0,22.0,45.0,56.0,53.0,37.0,38.0
Lewisham Homes,,,13.0,7.0,16.0,2.0,31.0,44.0,36.0,32.0
Litter/Litter Bin,108.0,133.0,172.0,276.0,261.0,281.0,304.0,490.0,490.0,788.0
Manhole Covers,456.0,233.0,178.0,161.0,202.0,187.0,177.0,186.0,118.0,84.0
Manhole Defects,1.0,4.0,3.0,6.0,6.0,9.0,13.0,20.0,12.0,8.0
Missed Bin Collection,,1.0,15.0,27.0,66.0,44.0,83.0,94.0,182.0,123.0
Noise,,,1.0,,1.0,2.0,,3.0,2.0,3.0
Obstruction,1065.0,530.0,500.0,436.0,741.0,565.0,578.0,627.0,565.0,435.0
Open Spaces/Parks,360.0,500.0,584.0,715.0,638.0,639.0,625.0,603.0,506.0,510.0
