SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,631.0,893.0,1148.0,1095.0,1323.0,1248.0,1403.0,1231.0,1361.0,1272.0
Bridge/Culvert Defects,46.0,86.0,55.0,88.0,78.0,93.0,79.0,110.0,103.0,74.0
Bus Stops Damage,98.0,79.0,106.0,200.0,96.0,86.0,119.0,108.0,109.0,124.0
Dog Fouling,169.0,275.0,323.0,290.0,312.0,297.0,325.0,242.0,216.0,251.0
Environmental Health,33.0,83.0,71.0,120.0,152.0,116.0,147.0,169.0,202.0,123.0
Fences,3.0,4.0,6.0,7.0,3.0,3.0,1.0,2.0,2.0,1.0
Gritting,44.0,39.0,27.0,48.0,53.0,50.0,75.0,70.0,81.0,92.0
Grounds Maintenance,61.0,78.0,86.0,87.0,84.0,116.0,122.0,94.0,110.0,89.0
Open Spaces/Parks,309.0,393.0,432.0,631.0,700.0,521.0,800.0,449.0,686.0,759.0
Other,2059.0,2655.0,2600.0,2378.0,2222.0,2404.0,3014.0,2496.0,2811.0,2035.0
Parking,642.0,703.0,664.0,860.0,756.0,723.0,792.0,667.0,720.0,739.0
Pavement /Footway Defects,1162.0,1327.0,1225.0,1616.0,1422.0,1362.0,1603.0,1476.0,1538.0,1725.0
Property Damage,1.0,,5.0,1.0,1.0,,,1.0,1.0,2.0
Public Toilets,5.0,3.0,10.0,18.0,18.0,3.0,13.0,16.0,16.0,16.0
Retaining Wall,9.0,11.0,8.0,12.0,4.0,6.0,4.0,2.0,4.0,3.0
Right of Way,899.0,931.0,815.0,1321.0,963.0,904.0,1230.0,1110.0,1328.0,997.0
Road Safety,1059.0,1495.0,1412.0,1848.0,1610.0,1909.0,2347.0,2215.0,2325.0,2193.0
Road Surface Defects,3855.0,5100.0,5297.0,6057.0,7076.0,7394.0,9087.0,9411.0,10778.0,11373.0
Rubbish,5453.0,6695.0,7499.0,8830.0,10343.0,9791.0,10961.0,9498.0,9600.0,6414.0
Street Furniture,199.0,683.0,826.0,1078.0,1234.0,651.0,1915.0,1204.0,2193.0,2912.0
Street Lights,3155.0,3212.0,3100.0,3837.0,3162.0,3178.0,4045.0,3360.0,3957.0,4488.0
Utility Works,65.0,92.0,51.0,60.0,36.0,23.0,25.0,39.0,37.0,31.0
