SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,401.0,661.0,855.0,1134.0,1173.0,1179.0,1393.0,1265.0,1442.0,2102.0
Bridge/Culvert Defects,36.0,22.0,37.0,31.0,81.0,99.0,74.0,113.0,128.0,191.0
Bus Stops Damage,65.0,81.0,83.0,208.0,79.0,109.0,77.0,107.0,142.0,174.0
Dog Fouling,174.0,261.0,280.0,301.0,271.0,395.0,304.0,268.0,219.0,227.0
Environmental Health,6.0,47.0,75.0,82.0,108.0,167.0,147.0,169.0,210.0,205.0
Fences,,3.0,5.0,4.0,1.0,8.0,2.0,2.0,5.0,2.0
Gritting,18.0,26.0,24.0,38.0,31.0,50.0,47.0,58.0,84.0,203.0
Grounds Maintenance,56.0,60.0,59.0,51.0,54.0,92.0,89.0,180.0,112.0,174.0
Open Spaces/Parks,291.0,316.0,510.0,519.0,558.0,500.0,484.0,688.0,766.0,1048.0
Other,1549.0,2385.0,1921.0,2197.0,2110.0,2096.0,2797.0,2371.0,3018.0,4230.0
Parking,526.0,605.0,829.0,828.0,730.0,767.0,665.0,715.0,706.0,895.0
Pavement /Footway Defects,1061.0,1083.0,1493.0,1184.0,1217.0,1311.0,1430.0,1397.0,1759.0,2521.0
Property Damage,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,
Public Toilets,4.0,9.0,9.0,8.0,10.0,9.0,9.0,20.0,24.0,16.0
Retaining Wall,3.0,9.0,12.0,10.0,5.0,9.0,6.0,4.0,3.0,2.0
Right of Way,414.0,699.0,733.0,868.0,981.0,1246.0,1315.0,1526.0,1465.0,1251.0
Road Safety,770.0,873.0,1206.0,1163.0,1431.0,1770.0,1548.0,2160.0,3009.0,4483.0
Road Surface Defects,2392.0,2844.0,3552.0,4093.0,5352.0,6182.0,6927.0,9697.0,12598.0,21791.0
Rubbish,5330.0,6459.0,7711.0,9057.0,9727.0,11673.0,8673.0,9641.0,6894.0,9919.0
Street Furniture,81.0,192.0,588.0,841.0,833.0,963.0,1640.0,1767.0,2162.0,3828.0
Street Lights,1667.0,1700.0,2237.0,2511.0,2969.0,3262.0,3072.0,4911.0,5397.0,7768.0
Utility Works,37.0,47.0,68.0,53.0,52.0,52.0,46.0,53.0,24.0,27.0
