SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,71.0,39.0,33.0,17.0,19.0,19.0,13.0,16.0,11.0,7.0
Bus Stops Damage,14.0,14.0,9.0,10.0,10.0,9.0,2.0,2.0,4.0,2.0
Dog Fouling,128.0,61.0,17.0,15.0,13.0,14.0,22.0,29.0,47.0,35.0
Fallen/Dangerous Trees,8.0,11.0,12.0,8.0,13.0,13.0,23.0,17.0,18.0,9.0
Fly-tipping,151.0,96.0,111.0,84.0,70.0,45.0,41.0,36.0,30.0,20.0
Flyposting,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,1.0
Graffiti,13.0,11.0,13.0,3.0,13.0,8.0,10.0,2.0,1.0,3.0
Highway Condition,146.0,104.0,82.0,77.0,85.0,100.0,75.0,105.0,83.0,72.0
Open Spaces/Parks,34.0,12.0,23.0,14.0,17.0,16.0,19.0,15.0,16.0,4.0
Other,101.0,68.0,64.0,54.0,60.0,43.0,43.0,50.0,53.0,47.0
Parking,76.0,47.0,51.0,42.0,17.0,29.0,34.0,22.0,15.0,11.0
Pavement /Footway Defects,147.0,81.0,57.0,50.0,56.0,48.0,42.0,42.0,64.0,32.0
Potholes,415.0,267.0,223.0,220.0,238.0,383.0,300.0,453.0,470.0,222.0
Public Toilets,1.0,,,3.0,1.0,1.0,,,,1.0
Rubbish,129.0,95.0,135.0,55.0,97.0,25.0,24.0,17.0,27.0,10.0
Street Cleaning,46.0,43.0,25.0,13.0,19.0,14.0,10.0,18.0,12.0,6.0
Street Lights,199.0,115.0,100.0,112.0,93.0,92.0,63.0,116.0,57.0,63.0
Street Name Plates,4.0,7.0,1.0,2.0,2.0,,6.0,3.0,2.0,1.0
Street Signs,71.0,43.0,23.0,14.0,14.0,32.0,15.0,13.0,16.0,7.0
Traffic Lights,65.0,31.0,17.0,16.0,13.0,14.0,13.0,13.0,13.0,6.0
