SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,694.0,1187.0,1388.0,1515.0,1452.0,1129.0,1025.0,1137.0,1047.0,1031.0
Bridge/Culvert Defects,26.0,16.0,45.0,70.0,68.0,123.0,142.0,93.0,132.0,97.0
Bus Stops Damage,59.0,105.0,109.0,216.0,105.0,101.0,108.0,101.0,92.0,129.0
Dog Fouling,168.0,319.0,376.0,361.0,334.0,267.0,286.0,219.0,171.0,199.0
Environmental Health,14.0,108.0,125.0,129.0,171.0,157.0,116.0,128.0,150.0,118.0
Fences,1.0,3.0,5.0,4.0,6.0,4.0,7.0,,,2.0
Gritting,10.0,26.0,33.0,63.0,47.0,47.0,75.0,50.0,102.0,126.0
Grounds Maintenance,43.0,67.0,56.0,72.0,67.0,118.0,162.0,115.0,132.0,95.0
Open Spaces/Parks,418.0,614.0,615.0,798.0,496.0,587.0,434.0,607.0,553.0,558.0
Other,1453.0,1829.0,2342.0,2392.0,2166.0,2495.0,2570.0,3139.0,3496.0,2792.0
Parking,642.0,705.0,775.0,892.0,889.0,762.0,639.0,750.0,600.0,612.0
Pavement /Footway Defects,1074.0,1230.0,1186.0,1396.0,1374.0,1368.0,1424.0,1572.0,1691.0,2141.0
Property Damage,1.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,
Public Toilets,2.0,6.0,11.0,13.0,14.0,12.0,20.0,13.0,13.0,14.0
Retaining Wall,3.0,3.0,9.0,11.0,9.0,5.0,8.0,3.0,6.0,6.0
Right of Way,373.0,638.0,903.0,1216.0,1138.0,1367.0,1285.0,1187.0,1383.0,1008.0
Road Safety,667.0,971.0,1428.0,1562.0,1665.0,1978.0,2275.0,2280.0,2660.0,2927.0
Road Surface Defects,2204.0,2742.0,4622.0,5915.0,6432.0,7966.0,9503.0,10627.0,11906.0,13511.0
Rubbish,8217.0,11918.0,11461.0,12802.0,10464.0,7810.0,6170.0,5328.0,5020.0,5894.0
Street Furniture,709.0,863.0,1190.0,1827.0,1592.0,967.0,1216.0,2030.0,1271.0,1230.0
Street Lights,1503.0,2215.0,2745.0,3370.0,3949.0,3629.0,4278.0,3992.0,4271.0,5542.0
Utility Works,26.0,31.0,92.0,47.0,49.0,54.0,51.0,23.0,42.0,44.0
