SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,562.0,1259.0,1304.0,1528.0,1305.0,1267.0,1209.0,1174.0,1308.0,1055.0
Bridge/Culvert Defects,32.0,28.0,54.0,104.0,56.0,111.0,121.0,98.0,104.0,104.0
Bus Stops Damage,64.0,125.0,106.0,237.0,113.0,103.0,119.0,117.0,131.0,143.0
Dog Fouling,247.0,396.0,376.0,429.0,361.0,369.0,330.0,324.0,246.0,208.0
Environmental Health,9.0,88.0,112.0,162.0,141.0,196.0,117.0,120.0,164.0,107.0
Fences,2.0,3.0,2.0,4.0,6.0,3.0,5.0,4.0,3.0,
Gritting,18.0,23.0,32.0,50.0,38.0,79.0,57.0,83.0,57.0,142.0
Grounds Maintenance,55.0,66.0,49.0,67.0,81.0,96.0,153.0,153.0,117.0,90.0
Open Spaces/Parks,377.0,715.0,598.0,746.0,553.0,439.0,700.0,654.0,707.0,540.0
Other,1738.0,2144.0,2577.0,2309.0,2267.0,2775.0,3192.0,3279.0,2860.0,2663.0
Parking,700.0,853.0,841.0,935.0,838.0,746.0,744.0,797.0,792.0,687.0
Pavement /Footway Defects,1230.0,1425.0,1323.0,1474.0,1476.0,1482.0,1708.0,1597.0,1865.0,2119.0
Property Damage,,2.0,,,3.0,1.0,3.0,1.0,,2.0
Public Toilets,5.0,9.0,9.0,8.0,16.0,17.0,17.0,17.0,22.0,14.0
Retaining Wall,4.0,5.0,10.0,13.0,5.0,7.0,6.0,2.0,9.0,2.0
Right of Way,458.0,685.0,904.0,1464.0,1022.0,1229.0,1370.0,1249.0,1227.0,890.0
Road Safety,781.0,1087.0,1397.0,1729.0,1626.0,2219.0,2301.0,2562.0,2618.0,2774.0
Road Surface Defects,2638.0,3445.0,4929.0,6613.0,6585.0,8514.0,10879.0,11543.0,12468.0,12599.0
Rubbish,8465.0,11174.0,12596.0,13509.0,10387.0,10862.0,6110.0,6548.0,5002.0,4291.0
Street Furniture,154.0,1118.0,868.0,1586.0,1625.0,1122.0,1368.0,2224.0,1840.0,1052.0
Street Lights,1764.0,2458.0,2741.0,3382.0,3271.0,3618.0,4152.0,4761.0,5192.0,6359.0
Utility Works,26.0,66.0,55.0,82.0,48.0,61.0,42.0,37.0,26.0,16.0
