SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,15.0,11.0,11.0,9.0,14.0,14.0,5.0,14.0,9.0,9.0
Bus Stops Damage,5.0,3.0,2.0,3.0,5.0,7.0,6.0,5.0,8.0,13.0
Dog Fouling,21.0,13.0,21.0,25.0,31.0,30.0,15.0,12.0,16.0,11.0
Fallen/Dangerous Trees,17.0,23.0,29.0,12.0,18.0,29.0,31.0,29.0,27.0,33.0
Fly-tipping,437.0,109.0,101.0,75.0,244.0,107.0,249.0,71.0,96.0,47.0
Flyposting,11.0,5.0,6.0,6.0,2.0,3.0,1.0,6.0,2.0,
Graffiti,9.0,8.0,6.0,2.0,3.0,1.0,2.0,,3.0,5.0
Highway Condition,94.0,69.0,73.0,54.0,68.0,114.0,113.0,50.0,70.0,57.0
Open Spaces/Parks,47.0,26.0,28.0,11.0,8.0,17.0,15.0,9.0,9.0,5.0
Other,104.0,59.0,57.0,33.0,37.0,53.0,64.0,47.0,37.0,38.0
Parking,36.0,40.0,31.0,25.0,32.0,28.0,40.0,24.0,30.0,29.0
Pavement /Footway Defects,75.0,64.0,67.0,45.0,58.0,79.0,56.0,59.0,43.0,51.0
Potholes,220.0,164.0,143.0,101.0,107.0,168.0,218.0,141.0,162.0,101.0
Public Toilets,,,,1.0,6.0,,,1.0,1.0,
Rubbish,193.0,40.0,34.0,25.0,18.0,38.0,42.0,21.0,23.0,11.0
Street Cleaning,77.0,43.0,44.0,9.0,28.0,40.0,19.0,19.0,23.0,13.0
Street Lights,121.0,81.0,168.0,77.0,95.0,145.0,129.0,103.0,107.0,75.0
Street Name Plates,5.0,3.0,3.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0
Street Signs,25.0,13.0,13.0,12.0,9.0,31.0,11.0,11.0,12.0,9.0
Traffic Lights,13.0,8.0,14.0,13.0,4.0,4.0,9.0,6.0,4.0,3.0
