SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,562.0,1259.0,1304.0,1528.0,1305.0,1267.0,1209.0,1174.0,1308.0,1055.0
Accumulated Litter,29.0,110.0,55.0,158.0,86.0,375.0,110.0,263.0,273.0,404.0
Barriers/Bollards on RoW,4.0,10.0,13.0,29.0,13.0,45.0,7.0,26.0,17.0,45.0
Benches/Bicycle Racks,5.0,3.0,4.0,6.0,3.0,16.0,6.0,1.0,4.0,5.0
Bin Collection,,,2.0,,1.0,6.0,3.0,7.0,5.0,6.0
Bin Repair/Replacement,10.0,31.0,66.0,60.0,25.0,37.0,24.0,35.0,20.0,30.0
Blocked Drains,262.0,410.0,580.0,847.0,607.0,1220.0,1403.0,1680.0,1755.0,1898.0
Bridge/Culvert Defects,32.0,28.0,54.0,104.0,56.0,111.0,121.0,98.0,104.0,104.0
Broken Fire Hydrant,,1.0,,,,,,,,
Broken Kerbs,9.0,23.0,25.0,49.0,31.0,76.0,67.0,124.0,110.0,184.0
Bus Stops Damage,64.0,125.0,106.0,237.0,113.0,103.0,119.0,117.0,131.0,143.0
C.C.T.V Faults,1.0,,,,,,,,,
Countryside RoW,,,,,,,1.0,,,
Dead Animals,8.0,83.0,108.0,137.0,138.0,172.0,117.0,113.0,159.0,100.0
Debris/Spillage,3.0,22.0,41.0,58.0,64.0,63.0,40.0,67.0,42.0,33.0
Demo,,2.0,1.0,2.0,,1.0,,,,
Discarded Syringes,,4.0,3.0,3.0,6.0,1.0,3.0,1.0,,
Dog Fouling,247.0,396.0,376.0,429.0,361.0,369.0,330.0,324.0,246.0,208.0
Dog Litter Bin,1.0,,4.0,3.0,5.0,5.0,11.0,8.0,6.0,6.0
Environmental Health,1.0,5.0,3.0,25.0,2.0,24.0,,5.0,5.0,7.0
Fallen/Dangerous Trees,252.0,435.0,560.0,657.0,666.0,910.0,1040.0,1153.0,1204.0,1507.0
Fences,2.0,3.0,2.0,4.0,6.0,3.0,5.0,4.0,3.0,
Flooding,95.0,165.0,287.0,523.0,297.0,454.0,513.0,428.0,387.0,136.0
Fly-tipping,6292.0,8328.0,9708.0,10328.0,8077.0,8014.0,4132.0,4205.0,3000.0,2316.0
Flyposting,96.0,118.0,128.0,121.0,126.0,149.0,123.0,158.0,166.0,167.0
Garden Waste,4.0,41.0,43.0,31.0,17.0,19.0,7.0,3.0,,
Gates/Stiles RoW,,,3.0,1.0,,7.0,13.0,32.0,25.0,4.0
General Highways Enquiries,73.0,92.0,128.0,163.0,101.0,133.0,161.0,125.0,133.0,83.0
Graffiti,331.0,694.0,865.0,1047.0,820.0,682.0,691.0,764.0,602.0,413.0
Grass/Weed Control,16.0,72.0,113.0,164.0,188.0,373.0,492.0,495.0,620.0,833.0
Grids and Drains,8.0,5.0,7.0,3.0,7.0,7.0,2.0,15.0,14.0,
Grit Bins,16.0,22.0,29.0,38.0,18.0,53.0,30.0,32.0,34.0,63.0
Gritting,2.0,,,1.0,2.0,,2.0,,,
Grounds Maintenance,,,,1.0,,1.0,,,1.0,2.0
Gullies,145.0,167.0,115.0,169.0,92.0,134.0,161.0,119.0,163.0,142.0
Gully/Manhole Defects,28.0,24.0,38.0,43.0,63.0,74.0,75.0,96.0,89.0,39.0
Highway Condition,834.0,1126.0,1270.0,1491.0,1740.0,1899.0,1957.0,1906.0,2001.0,2033.0
Highway Drainage,,2.0,1.0,,3.0,4.0,17.0,6.0,4.0,12.0
Ice & Snow,,1.0,2.0,9.0,5.0,11.0,13.0,11.0,5.0,21.0
Leafing,1.0,9.0,27.0,39.0,47.0,59.0,50.0,41.0,6.0,6.0
Lewisham Homes,5.0,61.0,63.0,17.0,13.0,7.0,12.0,3.0,,
Litter/Litter Bin,21.0,262.0,258.0,360.0,271.0,574.0,264.0,567.0,329.0,397.0
Manhole Covers,81.0,119.0,198.0,239.0,182.0,208.0,267.0,254.0,239.0,195.0
Manhole Defects,,6.0,7.0,20.0,9.0,17.0,6.0,11.0,5.0,1.0
Missed Bin Collection,7.0,121.0,164.0,190.0,59.0,61.0,24.0,8.0,1.0,
Noise,,1.0,3.0,7.0,,,1.0,,,
Obstruction,363.0,498.0,653.0,996.0,493.0,656.0,727.0,646.0,606.0,404.0
Open Spaces/Parks,377.0,715.0,598.0,746.0,553.0,439.0,700.0,654.0,707.0,540.0
Other,1722.0,2049.0,2467.0,2241.0,2223.0,2691.0,3113.0,3152.0,2750.0,2479.0
Overgrown Vegetation,232.0,418.0,527.0,803.0,669.0,973.0,1144.0,1425.0,1499.0,1558.0
Parking,700.0,853.0,841.0,935.0,838.0,746.0,744.0,797.0,792.0,687.0
