SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,31.0,27.0,33.0,44.0,27.0,20.0,13.0,13.0,19.0,18.0
Bus Stops Damage,7.0,6.0,4.0,12.0,10.0,5.0,2.0,3.0,15.0,12.0
Dog Fouling,57.0,58.0,21.0,17.0,71.0,25.0,10.0,63.0,13.0,46.0
Fallen/Dangerous Trees,13.0,12.0,3.0,12.0,17.0,9.0,10.0,18.0,15.0,23.0
Fly-tipping,60.0,57.0,71.0,73.0,57.0,77.0,67.0,57.0,76.0,89.0
Flyposting,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,3.0
Graffiti,4.0,4.0,5.0,7.0,3.0,8.0,5.0,11.0,12.0,18.0
Highway Condition,72.0,66.0,55.0,78.0,86.0,72.0,112.0,93.0,115.0,180.0
Open Spaces/Parks,24.0,24.0,18.0,14.0,10.0,19.0,12.0,14.0,16.0,19.0
Other,60.0,69.0,38.0,67.0,42.0,58.0,49.0,55.0,79.0,66.0
Parking,62.0,43.0,25.0,33.0,30.0,26.0,31.0,35.0,25.0,34.0
Pavement /Footway Defects,60.0,64.0,44.0,52.0,47.0,59.0,61.0,76.0,79.0,77.0
Potholes,256.0,228.0,193.0,218.0,190.0,290.0,383.0,369.0,416.0,647.0
Public Toilets,,,,1.0,1.0,,1.0,2.0,2.0,
Rubbish,79.0,51.0,44.0,66.0,100.0,43.0,48.0,70.0,78.0,35.0
Street Cleaning,28.0,21.0,16.0,20.0,9.0,15.0,24.0,22.0,21.0,30.0
Street Lights,111.0,95.0,91.0,103.0,81.0,104.0,93.0,106.0,102.0,124.0
Street Name Plates,3.0,2.0,,3.0,4.0,8.0,3.0,2.0,2.0,1.0
Street Signs,16.0,8.0,13.0,18.0,18.0,36.0,20.0,36.0,48.0,35.0
Traffic Lights,34.0,11.0,15.0,24.0,13.0,23.0,25.0,16.0,15.0,25.0
