SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,538.0,1199.0,1281.0,1479.0,1361.0,1204.0,1193.0,1077.0,1249.0,1024.0
Accumulated Litter,40.0,99.0,72.0,142.0,139.0,345.0,107.0,244.0,271.0,404.0
Barriers/Bollards on RoW,4.0,10.0,15.0,28.0,19.0,38.0,14.0,19.0,17.0,45.0
Benches/Bicycle Racks,5.0,3.0,5.0,5.0,3.0,16.0,6.0,1.0,4.0,5.0
Bin Collection,,,2.0,,1.0,6.0,3.0,7.0,5.0,6.0
Bin Repair/Replacement,12.0,31.0,70.0,54.0,28.0,37.0,24.0,32.0,20.0,30.0
Blocked Drains,268.0,418.0,592.0,845.0,649.0,1307.0,1368.0,1641.0,1701.0,1870.0
Bridge/Culvert Defects,32.0,30.0,55.0,103.0,62.0,123.0,103.0,107.0,99.0,98.0
Broken Fire Hydrant,,1.0,,,,,,,,
Broken Kerbs,9.0,23.0,29.0,45.0,32.0,83.0,62.0,127.0,105.0,183.0
Bus Stops Damage,60.0,108.0,99.0,221.0,97.0,95.0,99.0,98.0,118.0,130.0
C.C.T.V Faults,1.0,,,,,,,,,
Countryside RoW,,,,,,1.0,,,,
Dead Animals,8.0,83.0,114.0,139.0,151.0,166.0,120.0,97.0,159.0,98.0
Debris/Spillage,3.0,22.0,44.0,61.0,60.0,64.0,46.0,59.0,42.0,32.0
Demo,,2.0,1.0,2.0,,1.0,,,,
Discarded Syringes,,4.0,3.0,3.0,6.0,1.0,4.0,,,
Dog Fouling,173.0,323.0,333.0,386.0,294.0,323.0,251.0,239.0,193.0,185.0
Dog Litter Bin,1.0,,4.0,3.0,5.0,6.0,13.0,5.0,6.0,6.0
Environmental Health,1.0,5.0,8.0,20.0,13.0,13.0,,5.0,5.0,7.0
Fallen/Dangerous Trees,228.0,410.0,541.0,610.0,664.0,871.0,1013.0,1097.0,1116.0,1450.0
Fences,2.0,3.0,2.0,6.0,5.0,2.0,6.0,3.0,3.0,
Flooding,96.0,164.0,297.0,521.0,311.0,481.0,491.0,425.0,363.0,136.0
