SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,837.0,943.0,1076.0,1105.0,1218.0,1310.0,1149.0,1432.0,1086.0,1449.0
Bridge/Culvert Defects,353.0,108.0,57.0,58.0,44.0,38.0,53.0,65.0,20.0,16.0
Bus Stops Damage,63.0,78.0,102.0,103.0,231.0,107.0,123.0,135.0,99.0,84.0
Dog Fouling,154.0,215.0,236.0,186.0,251.0,279.0,332.0,270.0,363.0,414.0
Environmental Health,131.0,92.0,116.0,81.0,142.0,146.0,117.0,150.0,123.0,118.0
Fences,2.0,6.0,2.0,2.0,4.0,2.0,7.0,4.0,2.0,1.0
Gritting,155.0,64.0,73.0,56.0,59.0,63.0,23.0,44.0,27.0,15.0
Grounds Maintenance,235.0,128.0,66.0,71.0,116.0,68.0,81.0,66.0,49.0,47.0
Open Spaces/Parks,360.0,500.0,584.0,715.0,638.0,639.0,625.0,603.0,506.0,510.0
Other,4378.0,2703.0,2130.0,2187.0,1927.0,2322.0,2247.0,2207.0,2199.0,2374.0
Parking,394.0,616.0,646.0,697.0,718.0,866.0,781.0,898.0,816.0,834.0
Pavement /Footway Defects,1323.0,1424.0,1344.0,1166.0,1537.0,1461.0,1383.0,1691.0,1493.0,1634.0
Property Damage,,4.0,,1.0,,2.0,1.0,2.0,1.0,1.0
Public Toilets,12.0,11.0,10.0,7.0,10.0,6.0,20.0,8.0,17.0,17.0
Retaining Wall,,,7.0,5.0,11.0,5.0,4.0,5.0,17.0,9.0
Right of Way,2277.0,1173.0,895.0,783.0,1102.0,954.0,960.0,900.0,870.0,584.0
Road Safety,3930.0,2067.0,1810.0,1664.0,1506.0,1630.0,1457.0,1615.0,1342.0,1392.0
Road Surface Defects,21629.0,9778.0,7167.0,6682.0,6328.0,6343.0,5626.0,5506.0,3481.0,2888.0
Rubbish,7166.0,4792.0,4603.0,5429.0,6857.0,7181.0,8608.0,11851.0,13402.0,15195.0
Street Furniture,517.0,858.0,1263.0,1494.0,1297.0,1395.0,1841.0,1630.0,924.0,1676.0
Street Lights,3906.0,4464.0,4191.0,3554.0,4042.0,4189.0,3252.0,3361.0,2287.0,2248.0
Utility Works,25.0,30.0,23.0,29.0,50.0,43.0,68.0,73.0,55.0,63.0
