SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,9.0,14.0,5.0,16.0,9.0,8.0,11.0,14.0,16.0,8.0
Bus Stops Damage,,6.0,6.0,5.0,6.0,7.0,7.0,8.0,9.0,3.0
Dog Fouling,11.0,11.0,7.0,32.0,27.0,28.0,31.0,18.0,11.0,19.0
Fallen/Dangerous Trees,4.0,31.0,17.0,20.0,25.0,26.0,28.0,21.0,38.0,38.0
Fly-tipping,353.0,360.0,127.0,134.0,111.0,105.0,85.0,101.0,83.0,77.0
Flyposting,3.0,14.0,4.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0
Graffiti,3.0,7.0,9.0,2.0,3.0,3.0,7.0,1.0,1.0,3.0
Highway Condition,22.0,62.0,51.0,73.0,59.0,85.0,87.0,89.0,114.0,120.0
Open Spaces/Parks,12.0,14.0,25.0,17.0,15.0,15.0,25.0,13.0,10.0,28.0
Other,41.0,54.0,71.0,46.0,34.0,59.0,62.0,28.0,65.0,69.0
Parking,22.0,36.0,24.0,35.0,37.0,34.0,37.0,29.0,34.0,26.0
Pavement /Footway Defects,33.0,54.0,45.0,73.0,46.0,50.0,65.0,49.0,82.0,99.0
Potholes,73.0,111.0,126.0,102.0,134.0,123.0,143.0,212.0,242.0,259.0
Public Toilets,,,,,2.0,,1.0,,,6.0
Rubbish,54.0,38.0,50.0,64.0,58.0,33.0,46.0,22.0,41.0,39.0
Street Cleaning,33.0,51.0,24.0,35.0,27.0,24.0,35.0,27.0,25.0,34.0
Street Lights,61.0,90.0,102.0,109.0,92.0,118.0,135.0,95.0,152.0,147.0
Street Name Plates,3.0,4.0,6.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0
Street Signs,7.0,8.0,17.0,11.0,16.0,19.0,14.0,19.0,21.0,14.0
Traffic Lights,3.0,5.0,2.0,11.0,11.0,9.0,10.0,4.0,13.0,10.0
