SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,23.0,59.0,31.0,26.0,21.0,19.0,19.0,12.0,18.0,17.0
Bus Stops Damage,7.0,14.0,7.0,5.0,6.0,9.0,4.0,8.0,8.0,8.0
Dog Fouling,11.0,52.0,30.0,62.0,16.0,31.0,108.0,38.0,9.0,24.0
Fallen/Dangerous Trees,13.0,5.0,7.0,9.0,13.0,18.0,14.0,11.0,16.0,26.0
Fly-tipping,59.0,77.0,69.0,78.0,64.0,47.0,66.0,79.0,73.0,72.0
Flyposting,,2.0,,,,4.0,1.0,1.0,2.0,4.0
Graffiti,8.0,4.0,5.0,6.0,8.0,5.0,4.0,8.0,8.0,21.0
Highway Condition,77.0,53.0,50.0,71.0,83.0,104.0,119.0,109.0,109.0,154.0
Open Spaces/Parks,21.0,23.0,18.0,18.0,14.0,10.0,16.0,16.0,13.0,21.0
Other,53.0,63.0,52.0,50.0,54.0,38.0,69.0,67.0,69.0,68.0
Parking,36.0,39.0,23.0,56.0,30.0,40.0,41.0,26.0,30.0,23.0
Pavement /Footway Defects,59.0,74.0,41.0,50.0,56.0,49.0,61.0,56.0,80.0,93.0
Potholes,179.0,217.0,183.0,202.0,208.0,337.0,381.0,476.0,551.0,456.0
Public Toilets,,,,1.0,1.0,3.0,1.0,1.0,,
Rubbish,36.0,59.0,62.0,88.0,36.0,69.0,51.0,37.0,38.0,138.0
Street Cleaning,26.0,27.0,25.0,18.0,12.0,15.0,15.0,26.0,17.0,24.0
Street Lights,91.0,108.0,115.0,99.0,106.0,94.0,82.0,83.0,87.0,145.0
Street Name Plates,3.0,,,9.0,7.0,1.0,2.0,2.0,2.0,2.0
Street Signs,14.0,15.0,28.0,11.0,24.0,30.0,32.0,32.0,27.0,35.0
Traffic Lights,11.0,24.0,8.0,20.0,31.0,17.0,27.0,22.0,27.0,14.0
