SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,31.0,31.0,27.0,45.0,29.0,19.0,17.0,15.0,17.0,14.0
Bus Stops Damage,6.0,8.0,5.0,8.0,9.0,6.0,4.0,13.0,8.0,9.0
Dog Fouling,66.0,62.0,15.0,70.0,17.0,43.0,44.0,7.0,9.0,48.0
Open Spaces/Parks,25.0,21.0,17.0,14.0,15.0,8.0,16.0,20.0,19.0,15.0
Other,68.0,52.0,59.0,44.0,49.0,50.0,70.0,61.0,59.0,71.0
Parking,61.0,42.0,30.0,34.0,20.0,32.0,28.0,37.0,37.0,23.0
Pavement /Footway Defects,62.0,58.0,55.0,43.0,49.0,57.0,73.0,72.0,65.0,85.0
Public Toilets,,,,2.0,,1.0,2.0,2.0,,
Road Safety,42.0,26.0,31.0,29.0,29.0,56.0,75.0,45.0,64.0,52.0
Road Surface Defects,220.0,217.0,182.0,232.0,224.0,302.0,377.0,433.0,387.0,617.0
Rubbish,132.0,180.0,146.0,127.0,161.0,118.0,227.0,164.0,97.0,152.0
Street Furniture,3.0,3.0,,3.0,3.0,2.0,10.0,2.0,1.0,1.0
Street Lights,91.0,110.0,96.0,83.0,93.0,84.0,113.0,107.0,121.0,112.0
