SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,6.0,16.0,18.0,15.0,12.0,5.0,6.0,8.0,11.0,13.0
Bus Stops Damage,3.0,6.0,4.0,4.0,3.0,7.0,9.0,3.0,9.0,9.0
Dog Fouling,2.0,10.0,8.0,13.0,18.0,27.0,45.0,12.0,26.0,34.0
Fallen/Dangerous Trees,23.0,21.0,22.0,28.0,19.0,27.0,33.0,29.0,18.0,28.0
Fly-tipping,98.0,343.0,226.0,131.0,173.0,145.0,192.0,93.0,70.0,65.0
Flyposting,1.0,4.0,6.0,8.0,4.0,5.0,7.0,2.0,5.0,
Graffiti,1.0,1.0,7.0,3.0,3.0,4.0,5.0,10.0,3.0,2.0
Highway Condition,122.0,81.0,66.0,84.0,64.0,75.0,54.0,54.0,75.0,87.0
Open Spaces/Parks,5.0,13.0,24.0,13.0,16.0,20.0,13.0,28.0,20.0,23.0
Other,53.0,48.0,53.0,66.0,37.0,51.0,79.0,51.0,46.0,45.0
Parking,4.0,26.0,26.0,39.0,38.0,44.0,45.0,39.0,22.0,32.0
Pavement /Footway Defects,34.0,39.0,69.0,63.0,66.0,67.0,74.0,54.0,49.0,82.0
Potholes,239.0,167.0,128.0,164.0,106.0,113.0,143.0,151.0,157.0,157.0
Public Toilets,,,,,1.0,,6.0,,1.0,1.0
Rubbish,15.0,50.0,28.0,65.0,48.0,70.0,76.0,34.0,32.0,27.0
Street Cleaning,17.0,30.0,48.0,38.0,35.0,29.0,34.0,31.0,20.0,33.0
Street Lights,41.0,74.0,105.0,121.0,110.0,126.0,163.0,96.0,99.0,166.0
Street Name Plates,,2.0,3.0,7.0,2.0,3.0,4.0,4.0,3.0,4.0
Street Signs,10.0,20.0,13.0,12.0,15.0,10.0,15.0,16.0,18.0,17.0
Traffic Lights,2.0,8.0,9.0,7.0,7.0,11.0,10.0,12.0,6.0,6.0
