SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,574.0,1248.0,1301.0,1514.0,1321.0,1246.0,1195.0,1143.0,1295.0,1124.0
Accumulated Litter,40.0,99.0,55.0,158.0,86.0,372.0,112.0,222.0,302.0,417.0
Barriers/Bollards on RoW,4.0,10.0,13.0,29.0,13.0,45.0,7.0,26.0,17.0,45.0
Benches/Bicycle Racks,5.0,3.0,4.0,6.0,3.0,16.0,6.0,1.0,4.0,5.0
Bin Collection,,,2.0,,1.0,6.0,3.0,7.0,5.0,6.0
Bin Repair/Replacement,12.0,29.0,66.0,60.0,25.0,37.0,23.0,36.0,17.0,33.0
Blocked Drains,268.0,416.0,566.0,843.0,610.0,1219.0,1377.0,1662.0,1755.0,1943.0
Bridge/Culvert Defects,32.0,30.0,52.0,104.0,56.0,111.0,117.0,101.0,105.0,104.0
Broken Fire Hydrant,,1.0,,,,,,,,
Broken Kerbs,9.0,23.0,25.0,49.0,31.0,76.0,67.0,120.0,114.0,184.0
Bus Stops Damage,69.0,120.0,106.0,237.0,113.0,102.0,120.0,116.0,131.0,144.0
C.C.T.V Faults,1.0,,,,,,,,,
Countryside RoW,,,,,,,1.0,,,
Dead Animals,8.0,83.0,108.0,136.0,141.0,169.0,118.0,108.0,164.0,100.0
Debris/Spillage,3.0,22.0,41.0,57.0,65.0,63.0,38.0,64.0,46.0,34.0
Demo,,2.0,1.0,2.0,,1.0,,,,
Discarded Syringes,,4.0,3.0,3.0,6.0,1.0,3.0,1.0,,
Dog Fouling,249.0,396.0,370.0,427.0,360.0,366.0,325.0,321.0,245.0,217.0
Dog Litter Bin,1.0,,4.0,3.0,5.0,5.0,11.0,8.0,6.0,6.0
Environmental Health,1.0,5.0,3.0,25.0,2.0,24.0,,5.0,4.0,8.0
Fallen/Dangerous Trees,258.0,440.0,549.0,646.0,675.0,904.0,1033.0,1135.0,1196.0,1544.0
Fences,2.0,3.0,2.0,4.0,6.0,3.0,5.0,4.0,3.0,
Flooding,96.0,164.0,287.0,519.0,301.0,454.0,507.0,431.0,389.0,137.0
Fly-tipping,6470.0,8150.0,9685.0,10266.0,8136.0,7915.0,4139.0,4142.0,3081.0,2382.0
Flyposting,97.0,118.0,127.0,121.0,125.0,146.0,124.0,158.0,161.0,173.0
Garden Waste,4.0,41.0,43.0,31.0,17.0,19.0,7.0,3.0,,
Gates/Stiles RoW,,,3.0,1.0,,7.0,11.0,34.0,25.0,4.0
General Highways Enquiries,73.0,97.0,123.0,161.0,103.0,130.0,162.0,127.0,128.0,88.0
Graffiti,334.0,694.0,858.0,1033.0,831.0,673.0,681.0,766.0,591.0,441.0
Grass/Weed Control,19.0,73.0,109.0,163.0,189.0,373.0,486.0,486.0,601.0,867.0
Grids and Drains,8.0,5.0,7.0,3.0,7.0,7.0,1.0,16.0,14.0,
Grit Bins,16.0,22.0,29.0,37.0,19.0,53.0,30.0,32.0,34.0,63.0
Gritting,2.0,,,1.0,2.0,,2.0,,,
Grounds Maintenance,,,,1.0,,1.0,,,1.0,2.0
Gullies,147.0,170.0,110.0,163.0,98.0,134.0,158.0,122.0,162.0,143.0
Gully/Manhole Defects,28.0,24.0,38.0,42.0,64.0,74.0,75.0,93.0,86.0,45.0
Highway Condition,842.0,1117.0,1268.0,1471.0,1738.0,1884.0,1915.0,1917.0,1965.0,2112.0
Highway Drainage,,2.0,1.0,,3.0,4.0,17.0,5.0,5.0,12.0
Ice & Snow,,1.0,2.0,9.0,5.0,11.0,13.0,11.0,5.0,21.0
Leafing,1.0,9.0,27.0,34.0,52.0,57.0,52.0,41.0,6.0,6.0
Lewisham Homes,5.0,61.0,63.0,17.0,13.0,7.0,9.0,6.0,,
Litter/Litter Bin,90.0,193.0,258.0,353.0,278.0,573.0,265.0,546.0,341.0,406.0
Manhole Covers,81.0,119.0,198.0,239.0,182.0,205.0,268.0,251.0,240.0,199.0
Manhole Defects,,6.0,7.0,20.0,9.0,17.0,6.0,11.0,5.0,1.0
Missed Bin Collection,7.0,121.0,164.0,189.0,60.0,61.0,18.0,13.0,2.0,
Noise,,1.0,3.0,7.0,,,1.0,,,
Obstruction,372.0,502.0,640.0,985.0,504.0,650.0,726.0,637.0,619.0,407.0
Open Spaces/Parks,392.0,704.0,596.0,741.0,553.0,437.0,693.0,640.0,678.0,591.0
Other,1742.0,2052.0,2441.0,2224.0,2232.0,2670.0,3070.0,3153.0,2708.0,2577.0
Overgrown Vegetation,243.0,413.0,521.0,798.0,674.0,967.0,1129.0,1395.0,1484.0,1624.0
Parking,705.0,860.0,826.0,930.0,842.0,737.0,725.0,791.0,789.0,720.0
