SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,97.0,135.0,109.0,83.0,110.0,74.0,65.0,88.0,74.0,70.0
Bus Stops Damage,26.0,29.0,29.0,29.0,19.0,26.0,34.0,34.0,18.0,36.0
Dog Fouling,171.0,361.0,158.0,133.0,113.0,132.0,141.0,187.0,142.0,122.0
Fallen/Dangerous Trees,105.0,131.0,116.0,122.0,115.0,143.0,135.0,152.0,155.0,207.0
Fly-tipping,1844.0,936.0,467.0,802.0,595.0,412.0,575.0,660.0,547.0,522.0
Flyposting,42.0,31.0,20.0,28.0,19.0,15.0,15.0,34.0,24.0,25.0
Graffiti,133.0,47.0,49.0,58.0,52.0,49.0,86.0,80.0,65.0,89.0
Highway Condition,630.0,603.0,473.0,472.0,413.0,558.0,532.0,607.0,711.0,647.0
Open Spaces/Parks,101.0,171.0,82.0,94.0,79.0,82.0,133.0,100.0,133.0,181.0
Other,534.0,479.0,372.0,353.0,348.0,352.0,367.0,352.0,354.0,402.0
Parking,371.0,260.0,225.0,240.0,183.0,222.0,178.0,241.0,211.0,256.0
Pavement /Footway Defects,448.0,369.0,304.0,327.0,336.0,357.0,385.0,431.0,514.0,573.0
Potholes,957.0,1124.0,894.0,876.0,891.0,965.0,1037.0,1224.0,1328.0,1209.0
Public Toilets,5.0,8.0,3.0,5.0,5.0,3.0,2.0,6.0,4.0,8.0
Rubbish,1317.0,267.0,248.0,196.0,224.0,168.0,211.0,192.0,159.0,261.0
Street Cleaning,411.0,185.0,144.0,154.0,160.0,205.0,170.0,151.0,141.0,194.0
Street Lights,431.0,553.0,442.0,523.0,548.0,594.0,557.0,760.0,791.0,956.0
Street Name Plates,23.0,16.0,23.0,20.0,25.0,22.0,29.0,33.0,39.0,34.0
Street Signs,124.0,102.0,67.0,75.0,71.0,55.0,115.0,99.0,116.0,147.0
Traffic Lights,76.0,52.0,47.0,35.0,42.0,50.0,55.0,53.0,54.0,47.0
